word_id	seg_id	spkr_id	language	spkr_gender	spkr_age	split	start	end	duration	num_ph	orth	phon	IPA	correct_IPA	frequency	file
DEU004_161_5	DEU004_161	DEU004	DEU	male		DEV	1.45	1.83	0.38	4	kuba	k ul b al	k uː b aː	k uː b aː	2	German/wav/004/GE004_161.wav
CZE023_122_8	CZE023_122	CZE023	CZE	female	25.0	TRA	4.36	4.9	0.54	7	protože	p r o t o zh e	p r o t o ʒ ɛ	p r o t o ʒ ɛ	296	Czech/wav/023/CZ023_122.wav
CZE022_127_30	CZE022_127	CZE022	CZE	male	47.0	TRA	13.65	14.26	0.61	7	zpětně	s p j e t nj e	s p j ɛ t ɲ ɛ	s p j ɛ t ɲ ɛ	52	Czech/wav/022/CZ022_127.wav
DEU023_77_13	DEU023_77	DEU023	DEU	male		TRA	7.36	7.74	0.38	5	anfang	a n f a ng	a n f a ŋ	a n f a ŋ	28	German/wav/023/GE023_77.wav
CZE085_18_15	CZE085_18	CZE085	CZE	male	22.0	DEV	6.43	7.0	0.57	7	zůstává	z uu s t aa v aa	z uː s t aː v aː	z uː s t aː v aː	5	Czech/wav/085/CZ085_18.wav
CZE029_125_22	CZE029_125	CZE029	CZE	female	19.0	TRA	7.89	8.18	0.29	5	proti	p r o tj i	p r o c i	p r o c i	192	Czech/wav/029/CZ029_125.wav
CZE038_46_10	CZE038_46	CZE038	CZE	male	21.0	TRA	4.92	5.57	0.65	10	ustanovení	u s t a n o v e nj ii	u s t a n o v ɛ ɲ iː	u s t a n o v ɛ ɲ iː	17	Czech/wav/038/CZ038_46.wav
DEU004_44_4	DEU004_44	DEU004	DEU	male		DEV	1.32	2.08	0.76	10	abzuwarten	a p ts ul v a r t etu n	a p ts uː v a ʀ t ə n	a p ts uː v a ʀ t ə n	3	German/wav/004/GE004_44.wav
DEU069_5_12	DEU069_5	DEU069	DEU	male		TRA	5.72	6.14	0.42	5	ketten	k e t etu n	k ɛ t ə n	k ɛ t ə n	2	German/wav/069/GE069_5.wav
CZE083_43_9	CZE083_43	CZE083	CZE	male	19.0	DEV	4.07	4.44	0.37	5	akcií	a k c i j ii	a k ts i iː	a k ts i iː	8	Czech/wav/083/CZ083_43.wav
CZE003_130_7	CZE003_130	CZE003	CZE	female	26.0	TRA	3.48	3.86	0.38	5	české	ch e s k ee	t̠ʃ ɛ s k ɛː	t̠ʃ ɛ s k ɛː	310	Czech/wav/003/CZ003_130.wav
CZE047_93_7	CZE047_93	CZE047	CZE	male	21.0	TRA	3.13	3.5	0.37	5	krize	k r i z e	k r i z ɛ	k r i z ɛ	9	Czech/wav/047/CZ047_93.wav
CZE031_85_10	CZE031_85	CZE031	CZE	male	21.0	TRA	5.97	6.29	0.32	5	stále	s t aa l e	s t aː l ɛ	s t aː l ɛ	121	Czech/wav/031/CZ031_85.wav
DEU061_76_1	DEU061_76	DEU061	DEU	male		TRA	0.2	1.05	0.85	6	fakten	f a k t etu n	f a k t ə n	f a k t ə n	4	German/wav/061/GE061_76.wav
CZE069_44_4	CZE069_44	CZE069	CZE	female	20.0	TRA	1.99	2.56	0.57	9	pracovník	p r a c o v nj ii k	p r a ts o v ɲ iː k	p r a ts o v ɲ iː k	8	Czech/wav/069/CZ069_44.wav
CZE053_86_22	CZE053_86	CZE053	CZE	male	20.0	TRA	12.38	13.14	0.76	9	postavení	p o s t a v e nj ii	p o s t a v ɛ ɲ iː	p o s t a v ɛ ɲ iː	20	Czech/wav/053/CZ053_86.wav
DEU032_33_9	DEU032_33	DEU032	DEU	male		TRA	3.16	3.71	0.55	8	einstimmig	a i n S t i m i x	aɪ n ʃ t ɪ m ɪ ç	a ɪ n ʃ t ɪ m ɪ ç	2	German/wav/032/GE032_33.wav
DEU004_174_23	DEU004_174	DEU004	DEU	male		DEV	9.27	9.63	0.36	4	allem	a l etu m	a l ə m	a l ə m	12	German/wav/004/GE004_174.wav
CZE022_1_19	CZE022_1	CZE022	CZE	male	47.0	TRA	7.73	8.17	0.44	7	náklady	n aa k l a d i	n aː k l a d i	n aː k l a d i	115	Czech/wav/022/CZ022_1.wav
DEU013_2_4	DEU013_2	DEU013	DEU	male		TRA	0.81	1.17	0.36	7	vielleicht	f i l aI C t	f iː l l aɪ ç t	f iː l l a ɪ ç t	37	German/wav/013/GE013_2.wav
CZE099_92_1	CZE099_92	CZE099	CZE	male	21.0	DEV	0.84	1.24	0.4	4	ln	e l e n	ɛ l ɛ n	ɛ l ɛ n	13	Czech/wav/099/CZ099_92.wav
CZE039_119_6	CZE039_119	CZE039	CZE	male	20.0	TRA	3.42	3.82	0.4	7	program	p r o g r a m	p r o ɡ r a m	p r o ɡ r a m	75	Czech/wav/039/CZ039_119.wav
CZE026_75_10	CZE026_75	CZE026	CZE	male	25.0	EVA	3.99	4.43	0.44	4	část	ch aa s t	t̠ʃ aː s t	t̠ʃ aː s t	46	Czech/wav/026/CZ026_75.wav
CZE008_124_10	CZE008_124	CZE008	CZE	male	27.0	TRA	5.55	5.78	0.23	4	jako	j a k o	j a k o	j a k o	485	Czech/wav/008/CZ008_124.wav
DEU028_77_9	DEU028_77	DEU028	DEU	male		TRA	2.88	3.47	0.59	7	prozent	p r ol ts e n t	p r oː ts ɛ n t	p r oː ts ɛ n t	116	German/wav/028/GE028_77.wav
CZE083_9_10	CZE083_9	CZE083	CZE	male	19.0	DEV	3.86	4.18	0.32	5	proti	p r o tj i	p r o c i	p r o c i	15	Czech/wav/083/CZ083_9.wav
CZE007_106_12	CZE007_106	CZE007	CZE	male	33.0	TRA	5.18	5.55	0.37	6	rozpad	r o z p a t	r o s p a t	r o s p a t	52	Czech/wav/007/CZ007_106.wav
CZE021_81_5	CZE021_81	CZE021	CZE	female	19.0	TRA	3.22	3.78	0.56	6	státní	s t aa t nj ii	s t aː t ɲ iː	s t aː t ɲ iː	66	Czech/wav/021/CZ021_81.wav
CZE048_55_14	CZE048_55	CZE048	CZE	male	21.0	TRA	4.81	5.2	0.39	7	skupiny	s k u p i n i	s k u p i n i	s k u p i n i	19	Czech/wav/048/CZ048_55.wav
DEU046_5_4	DEU046_5	DEU046	DEU	female		TRA	2.22	2.47	0.25	4	einen	aI n etu n	aɪ n ə n	a ɪ n ə n	298	German/wav/046/GE046_5.wav
CZE046_43_3	CZE046_43	CZE046	CZE	female	25.0	TRA	1.68	2.01	0.33	6	budete	b u d e t e	b u d ɛ t ɛ	b u d ɛ t ɛ	9	Czech/wav/046/CZ046_43.wav
CZE068_77_15	CZE068_77	CZE068	CZE	female	21.0	DEV	6.09	6.33	0.24	5	jeden	j e d e n	j ɛ d ɛ n	j ɛ d ɛ n	111	Czech/wav/068/CZ068_77.wav
CZE102_72_4	CZE102_72	CZE102	CZE	male	22.0	EVA	2.02	2.36	0.34	5	kdyby	g d i b i	k d i b i	k d i b i	10	Czech/wav/102/CZ102_72.wav
DEU029_83_8	DEU029_83	DEU029	DEU	male		EVA	2.79	3.18	0.39	8	öffentlich	f etu n t l i C	œ f ə n t l ɪ ç	œ f ə n t l ɪ ç	3	German/wav/029/GE029_83.wav
CZE052_68_15	CZE052_68	CZE052	CZE	male	22.0	TRA	6.28	6.72	0.44	8	velikost	v e l i k o s t	v ɛ l i k o s t	v ɛ l i k o s t	7	Czech/wav/052/CZ052_68.wav
DEU028_35_16	DEU028_35	DEU028	DEU	male		TRA	7.37	7.6	0.23	4	unter	u n t atu	ʊ n t ɛ	ʊ n t ɛ	130	German/wav/028/GE028_35.wav
DEU059_29_9	DEU059_29	DEU059	DEU	male		TRA	2.48	2.7	0.22	4	einen	aI n etu n	aɪ n ə n	a ɪ n ə n	298	German/wav/059/GE059_29.wav
CZE033_54_23	CZE033_54	CZE033	CZE	male	18.0	DEV	8.71	9.38	0.67	10	neodstraní	n e o t s t r a nj ii	n ɛ o t s t r a ɲ iː	n ɛ o t s t r a ɲ iː	4	Czech/wav/033/CZ033_54.wav
DEU035_8_18	DEU035_8	DEU035	DEU	male		TRA	6.86	7.23	0.37	6	werden	v el r d etu n	v ɛ ʀ d ə n	v ɛ ʀ d ə n	618	German/wav/035/GE035_8.wav
CZE044_58_6	CZE044_58	CZE044	CZE	male	20.0	TRA	3.15	3.47	0.32	5	přímo	p rsh ii m o	p r̝ iː m o	p r̝ iː m o	32	Czech/wav/044/CZ044_58.wav
CZE001_127_26	CZE001_127	CZE001	CZE	female	51.0	TRA	13.48	14.27	0.79	10	uplatňovat	u p l a t nj o v a t	u p l a t ɲ o v a t	u p l a t ɲ o v a t	111	Czech/wav/001/CZ001_127.wav
DEU065_49_9	DEU065_49	DEU065	DEU	male		TRA	3.38	4.3	0.92	12	abgeschlossenen	a p g etu S l o s etu n etu n	a p ɡ ə ʃ l ɔ s ə n ə n	a p ɡ ə ʃ l ɔ s ə n ə n	2	German/wav/065/GE065_49.wav
CZE094_49_68	CZE094_49	CZE094	CZE	male	47.0	EVA	37.65	38.07	0.42	4	jsme	j s m e	j s m ɛ	j s m ɛ	16	Czech/wav/094/CZ094_49.wav
DEU052_153_5	DEU052_153	DEU052	DEU	male		DEV	1.23	1.53	0.3	4	allein	a l a i n	a l aɪ n	a l a ɪ n	32	German/wav/052/GE052_153.wav
CZE051_109_17	CZE051_109	CZE051	CZE	male	25.0	TRA	6.36	6.97	0.61	8	prostoru	p r o s t o r u	p r o s t o r u	p r o s t o r u	58	Czech/wav/051/CZ051_109.wav
CZE022_7_8	CZE022_7	CZE022	CZE	male	47.0	TRA	3.78	4.22	0.44	7	miliard	m i l i j a r t	m i l i a r t	m i l i a r t	31	Czech/wav/022/CZ022_7.wav
CZE003_19_6	CZE003_19	CZE003	CZE	female	26.0	TRA	1.7	2.07	0.37	7	vozidla	v o z i d l a	v o z i d l a	v o z i d l a	18	Czech/wav/003/CZ003_19.wav
DEU043_173_13	DEU043_173	DEU043	DEU	male		TRA	4.64	5.22	0.58	7	eisenbahn	aI z etu n b al n	aɪ z ə n b aː n	a ɪ z ə n b aː n	2	German/wav/043/GE043_173.wav
CZE084_11_17	CZE084_11	CZE084	CZE	male	20.0	EVA	7.19	7.54	0.35	6	vazbě	v a z b j e	v a z b j ɛ	v a z b j ɛ	2	Czech/wav/084/CZ084_11.wav
CZE096_38_5	CZE096_38	CZE096	CZE	male	18.0	EVA	2.51	2.94	0.43	5	která	k t e r aa	k t ɛ r aː	k t ɛ r aː	27	Czech/wav/096/CZ096_38.wav
CZE013_73_12	CZE013_73	CZE013	CZE	male	21.0	TRA	6.93	7.24	0.31	4	bude	b u d e	b u d ɛ	b u d ɛ	354	Czech/wav/013/CZ013_73.wav
CZE009_35_25	CZE009_35	CZE009	CZE	male	22.0	TRA	8.59	8.98	0.39	8	některých	nj e k t e r ii x	ɲ ɛ k t ɛ r iː x	ɲ ɛ k t ɛ r iː x	47	Czech/wav/009/CZ009_35.wav
CZE004_97_4	CZE004_97	CZE004	CZE	female	58.0	TRA	2.4	2.93	0.53	7	vlastně	v l a s t nj e	v l a s t ɲ ɛ	v l a s t ɲ ɛ	38	Czech/wav/004/CZ004_97.wav
DEU014_123_8	DEU014_123	DEU014	DEU	male		DEV	2.71	2.97	0.26	4	heiner	h a i n atu	h aɪ n ɛ	h a ɪ n ɛ	2	German/wav/014/GE014_123.wav
CZE002_17_18	CZE002_17	CZE002	CZE	female	20.0	EVA	7.18	7.78	0.6	8	skutečně	s k u t e ch nj e	s k u t ɛ t̠ʃ ɲ ɛ	s k u t ɛ t̠ʃ ɲ ɛ	21	Czech/wav/002/CZ002_17.wav
CZE015_122_34	CZE015_122	CZE015	CZE	male	17.0	TRA	15.4	15.92	0.52	9	vylepšené	v i l e p sh e n ee	v i l ɛ p ʃ ɛ n ɛː	v i l ɛ p ʃ ɛ n ɛː	52	Czech/wav/015/CZ015_122.wav
CZE028_115_27	CZE028_115	CZE028	CZE	female	24.0	TRA	8.53	9.08	0.55	7	výhodný	v ii h o d n ii	v iː ɦ o d n iː	v iː ɦ o d n iː	52	Czech/wav/028/CZ028_115.wav
CZE023_15_8	CZE023_15	CZE023	CZE	female	25.0	TRA	4.13	4.8	0.67	6	tisíce	tj i s ii c e	c i s iː ts ɛ	c i s iː ts ɛ	129	Czech/wav/023/CZ023_15.wav
CZE091_47_9	CZE091_47	CZE091	CZE	female	20.0	DEV	5.92	6.67	0.75	6	domácí	d o m aa c ii	d o m aː ts iː	d o m aː ts iː	2	Czech/wav/091/CZ091_47.wav
CZE021_111_9	CZE021_111	CZE021	CZE	female	19.0	TRA	2.1	3.08	0.98	11	uspořádáním	u s p o rzh aa d aa nj ii m	u s p o r̝ aː d aː ɲ iː m	u s p o r̝ aː d aː ɲ iː m	52	Czech/wav/021/CZ021_111.wav
CZE027_81_18	CZE027_81	CZE027	CZE	male	22.0	TRA	8.85	9.36	0.51	8	miliardy	m i l i j a r d i	m i l i a r d i	m i l i a r d i	34	Czech/wav/027/CZ027_81.wav
CZE011_73_8	CZE011_73	CZE011	CZE	female	47.0	TRA	3.7	4.23	0.53	7	milionů	m i l i j o n uu	m i l i o n uː	m i l i o n uː	47	Czech/wav/011/CZ011_73.wav
CZE028_126_14	CZE028_126	CZE028	CZE	female	24.0	TRA	6.56	6.79	0.23	4	doby	d o b i	d o b i	d o b i	131	Czech/wav/028/CZ028_126.wav
CZE033_128_34	CZE033_128	CZE033	CZE	male	18.0	DEV	13.22	13.77	0.55	8	katastru	k a t a s t r u	k a t a s t r u	k a t a s t r u	55	Czech/wav/033/CZ033_128.wav
DEU065_100_5	DEU065_100	DEU065	DEU	male		TRA	1.38	1.95	0.57	10	krankenhaus	k r a ng k etu n h a u s	k r a n k ə n h aʊ s	k r a n k ə n h a ʊ s	15	German/wav/065/GE065_100.wav
CZE022_73_14	CZE022_73	CZE022	CZE	male	47.0	TRA	5.1	5.85	0.75	7	gigajoul	g i g a d zh aw l	ɡ i ɡ a j ou̯ l	ɡ i ɡ a j o u ̯ l	5	Czech/wav/022/CZ022_73.wav
DEU005_108_5	DEU005_108	DEU005	DEU	male		TRA	1.61	2.22	0.61	9	bekämpfung	b etu k m p f u ng	b ə k ɛ m p f ʊ ŋ	b ə k ɛ m p f ʊ ŋ	8	German/wav/005/GE005_108.wav
DEU068_6_2	DEU068_6	DEU068	DEU	male		TRA	0.66	1.15	0.49	6	schicksal	S i k z al l	ʃ ɪ k z aː l	ʃ ɪ k z aː l	5	German/wav/068/GE068_6.wav
DEU013_111_16	DEU013_111	DEU013	DEU	male		TRA	5.1	5.83	0.73	9	umzusetzen	u m ts ul z e ts etu n	ʊ m ts uː z ɛ ts ə n	ʊ m ts uː z ɛ ts ə n	5	German/wav/013/GE013_111.wav
CZE015_103_20	CZE015_103	CZE015	CZE	male	17.0	TRA	6.98	7.22	0.24	5	době	d o b j e	d o b j ɛ	d o b j ɛ	121	Czech/wav/015/CZ015_103.wav
DEU002_55_3	DEU002_55	DEU002	DEU	male		DEV	0.72	0.98	0.26	4	seien	z aI etu n	z aɪ ə n	z a ɪ ə n	18	German/wav/002/GE002_55.wav
CZE030_134_3	CZE030_134	CZE030	CZE	male	21.0	TRA	1.72	2.42	0.7	10	automobilky	aw t o m o b i l k i	au t o m o b i l k i	a u t o m o b i l k i	60	Czech/wav/030/CZ030_134.wav
CZE025_115_24	CZE025_115	CZE025	CZE	male	74.0	TRA	8.99	9.3	0.31	4	vůči	v uu ch i	v uː t̠ʃ i	v uː t̠ʃ i	186	Czech/wav/025/CZ025_115.wav
DEU029_26_3	DEU029_26	DEU029	DEU	male		EVA	0.75	0.92	0.17	4	nicht	n i C t	n ɪ ç t	n ɪ ç t	101	German/wav/029/GE029_26.wav
DEU051_60_21	DEU051_60	DEU051	DEU	male		EVA	6.58	6.96	0.38	7	operiert	ol p etu r il r t	oː p eː r iː ʀ t	oː p eː r iː ʀ t	3	German/wav/051/GE051_60.wav
CZE045_127_11	CZE045_127	CZE045	CZE	male	23.0	TRA	3.82	4.41	0.59	7	nájemné	n aa j e m n ee	n aː j ɛ m n ɛː	n aː j ɛ m n ɛː	68	Czech/wav/045/CZ045_127.wav
CZE095_7_5	CZE095_7	CZE095	CZE	male	18.0	DEV	2.0	2.52	0.52	5	prahy	p r a h i	p r a ɦ i	p r a ɦ i	6	Czech/wav/095/CZ095_7.wav
DEU022_98_11	DEU022_98	DEU022	DEU	male		TRA	3.5	4.35	0.85	14	sympathisanten	z ue m p a t i s a n t etu n	z ʏ m p a t h iː z a n t ə n	z ʏ m p a t h iː z a n t ə n	3	German/wav/022/GE022_98.wav
DEU054_42_18	DEU054_42	DEU054	DEU	male		TRA	5.62	6.06	0.44	5	länder	l n d atu	l ɛ n d ɛ	l ɛ n d ɛ	45	German/wav/054/GE054_42.wav
DEU043_190_9	DEU043_190	DEU043	DEU	male		TRA	3.23	4.04	0.81	10	unterrichtet	u n t etu r r i C t etu t	ʊ n t ɛ r ɪ ç t ə t	ʊ n t ɛ r ɪ ç t ə t	3	German/wav/043/GE043_190.wav
CZE060_24_27	CZE060_24	CZE060	CZE	male	21.0	TRA	12.27	13.12	0.85	10	čtrnáctého	ch t r n aa c t ee h o	t̠ʃ t r̩ n aː ts t ɛː ɦ o	t̠ʃ t r̩ n aː ts t ɛː ɦ o	4	Czech/wav/060/CZ060_24.wav
DEU051_122_5	DEU051_122	DEU051	DEU	male		EVA	1.57	1.84	0.27	4	ihrem	il r etu m	iː r ə m	iː r ə m	41	German/wav/051/GE051_122.wav
CZE020_84_10	CZE020_84	CZE020	CZE	female	25.0	TRA	4.41	4.89	0.48	9	návštěvě	n aa f sh tj e v j e	n aː f ʃ c ɛ v j ɛ	n aː f ʃ c ɛ v j ɛ	7	Czech/wav/020/CZ020_84.wav
DEU040_85_7	DEU040_85	DEU040	DEU	male		TRA	1.98	2.42	0.44	7	kämpfen	k m p f etu n	k ɛ m p f ə n	k ɛ m p f ə n	9	German/wav/040/GE040_85.wav
DEU041_56_11	DEU041_56	DEU041	DEU	male		TRA	4.58	5.36	0.78	11	vorkommnissen	f ol r k o m n i s etu n	f oː ʀ k ɔ m n ɪ s ə n	f oː ʀ k ɔ m n ɪ s ə n	2	German/wav/041/GE041_56.wav
CZE079_34_6	CZE079_34	CZE079	CZE	female	20.0	TRA	3.17	3.52	0.35	5	které	k t e r ee	k t ɛ r ɛː	k t ɛ r ɛː	728	Czech/wav/079/CZ079_34.wav
CZE078_10_22	CZE078_10	CZE078	CZE	male	20.0	TRA	6.33	6.74	0.41	6	kameny	k a m e n i	k a m ɛ n i	k a m ɛ n i	14	Czech/wav/078/CZ078_10.wav
DEU007_146_12	DEU007_146	DEU007	DEU	male		TRA	4.34	5.19	0.85	11	weiterzukommen	v a i t etu r ts ul k o m etu n	v aɪ t ɛ ts uː k ɔ m ə n	v a ɪ t ɛ ts uː k ɔ m ə n	2	German/wav/007/GE007_146.wav
DEU008_6_19	DEU008_6	DEU008	DEU	female		DEV	5.74	6.04	0.3	4	sind	z i n t	z ɪ n t	z ɪ n t	56	German/wav/008/GE008_6.wav
CZE069_18_6	CZE069_18	CZE069	CZE	female	20.0	TRA	1.79	2.05	0.26	4	více	v ii c e	v iː ts ɛ	v iː ts ɛ	146	Czech/wav/069/CZ069_18.wav
CZE015_81_4	CZE015_81	CZE015	CZE	male	17.0	TRA	1.85	2.15	0.3	4	léta	l ee t a	l ɛː t a	l ɛː t a	12	Czech/wav/015/CZ015_81.wav
DEU003_169_6	DEU003_169	DEU003	DEU	male		DEV	2.78	3.84	1.06	13	informationen	i n f o r m a ts il ol n etu n	ɪ n f ɔ ʀ m a ts ɪ oː n ə n	ɪ n f ɔ ʀ m a ts ɪ oː n ə n	6	German/wav/003/GE003_169.wav
CZE091_39_5	CZE091_39	CZE091	CZE	female	20.0	DEV	16.41	17.24	0.83	9	tolerance	t o l e r a n c e	t o l ɛ r a n ts ɛ	t o l ɛ r a n ts ɛ	2	Czech/wav/091/CZ091_39.wav
CZE031_47_6	CZE031_47	CZE031	CZE	male	21.0	TRA	3.26	3.66	0.4	5	ruská	r u s k aa	r u s k aː	r u s k aː	8	Czech/wav/031/CZ031_47.wav
DEU034_193_9	DEU034_193	DEU034	DEU	male		TRA	2.35	2.77	0.42	5	frage	f r al g etu	f r aː ɡ ə	f r aː ɡ ə	76	German/wav/034/GE034_193.wav
CZE051_135_37	CZE051_135	CZE051	CZE	male	25.0	TRA	16.2	16.72	0.52	10	devatenáct	d e v a t e n aa c t	d ɛ v a t ɛ n aː ts t	d ɛ v a t ɛ n aː ts t	433	Czech/wav/051/CZ051_135.wav
CZE029_115_21	CZE029_115	CZE029	CZE	female	19.0	TRA	4.8	5.15	0.35	4	kurz	k u r s	k u r s	k u r s	56	Czech/wav/029/CZ029_115.wav
DEU013_47_2	DEU013_47	DEU013	DEU	male		TRA	0.54	0.88	0.34	4	früher	f r h el r	f r yː ɛ	f r yː ɛ	18	German/wav/013/GE013_47.wav
CZE008_111_15	CZE008_111	CZE008	CZE	male	27.0	TRA	7.24	7.65	0.41	5	silně	s i l nj e	s i l ɲ ɛ	s i l ɲ ɛ	56	Czech/wav/008/CZ008_111.wav
DEU049_73_9	DEU049_73	DEU049	DEU	female		TRA	2.78	3.15	0.37	7	erfahren	e r f al r etu n	ɛ ʀ f aː r ə n	ɛ ʀ f aː r ə n	13	German/wav/049/GE049_73.wav
DEU052_137_7	DEU052_137	DEU052	DEU	male		DEV	3.6	3.87	0.27	5	gegen	g el g etu n	ɡ eː ɡ ə n	ɡ eː ɡ ə n	221	German/wav/052/GE052_137.wav
CZE092_36_1	CZE092_36	CZE092	CZE	female	19.0	EVA	0.64	0.92	0.28	4	přes	p rsh e s	p r̝ ɛ s	p r̝ ɛ s	6	Czech/wav/092/CZ092_36.wav
CZE032_6_11	CZE032_6	CZE032	CZE	female	24.0	TRA	6.49	7.05	0.56	4	práv	p r aa f	p r aː v	p r aː v	72	Czech/wav/032/CZ032_6.wav
CZE093_42_2	CZE093_42	CZE093	CZE	male	20.0	DEV	0.84	1.13	0.29	4	zemi	z e m i	z ɛ m i	z ɛ m i	3	Czech/wav/093/CZ093_42.wav
CZE033_140_22	CZE033_140	CZE033	CZE	male	18.0	DEV	9.83	10.36	0.53	9	dokládají	d o k l aa d a j ii	d o k l aː d a j iː	d o k l aː d a j iː	52	Czech/wav/033/CZ033_140.wav
CZE027_114_17	CZE027_114	CZE027	CZE	male	22.0	TRA	7.15	8.14	0.99	7	počítač	p o ch ii t a ch	p o t̠ʃ iː t a t̠ʃ	p o t̠ʃ iː t a t̠ʃ	57	Czech/wav/027/CZ027_114.wav
CZE085_38_8	CZE085_38	CZE085	CZE	male	22.0	DEV	3.34	3.58	0.24	4	lidí	l i dj ii	l i ɟ iː	l i ɟ iː	9	Czech/wav/085/CZ085_38.wav
DEU016_83_12	DEU016_83	DEU016	DEU	male		EVA	4.24	4.65	0.41	6	gehabt	g etu h al p t	ɡ ə h aː p t	ɡ ə h aː p t	11	German/wav/016/GE016_83.wav
DEU020_47_20	DEU020_47	DEU020	DEU	male		EVA	6.7	7.33	0.63	8	entscheidung	e n t S a i d u ng	ɛ n t ʃ aɪ d ʊ ŋ	ɛ n t ʃ a ɪ d ʊ ŋ	5	German/wav/020/GE020_47.wav
DEU074_53_9	DEU074_53	DEU074	DEU	male		TRA	3.31	3.66	0.35	4	schnell	S n e l	ʃ n ɛ l	ʃ n ɛ l	26	German/wav/074/GE074_53.wav
DEU010_136_6	DEU010_136	DEU010	DEU	female		DEV	2.04	2.6	0.56	9	gleichzeitig	g l aI C ts a i t i C	ɡ l aɪ ç ts aɪ t ɪ ç	ɡ l a ɪ ç ts a ɪ t ɪ ç	7	German/wav/010/GE010_136.wav
CZE045_135_38	CZE045_135	CZE045	CZE	male	23.0	TRA	18.15	18.74	0.59	9	devadesát	d e v a d e s aa t	d ɛ v a d ɛ s aː t	d ɛ v a d ɛ s aː t	417	Czech/wav/045/CZ045_135.wav
DEU006_38_9	DEU006_38	DEU006	DEU	male		TRA	4.03	4.72	0.69	8	privaten	p r il v al t etu n	p r iː v aː t ə n	p r iː v aː t ə n	15	German/wav/006/GE006_38.wav
DEU063_93_14	DEU063_93	DEU063	DEU	male		TRA	5.47	6.19	0.72	9	verhaftet	f e r h a f t etu t	f ɛ ʀ h a f t ə t	f ɛ ʀ h a f t ə t	11	German/wav/063/GE063_93.wav
CZE029_122_25	CZE029_122	CZE029	CZE	female	19.0	TRA	9.05	9.58	0.53	6	kroužku	k r ow sh k u	k r ou̯ ʃ k u	k r o u ̯ ʃ k u	52	Czech/wav/029/CZ029_122.wav
CZE002_104_28	CZE002_104	CZE002	CZE	female	20.0	EVA	10.75	11.34	0.59	6	ohledu	o h l e d u	o ɦ l ɛ d u	o ɦ l ɛ d u	60	Czech/wav/002/CZ002_104.wav
CZE018_125_6	CZE018_125	CZE018	CZE	female	26.0	TRA	3.26	3.91	0.65	7	vloupání	v l ow p aa nj ii	v l ou̯ p aː ɲ iː	v l o u ̯ p aː ɲ iː	52	Czech/wav/018/CZ018_125.wav
CZE003_23_14	CZE003_23	CZE003	CZE	female	26.0	TRA	3.62	4.23	0.61	9	životnost	zh i v o t n o s t	ʒ i v o t n o s t	ʒ i v o t n o s t	4	Czech/wav/003/CZ003_23.wav
CZE021_40_4	CZE021_40	CZE021	CZE	female	19.0	TRA	1.61	2.09	0.48	5	faktu	f a k t u	f a k t u	f a k t u	4	Czech/wav/021/CZ021_40.wav
CZE029_14_3	CZE029_14	CZE029	CZE	female	19.0	TRA	0.87	1.19	0.32	5	nejsou	n e j s ow	n ɛ ɪ s ou̯	n ɛ ɪ s o u ̯	103	Czech/wav/029/CZ029_14.wav
CZE031_82_27	CZE031_82	CZE031	CZE	male	21.0	TRA	14.59	15.1	0.51	6	centra	c e n t r a	ts ɛ n t r a	ts ɛ n t r a	6	Czech/wav/031/CZ031_82.wav
DEU043_51_5	DEU043_51	DEU043	DEU	male		TRA	2.01	2.23	0.22	4	nicht	n i C t	n ɪ ç t	n ɪ ç t	1251	German/wav/043/GE043_51.wav
CZE056_69_18	CZE056_69	CZE056	CZE	male	22.0	DEV	6.47	7.07	0.6	7	provedl	p r o v e d l	p r o v ɛ d l̩	p r o v ɛ d l̩	5	Czech/wav/056/CZ056_69.wav
CZE044_121_25	CZE044_121	CZE044	CZE	male	20.0	TRA	11.39	12.25	0.86	11	soutěžitelem	s ow tj e zh i t e l e m	s ou̯ c ɛ ʒ i t ɛ l ɛ m	s o u ̯ c ɛ ʒ i t ɛ l ɛ m	52	Czech/wav/044/CZ044_121.wav
CZE022_117_15	CZE022_117	CZE022	CZE	male	47.0	TRA	6.58	7.33	0.75	9	zaměření	z a m nj e rzh e nj ii	z a m ɲ ɛ r̝ ɛ ɲ iː	z a m ɲ ɛ r̝ ɛ ɲ iː	54	Czech/wav/022/CZ022_117.wav
CZE042_128_58	CZE042_128	CZE042	CZE	female	22.0	TRA	25.74	26.16	0.42	5	vklad	f k l a t	f k l a t	f k l a t	54	Czech/wav/042/CZ042_128.wav
DEU057_89_5	DEU057_89	DEU057	DEU	male		TRA	1.47	1.93	0.46	7	kroaten	k r ol al t etu n	k r oː aː t ə n	k r oː aː t ə n	26	German/wav/057/GE057_89.wav
DEU009_179_6	DEU009_179	DEU009	DEU	male		EVA	2.6	3.27	0.67	12	brandenburgs	b r a n d etu n b u r k s	b r a n d ə n b ʊ ɐ k s	b r a n d ə n b ʊ ɐ k s	3	German/wav/009/GE009_179.wav
CZE039_31_2	CZE039_31	CZE039	CZE	male	20.0	TRA	1.55	2.23	0.68	8	rovnosti	r o v n o s tj i	r o v n o s c i	r o v n o s c i	2	Czech/wav/039/CZ039_31.wav
