Word	IPA transcription
тор-	t o r
торги	t ʌ r ɡʲ i
фондовом	f o n d ʌ v ʌ m
вами	v ɑ mʲ ɪ
знаем	z n ɑ j i m
редчайшим	rʲ i d̪ʲ t̠ʃʲ ɑ j ʃˠ ɨ m
исключением	ɪ s k lʲ u t̠ʃʲ e n̪ʲ i j i m
предусматрис-	p rʲ i d u s m ɑ t rʲ i s
сокращение	s ʌ k r a ʂ e n̪ʲ i j ɪ
военного	v ʌ j e n n ʌ v ʌ
20	d v ɑ t t s ʌ t̪ʲ
франков	f r ɑ n k ʌ f
мафия	m ɑ fʲ i j a
полагает	p ʌ l a ɡ ɑ j i t
отомстила	ʌ t ʌ m sʲ t̪ʲ i l a
убийством	u bʲ i j s t v ʌ m
Далласе	d ɑ l l ʌ sʲ i
22го	d v ɑ t t s a t̪ʲ d v ɑ ɡ o
ноября	n ʌ j a b rʲ ɑ
1963го	o d n ɑ t ɨ sʲ ʌ t ʂ d e vʲ a t s o t ʃˠ ɛ z d̪ʲ d̪ʲ ɪ sʲ j a t t rʲ i ɡ o
Михалавич	mʲ i x a l ɑ vʲ i t̠ʃʲ
вслед	f s lʲ e t
обвинением	ʌ b vʲ i n̪ʲ e n̪ʲ i j i m
причастности	p rʲ i t̠ʃʲ ɑ s t n ʌ sʲ t̪ʲ ɪ
нелегальной	n̪ʲ i lʲ i ɡ ɑ lʲ n ʌ j
торговле	t ʌ r ɡ o v lʲ i
оружием	ʌ r u ʒˠ ɨ j i m
эстонская	ɛ s t o n s k ʌ j a
сторона	s t ʌ r ʌ n ɑ
обвинила	ʌ b vʲ i n̪ʲ i l a
посольства	p ʌ s o lʲ s t v a
Таллинне	t ɑ l l i n n i
шпионаже	ʃˠ pʲ i ʌ n ɑ ʒˠ ɨ
сделала	z d̪ʲ e l ʌ l a
официальное	ʌ fʲ i t s ɨ ɑ lʲ n ʌ j ɪ
представление	p rʲ i d s t a v lʲ e n̪ʲ i j ɪ
послу	p ʌ s l u
беспредел	bʲ i s p rʲ i d̪ʲ e l
допускается	d ʌ p u s k ɑ j i t s ʌ
протяжении	p r ʌ t̪ʲ a ʒˠ ɛ n̪ʲ i ɪ
месяцев	mʲ e sʲ ʌ t s ɨ f
яркое	j a r k ʌ j ɪ
свидетельство	s vʲ i d̪ʲ e t̪ʲ i lʲ s t v ʌ
бездарности	bʲ i z d ɑ r n ʌ sʲ t̪ʲ ɪ
коррумпированности	k ʌ r r u mʲ pʲ i r o v ʌ n n ʌ sʲ t̪ʲ ɪ
чиновников	t̠ʃʲ i n o v n i k ʌ f
частью	t̠ʃʲ ɑ s t̪ʲ j u
сохранившейся	s ʌ x r a n̪ʲ i f ʃˠ ɨ j sʲ ʌ
времен	v rʲ i mʲ e n
способных	s p ʌ s o b n ɨ x
заинтересованных	z ʌ i n t̪ʲ ɛ rʲ i s o v ʌ n n ɨ x
чтоб	ʃˠ t o p
быстро	b ɨ s t r ʌ
реагировать	rʲ i a ɡʲ i r ʌ v ʌ t̪ʲ
вполне	f p ʌ lʲ n̪ʲ e
очевидное	ʌ t̠ʃʲ i vʲ i d n ʌ j ɪ
жульничество	ʒˠ u lʲ n̪ʲ i t̠ʃʲ i s t v ʌ
имеющийся	ɪ mʲ e j u ʂ i j sʲ ʌ
повидиму	p ʌ vʲ i d̪ʲ i m u
немалый	n̪ʲ i m ɑ l ɨ j
навар	n a v ɑ r
90ый	d̪ʲ ɛ vʲ ɪ n o s t ɔ ɨ j
случаю	s l u t̠ʃʲ ʌ j u
подписанний	p ʌ t pʲ i s ɑ n n i j
дейтонских	d̪ʲ i j t o n s kʲ i x
соглашений	s ʌ ɡ l a ʃˠ ɛ n̪ʲ i j
собралась	s ʌ b r a l ɑ sʲ
Контактная	k ʌ n t ɑ k t n ʌ j a
урегулированию	u rʲ i ɡ u lʲ i r ʌ v ʌ n̪ʲ i j u
проблем	p r ʌ b lʲ e m
бывшей	b ɨ f ʃˠ ɨ j
Югославии	j u ɡ ʌ s l ɑ vʲ i ɪ
которую	k ʌ t o r u j u
съехались	s j e x ʌ lʲ i sʲ
иностранных	ɪ n ʌ s t r ɑ n n ɨ x
дел	d̪ʲ e l
государств	ɡ ʌ s u d ɑ r s t f
чеченцы	t̠ʃʲ i t̠ʃʲ e n t s ɨ
склонны	s k l o n n ɨ
преувеличению	p rʲ i u vʲ i lʲ i t̠ʃʲ i n̪ʲ i j u
готовности	ɡ ʌ t o v n ʌ sʲ t̪ʲ ɪ
принять	p rʲ i n̪ʲ ɑ t̪ʲ
происходящее	p r ʌ i s x ʌ d̪ʲ ɑ ʂ i j ɪ
передоверить	pʲ i rʲ i d ʌ vʲ e rʲ i t̪ʲ
очередному	ʌ t̠ʃʲ i rʲ i d n o m u
вождю	v ʌ ʒˠ d̪ʲ u
породы	p ʌ r o d ɨ
спасителей	s p a sʲ i t̪ʲ i lʲ i j
Отечества	ʌ t̪ʲ e t̠ʃʲ i s t v a
спасибо	s p a sʲ i b ʌ
реформы	rʲ i f o r m ɨ
виноваты	vʲ i n ʌ v ɑ t ɨ
дней	d n̪ʲ e j
длиною	d lʲ i n o j u
ценою	t s ɨ n o j u
подумать	p ʌ d u m ʌ t̪ʲ
возле	v o zʲ lʲ i
избирательной	ɪ z bʲ i r ɑ t̪ʲ i lʲ n ʌ j
урны	u r n ɨ
армия	ɑ r mʲ i j a
полиция	p ʌ lʲ i t s ɨ j a
пускают	p u s k ɑ j u t
туда	t u d ɑ
специального	s pʲ i t s ɨ ɑ lʲ n ʌ v ʌ
разрешения	r ʌ z rʲ i ʃˠ ɛ n̪ʲ i j a
образование	ʌ b r ʌ z ʌ v ɑ n̪ʲ i j ɪ
привлекает	p rʲ i v lʲ i k ɑ j i t
профессиям	p r ʌ fʲ e sʲ sʲ i j a m
сложного	s l o ʒˠ n ʌ v ʌ
банковский	b ɑ n k ʌ f s kʲ i j
кредит	k rʲ i d̪ʲ i t
является	j a v l ɑ j i t s ʌ
краткосрочным	k r ʌ t k ʌ s r o t̠ʃʲ n ɨ m
дорогостоящим	d ʌ r ʌ ɡ ʌ s t o j a ʂ i m
начисленная	n ʌ t̠ʃʲ i s lʲ e n n ʌ j a
заработная	z ɑ r ʌ b ʌ t n ʌ j a
плата	p l ɑ t a
отражает	ʌ t r a ʒˠ ɑ j i t
величину	vʲ i lʲ i t̠ʃʲ i n u
фактической	f a k t̪ʲ i t̠ʃʲ i s k ʌ j
платы	p l ɑ t ɨ
добавлю	d ʌ b ɑ v lʲ u
встречал	f s t rʲ i t̠ʃʲ ɑ l
немало	n̪ʲ i m ɑ l ʌ
хозяев	x ʌ zʲ ɑ j i f
готовых	ɡ ʌ t o v ɨ x
оказать	ʌ k a z ɑ t̪ʲ
помощь	p o m ʌ ʂ
снизу	sʲ n̪ʲ i z u
выступаетерь	v ɨ s t u p ɑ j i t̪ʲ i rʲ
ксамый	k s ɑ m ɨ j
утверждая	u t vʲ i r ʒˠ d ɑ j a
ориентиров	ʌ rʲ i j i n t̪ʲ i r ʌ f
предсталяет	p rʲ i d s t a lʲ ɑ j i t
заботиться	z a b o t̪ʲ i t̪ʲ sʲ ʌ
налоговой	n a l o ɡ ʌ v ʌ j
системе	sʲ i sʲ t̪ʲ e mʲ i
препятствовала	p rʲ i pʲ ɑ t s t v ʌ v ʌ l a
бизнесу	bʲ i zʲ n̪ʲ ɛ s u
добиваться	d ʌ bʲ i v ɑ t̪ʲ sʲ ʌ
льгот	lʲ ɡ o t
маленьких	m ɑ lʲ i n̪ʲ kʲ i x
й-	i k r ɑ t k ɔ j ɪ
подхода	p ʌ d x o d a
нежели	n̪ʲ e ʒˠ ɨ lʲ ɪ
крупной	k r u p n ʌ j
фирмам	fʲ i r m ʌ m
думать	d u m ʌ t̪ʲ
финансовой	fʲ i n ɑ n s ʌ v ʌ j
поддержке	p ʌ d̪ʲ d̪ʲ e r ʃˠ kʲ i
мера	mʲ e r a
находит	n a x o d̪ʲ i t
отражение	ʌ t r a ʒˠ ɛ n̪ʲ i j ɪ
законопроекте	z ʌ k ʌ n ʌ p r ʌ j e k t̪ʲ i
оборонной	ʌ b ʌ r o n n ʌ j
Франции	f r ɑ n t s ɨ ɪ
1997ой	o d n ɑ t ɨ sʲ ʌ t ʂ d e vʲ a t s o t d̪ʲ ɛ vʲ ɪ n o s t ɔ sʲ e j m o j
тысячи	t ɨ sʲ ʌ t̠ʃʲ ɪ
одобренном	ʌ d o b rʲ i n n ʌ m
советом	s ʌ vʲ e t ʌ m
министров	mʲ i n̪ʲ i s t r ʌ f
всему	f sʲ i m u
противостоять	p r ʌ t̪ʲ i v ʌ s t ʌ j a t̪ʲ
диверсантами	d̪ʲ i vʲ i r s ɑ n t ʌ mʲ ɪ
окопавшимися	ʌ k ʌ p ɑ f ʃˠ ɨ mʲ i sʲ ʌ
недасягаемыг	n̪ʲ i d ʌ sʲ a ɡ ɑ j i m ɨ k
полиции	p ʌ lʲ i t s ɨ ɪ
районах	r a j o n ʌ x
столицы	s t ʌ lʲ i t s ɨ
бороться	b ʌ r o t̪ʲ sʲ ʌ
труднее	t r u d n̪ʲ e j ɪ
построить	p ʌ s t r o i t̪ʲ
сжатые	ʒˠ ʒˠ ɑ t ɨ j ɪ
храм	x r ɑ m
Христа	x rʲ i s t ɑ
Спасителя	s p a sʲ i t̪ʲ i lʲ ʌ
пример	p rʲ i mʲ e r
увлеченности	u v lʲ i t̠ʃʲ e n n ʌ sʲ t̪ʲ ɪ
словом	s l o v ʌ m
эксперты	ɛ k s pʲ e r t ɨ
советуют	s ʌ vʲ e t u j u t
хранителям	x r a n̪ʲ i t̪ʲ i lʲ ʌ m
запастись	z ʌ p a sʲ t̪ʲ i sʲ
терпением	t̪ʲ i r pʲ e n̪ʲ i j i m
кепке	kʲ e p kʲ i
Иран	ɪ r ɑ n
равно	r a v n o
Хезболлах	x i z b o l l ʌ x
участвует	u t̠ʃʲ ɑ s t v u j i t
мирныом	mʲ i r n ɨ ʌ m
мирном	mʲ i r n ʌ m
процессе	p r ʌ t s ɛ sʲ sʲ i
основном	ʌ s n ʌ v n o m
программе	p r ʌ ɡ r ɑ m mʲ i
идеи	ɪ d̪ʲ e ɪ
хорошие	x ʌ r o ʃˠ ɨ j ɪ
авторы	ɑ f t ʌ r ɨ
НГ	ɛ n ɡ ɛ
настроены	n a s t r o j i n ɨ
весьма	vʲ i sʲ m ɑ
решительно	rʲ i ʃˠ ɨ t̪ʲ i lʲ n ʌ
новая	n o v ʌ j a
идея	ɪ d̪ʲ e j a
инвестиционного	ɪ n vʲ i sʲ t̪ʲ i t s ɨ o n n ʌ v ʌ
проекта	p r ʌ j e k t a
социалисты	s ʌ t s ɨ a lʲ i s t ɨ
высказывают	v ɨ s k ɑ z ɨ v ʌ j u t
опасение	ʌ p a sʲ e n̪ʲ i j ɪ
смог	s m o k
найти	n a j t̪ʲ i
работу	r a b o t u
другом	d r u ɡ ʌ m
профессиональной	p r ʌ fʲ i sʲ sʲ i ʌ n ɑ lʲ n ʌ j
бьбе-	b bʲ e
безработных	bʲ i z r a b o t n ɨ x
результате	rʲ i z u lʲ t ɑ t̪ʲ i
требовал	t rʲ e b ʌ v ʌ l
Гонконг	ɡ ʌ n k o n k
целиком	t s ɨ lʲ i k o m
арендованную	a rʲ i n d o v ʌ n n u j u
предложение	p rʲ i d l ʌ ʒˠ ɛ n̪ʲ i j ɪ
шокирующе	ʃˠ ʌ kʲ i r u j u ʂ i
главное	ɡ l ɑ v n ʌ j ɪ
неэффективное	n̪ʲ i ɛ f fʲ i k t̪ʲ i v n ʌ j ɪ
Враг	v r ɑ k
силен	sʲ i lʲ i n
враг	v r ɑ k
собирается	s ʌ bʲ i r ɑ j i t s ʌ
сдаваться	z d a v ɑ t̪ʲ sʲ ʌ
идет	ɪ d̪ʲ e t
компромисс	k ʌ m p r ʌ mʲ i s s
врагу	v r a ɡ u
помогают	p ʌ m ʌ ɡ ɑ j u t
рубежа	r u bʲ i ʒˠ ɑ
льготные	lʲ ɡ o t n ɨ j ɪ
сроком	s r o k ʌ m
7	sʲ e j m
ставке	s t ɑ f kʲ i
4	t̠ʃʲ ɪ t ɨ rʲ ɪ
процента	p r ʌ t s ɛ n t a
годовых	ɡ ʌ d ʌ v ɨ x
пришедшим	p rʲ i ʃˠ ɛ d ʃˠ ɨ m
январе	j a n v a rʲ e
1994го	o d n ɑ t ɨ sʲ ʌ t ʂ d e vʲ a t s o t d̪ʲ ɛ vʲ ɪ n o s t ɔ t̠ʃʲ ɪ t ɨ rʲ ɪ ɡ o
имеющий	ɪ mʲ e j u ʂ i j
прямого	p rʲ a m o v ʌ
военному	v ʌ j e n n ʌ m u
перевороту	pʲ i rʲ i v o r ʌ t u
шестилетний	ʃˠ ɨ sʲ t̪ʲ i lʲ e t̪ʲ n̪ʲ i j
Зеруаль	z i r u ʌ lʲ
пытается	p ɨ t ɑ j i t s ʌ
превстать	p rʲ i f s t ɑ t̪ʲ
человеком	t̠ʃʲ i l ʌ vʲ e k ʌ m
способным	s p ʌ s o b n ɨ m
сплотить	s p l ʌ t̪ʲ i t̪ʲ
здоровые	z d ʌ r o v ɨ j ɪ
общества	o p ʂ i s t v a
умеренных	u mʲ e rʲ i n n ɨ x
иссламистав	ɪ s s l a mʲ i s t ʌ f
судить	s u d̪ʲ i t̪ʲ
реальным	rʲ i ɑ lʲ n ɨ m
событиям	s ʌ b ɨ t̪ʲ i j a m
нельзя	n̪ʲ i lʲ zʲ ɑ
Бориса	b ʌ rʲ i s a
старшего	s t ɑ r ʃˠ ɨ v ʌ
аппаратчика	a p p a r ɑ t t̠ʃʲ i k a
Примакова	p rʲ i m a k o v a
учитывает	u t̠ʃʲ i t ɨ v ʌ j i t
западные	z ɑ p ʌ d n ɨ j ɪ
интересы	ɪ n t̪ʲ ɛ rʲ e s ɨ
несмотря	n̪ʲ i s m ʌ t rʲ ɑ
миллиарды	mʲ i l l i ɑ r d ɨ
символические	sʲ i m v ʌ lʲ i t̠ʃʲ i s kʲ i j ɪ
жесты	ʒˠ ɛ s t ɨ
выступали	v ɨ s t u p ɑ lʲ ɪ
оказавшиеся	ʌ k a z ɑ f ʃˠ ɨ j i sʲ ʌ
впечатлением	f pʲ i t̠ʃʲ a t lʲ e n̪ʲ i j i m
соратников	s ʌ r ɑ t̪ʲ n̪ʲ i k ʌ f
СИЗО	sʲ i z ʌ
Матросская	m a t r o s s k ʌ j a
тишина	t̪ʲ i ʃˠ ɨ n ɑ
полученный	p ʌ l u t̠ʃʲ i n n ɨ j
Инкомбанком	ɪ n k ʌ m b ɑ n k ʌ m
четко	t̠ʃʲ e t k ʌ
показал	p ʌ k a z ɑ l
государственный	ɡ ʌ s u d ɑ r s t vʲ i n n ɨ j
частный	t̠ʃʲ ɑ s t n ɨ j
органы	ʌ r ɡ ɑ n ɨ
экспортного	ɛ k s p ʌ r t n ʌ v ʌ
финансирования	fʲ i n a n sʲ i r ʌ v ʌ n i j a
Великобритании	vʲ i lʲ i k ʌ b rʲ i t ɑ n̪ʲ i ɪ
уверены	u vʲ e rʲ i n ɨ
стабильном	s t a bʲ i lʲ n ʌ m
устойчивом	u s t o j t̠ʃʲ i v ʌ m
положении	p ʌ l ʌ ʒˠ ɛ n̪ʲ i ɪ
вне	v n̪ʲ e
зависимости	z a vʲ i sʲ i m ʌ sʲ t̪ʲ ɪ
политической	p ʌ lʲ i t̪ʲ i t̠ʃʲ i s k ʌ j
конъюнктуры	k ʌ n j u n k t u r ɨ
семь	sʲ e mʲ
опрошенных	ʌ p r o ʃˠ ɨ n n ɨ x
регулярно	rʲ i ɡ u lʲ ɑ r n ʌ
месяц	mʲ e sʲ ʌ t s
посещают	p ʌ sʲ i ʂ ɑ j u t
цифра	t s ɨ f r a
составляла	s ʌ s t a v lʲ ɑ l a
шесть	ʃˠ ɛ s t̪ʲ
оранжерее	ʌ r ʌ n ʒˠ ɨ rʲ e j ɪ
капитализма	k ʌ pʲ i t a lʲ i z m a
расцветшей	r a s t s vʲ e t ʃˠ ɨ j
колонуальным	k ʌ l ʌ n u ʌ l n ɨ m
гнетом	ɡ n̪ʲ e t ʌ m
разрешил	r ʌ z rʲ i ʃˠ ɨ l
менять	mʲ i n̪ʲ ɑ t̪ʲ
полувека	p ʌ l u vʲ e k a
суть	s u t̪ʲ
достигнутого	d ʌ sʲ t̪ʲ i ɡ n u t ʌ v ʌ
соглашения	s ʌ ɡ l a ʃˠ ɛ n̪ʲ i j a
лаконично	l ʌ k ʌ n̪ʲ i t̠ʃʲ n ʌ
выразил	v ɨ r ʌ zʲ i l
премьер	p rʲ i mʲ j e r
министр	mʲ i n̪ʲ i s t r
Ливана	l i v ɑ n a
Рафик	r ɑ fʲ i k
Харири	x a rʲ i rʲ ɪ
будучи	b u d u t̠ʃʲ ɪ
вытесненной	v ɨ t̪ʲ i sʲ n̪ʲ e n n ʌ j
нефтегазового	n̪ʲ i f t̪ʲ i ɡ ɑ z ʌ v ʌ v ʌ
Алжира	a l ʒˠ ɨ r a
взяла	v zʲ a l ɑ
реванш	rʲ i v ɑ n ʃˠ
оружейном	ʌ r u ʒˠ ɛ j n ʌ m
оставить	ʌ s t ɑ vʲ i t̪ʲ
стороне	s t ʌ r ʌ n̪ʲ e
рассуждения	r ʌ s s u ʒˠ d̪ʲ e n̪ʲ i j a
правиле	p r a vʲ i lʲ i
чередования	t̠ʃʲ i rʲ i d ʌ v ɑ n̪ʲ i j a
периодов	pʲ i rʲ i ʌ d ʌ f
спада	s p ɑ d a
подъема	p ʌ d j e m a
факт	f ɑ k t
смена	s mʲ e n a
правительств	p r a vʲ i t̪ʲ i lʲ s t f
некоторых	n̪ʲ e k ʌ t ʌ r ɨ x
Восточной	v ʌ s t o ʃˠ n ʌ j
оказала	ʌ k a z ɑ l a
серьезного	sʲ i rʲ j e z n ʌ v ʌ
влияния	v lʲ i j a n i j a
корректировку	k ʌ r rʲ i k t̪ʲ i r o f k u
экономического	ɛ k ʌ n ʌ mʲ i t̠ʃʲ i s k ʌ v ʌ
курса	k u r s a
причина	p rʲ i t̠ʃʲ i n a
такого	t a k o v ʌ
оптимизма	ʌ p t̪ʲ i mʲ i z m a
кроется	k r o j i t s ʌ
неоспоримых	n̪ʲ i ʌ s p ʌ rʲ i m ɨ x
преимуществах	p rʲ i i m u ʂ i s t v ʌ x
отличающих	ʌ t lʲ i t̠ʃʲ ɑ j u ʂ i x
российский	r ʌ sʲ sʲ i j s kʲ i j
остальных	ʌ s t a lʲ n ɨ x
недостаточлен	n̪ʲ i d ʌ s t ɑ t ʌ t̠ʃʲ lʲ i n̪ʲ
наступательной	n ʌ s t u p ɑ t̪ʲ i lʲ n ʌ j
1941	o d n ɑ t ɨ sʲ ʌ t ʂ d e vʲ a t s o t s o r ɔ k o j d̪ʲ i n
под-	p o t
эРФы	e r f ɨ
некоторые	n̪ʲ e k ʌ t ʌ r ɨ j ɪ
кредиторы	k rʲ i d̪ʲ i t o r ɨ
выступают	v ɨ s t u p ɑ j u t
французского	f r a n t s u s s k ʌ v ʌ
правительства	p r a vʲ i t̪ʲ i lʲ s t v a
существенной	s u ʂ e s t vʲ i n n ʌ j
прибавки	p rʲ i b ɑ f kʲ ɪ
российским	r ʌ sʲ sʲ i j s kʲ i m
четырехстам	t̠ʃʲ i t ɨ rʲ e x s t ʌ m
миллионам	mʲ i l l i o n ʌ m
энергичен	ɛ n̪ʲ i r ɡʲ i t̠ʃʲ i n
становится	s t a n o vʲ i t s ʌ
очевидным	ʌ t̠ʃʲ i vʲ i d n ɨ m
слушаешь	s l u ʃˠ ʌ j i ʃˠ
читаешь	t̠ʃʲ i t ɑ j i ʃˠ
представителей	p rʲ i d s t a vʲ i t̪ʲ i lʲ i j
интеллигенции	ɪ n t̪ʲ i l l i ɡʲ e n t s ɨ ɪ
видно	vʲ i d n ʌ
каждый	k ɑ ʒˠ d ɨ j
избиратель	ɪ z bʲ i r ɑ t̪ʲ i lʲ
нашел	n a ʃˠ ɛ l
крепко	k rʲ e p k ʌ
сбитом	z bʲ i t ʌ m
человеке	t̠ʃʲ i l ʌ vʲ e kʲ i
нечто	n̪ʲ e t̠ʃʲ t ʌ
отвечает	ʌ t vʲ i t̠ʃʲ ɑ j i t
представлениям	p rʲ i d s t a v lʲ e n̪ʲ i j a m
мэре	m ɛ rʲ i
Москвы	m ʌ s k v ɨ
хозяине	x ʌ zʲ ɑ i n̪ʲ i
приличную	p rʲ i lʲ i t̠ʃʲ n u j u
державу	d̪ʲ i r ʒˠ ɑ v u
считали	ʂ i t ɑ lʲ ɪ
пусть	p u s t̪ʲ
подводят	p ʌ d v o d̪ʲ ʌ t
итоги	ɪ t o ɡʲ ɪ
политьки	p ʌ lʲ i t̪ʲ kʲ ɪ
экономисты	ɛ k ʌ n ʌ mʲ i s t ɨ
стратеги	s t r a t̪ʲ e ɡʲ ɪ
срабатывании	s r a b ɑ t ɨ v ʌ n̪ʲ i ɪ
массовых	m ɑ s s ʌ v ɨ x
амбиций	a mʲ bʲ i t s ɨ j
всенародного	f sʲ i n a r o d n ʌ v ʌ
желания	ʒˠ ɨ l ɑ n̪ʲ i j a
хуже	x u ʒˠ ɨ
особый	ʌ s o b ɨ j
вызвала	v ɨ z v ʌ l a
сфера	s fʲ e r a
называемого	n ʌ z ɨ v ɑ j i m ʌ v ʌ
социального	s ʌ t s ɨ ɑ lʲ n ʌ v ʌ
служения	s l u ʒˠ ɛ n̪ʲ i j a
словацких	s l ʌ v ɑ t s kʲ i x
приходах	p rʲ i x o d ʌ x
россияне	r ʌ sʲ sʲ i j a n i
оценили	ʌ t s ɨ n̪ʲ i lʲ ɪ
страждущих	s t r ɑ ʒˠ d u ʂ i x
говорили	ɡ ʌ v ʌ rʲ i lʲ ɪ
желании	ʒˠ ɨ l ɑ n̪ʲ i ɪ
перенести	pʲ i rʲ i n̪ʲ i sʲ t̪ʲ i
домашнюю	d ʌ m ɑ ʃˠ n̪ʲ u j u
почву	p o t ʂ v u
мнению	m n̪ʲ e n̪ʲ i j u
ряда	rʲ ɑ d a
авторитетных	a f t ʌ rʲ i t̪ʲ e t n ɨ x
экспертов	ɛ k s pʲ e r t ʌ f
американских	a mʲ i rʲ i k ɑ n s kʲ i x
практикуищев	p r ʌ k t̪ʲ i k u i ʂ i f
российском	r ʌ sʲ sʲ i j s k ʌ m
ко	k o
второму	f t ʌ r o m u
полугодию	p ʌ l u ɡ o d̪ʲ i j u
обстановка	ʌ p s t a n o f k a
капитально	k ʌ pʲ i t ɑ lʲ n ʌ
изменится	ɪ z mʲ e n̪ʲ i t s ʌ
приобретет	p rʲ i ʌ b rʲ i t̪ʲ e t
лавинообразный	l ʌ vʲ i n ʌ o b r ʌ z n ɨ j
характер	x a r ɑ k t̪ʲ i r
дудаевцы	d u d ɑ j i f t s ɨ
находят	n a x o d̪ʲ ʌ t
считаться	ʂ i t ɑ t̪ʲ sʲ ʌ
завгаевским	z ʌ v ɡ a j e f s kʲ i m
режимом	rʲ i ʒˠ ɨ m ʌ m
воюют	v ʌ j u j u t
правительством	p r a vʲ i t̪ʲ i lʲ s t v ʌ m
армией	ɑ r mʲ i j i j
администрацией	a d mʲ i n̪ʲ i s t r ɑ t s ɨ j i j
прибывшей	p rʲ i b ɨ f ʃˠ ɨ j
Грозный	ɡ r o z n ɨ j
обозе	ʌ b o zʲ i
федеральных	fʲ i d̪ʲ i r ɑ lʲ n ɨ x
войск	v o j s k
нашли	n a ʃˠ lʲ i
заменитель	z ʌ mʲ i n̪ʲ i t̪ʲ i lʲ
продажи	p r ʌ d ɑ ʒˠ ɪ
лицензий	lʲ i t s ɛ n̪ʲ zʲ i j
заменителю	z ʌ mʲ i n̪ʲ i t̪ʲ i lʲ u
сахарину	s a x ɑ rʲ i n u
оказалса	ʌ k ɑ z ʌ l s a
слаще	s l ɑ ʂ i
оригинала	ʌ rʲ i ɡʲ i n ɑ l a
сахара	s a x ɑ r a
первой	pʲ e r v ʌ j
убежден	u bʲ i ʒˠ d̪ʲ e n
Вайгель	v ɑ j ɡʲ i lʲ
х	x ɑ
хватало	x v a t ɑ l ʌ
стабилизации	s t ʌ bʲ i lʲ i z ɑ t s ɨ ɪ
широких	ʃˠ ɨ r o kʲ i x
слоях	s l ʌ j a x
возросло	v ʌ z r ʌ s l o
ощущение	ʌ ʂ u ʂ e n̪ʲ i j ɪ
необратимости	n̪ʲ i ʌ b r a t̪ʲ i m ʌ sʲ t̪ʲ ɪ
перемен	pʲ i rʲ i mʲ e n
Тверской	t vʲ i r s k o j
арестована	a rʲ i s t o v ʌ n a
врачей	v r a t̠ʃʲ e j
обвиняемых	ʌ b vʲ i n̪ʲ ɑ j i m ɨ x
фабрикации	f ʌ b rʲ i k ɑ t s ɨ ɪ
помощью	p o m ʌ ʂ j u
призывники	p rʲ i z ɨ v n̪ʲ i kʲ i
военную	v ʌ j e n n u j u
службу	s l u ʒˠ b u
получали	p ʌ l u t̠ʃʲ ɑ l ɪ
белые	bʲ e l ɨ j ɪ
билеты	bʲ i lʲ e t ɨ
оценкам	ʌ t s ɛ n k ʌ m
Международного	mʲ i ʒˠ d u n a r o d n ʌ v ʌ
бюро	bʲ u r o
Труда	t r u d ɑ
1992	o d n ɑ t ɨ sʲ ʌ t ʂ d e vʲ a t s o t d̪ʲ ɛ vʲ ɪ n o s t ɔ d v ɑ
год	ɡ o t
последние	p ʌ s lʲ e d n̪ʲ i j ɪ
опубликованные	ʌ p u b lʲ i k o v ʌ n n ɨ j ɪ
число	t̠ʃʲ i s l o
нелегальных	n̪ʲ i lʲ i ɡ ɑ lʲ n ɨ x
иммигрантов	ɪ m mʲ i ɡ r ɑ n t ʌ f
составило	s ʌ s t ɑ vʲ i l ʌ
350	t rʲ i s t a pʲ ʌ d̪ʲ d̪ʲ ɪ sʲ j a t
человек	t̠ʃʲ i l ʌ vʲ e k
граждане	ɡ r ɑ ʒˠ d ʌ n̪ʲ i
привыкли	p rʲ i v ɨ k lʲ ɪ
низкому	n̪ʲ i s k ʌ m u
уровню	u r ʌ v n̪ʲ u
функционирования	f u n k t s ɨ ʌ n i r ʌ v ʌ n i j a
структур	s t r u k t u r
убеждению	u bʲ i ʒˠ d̪ʲ e n̪ʲ i j u
паад-	p a ɑ t
страха	s t r ɑ x a
сс-	ɛ s ɛ s
строго	s t r o v ʌ
следовали	s lʲ e d ʌ v ʌ lʲ ɪ
предписаниям	p rʲ i t pʲ i s ɑ n̪ʲ i j a m
исламистов	ɪ s l a mʲ i s t ʌ f
несладко	n̪ʲ i s l ɑ d k ʌ
критикуют	k rʲ i t̪ʲ i k u j u t
сторон	s t ʌ r o n
дефицита	d̪ʲ i fʲ i t s ɨ t a
финансового	fʲ i n ɑ n s ʌ v ʌ v ʌ
племя	p lʲ e mʲ ʌ
вымя	v ɨ mʲ ʌ
устойчивый	u s t o j t̠ʃʲ i v ɨ j
курсовой	k u r s ʌ v o j
бумаги	b u m ɑ ɡʲ ɪ
лесной	lʲ i s n o j
ль-	ɛ lʲ mʲ j a kʲ ɪ j z n ɑ k
лесообрабатывающей	lʲ i s ʌ ʌ b r ʌ b ʌ t ɨ v ɑ j u ʂ i j
обвиняют	ʌ b vʲ i n̪ʲ ɑ j u t
подготовке	p ʌ d ɡ ʌ t o f kʲ i
опубликованию	ʌ p u b lʲ i k ʌ v ɑ n̪ʲ i j u
данных	d ɑ n n ɨ x
катастрофах	k ʌ t a s t r o f ʌ x
авариях	a v ɑ rʲ i j a x
тал-	t ɑ l
атомных	ɑ t ʌ m n ɨ x
подводных	p ʌ d v o d n ɨ x
лодках	l o d k ʌ x
потеряет	p ʌ t̪ʲ i rʲ ɑ j i t
смысл	s m ɨ s l
поездка	p ʌ j e s d k a
