Word	IPA transcription
bromoaceton	b r ɔ m ɔ a t̪s̪ ɛ t̪ ɔ n̪
Zjednoczeni	z̪ j ɛ d̪ n̪ ɔ t̪ ɕ ɛ ɲ i
kupieni	k u p ɛ ɲ i
koncerny	k ɔ n̪ t̪s̪ ɛ r n̪ ɨ
naturalny	n̪ a t̪ u r a l̪ n̪ ɨ
wyprą	v ɨ p r ɔ
solistów	s̪ ɔ l̪ i s̪ t̪ u f
konkurencyjnym	k ɔ ŋ k u r ɛ n̪ t̪s̪ ɨ j n̪ ɨ m
ceramiki	t̪s̪ ɛ r a m i k i
zawojowanym	z̪ a v ɔ j ɔ v a n̪ ɨ m
Wienerbergera	v ɛ n̪ ɛ r b ɛ r ɡ ɛ r a
Taką	t̪ a k ɔ
metodę	m ɛ t̪ ɔ d̪ ɛ
zwalczyć	z̪ v a l̪ t̪ ɕ ɨ t̪ ɕ
wprowadzenie	f p r ɔ v a d̪ ʑ ɛ ɲ ɛ
jednomandatowych	j ɛ d̪ n̪ ɔ m a n̪ d̪ a t̪ ɔ v ɨ x
okręgów	ɔ k r ɛ ŋ ɡ u f
celu	t̪s̪ ɛ l̪ u
uszczelnienia	u ɕ t̪ ɕ ɛ l̪ ɲ ɛ ɲ a
całego	t̪s̪ a w ɛ ɡ ɔ
opieką	ɔ p ɛ k ɔ
objęci	ɔ b j ɛ ɲ t̪ ɕ i
rzeczywiście	ʐ̻ ɛ t̪ ɕ ɨ v i ɕ t̪ ɕ ɛ
opłacenie	ɔ p w a t̪s̪ ɛ ɲ ɛ
ciotka	t̪ ɕ ɔ t̪ k a
teorię	t̪ ɛ ɔ r j ɛ
Bodajże	b ɔ d̪ a j ʐ̻ ɛ
wprawdzie	f p r a v d̪ ʑ ɛ
bezołowiowych	b ɛ z̪ ɔ w ɔ v ɔ v ɨ x
pięci	p ɛ ɲ t̪ ɕ i
bioetanolu	b j ɔ ɛ t̪ a n̪ ɔ l̪ u
obligatoryjny	ɔ b l̪ i ɡ a t̪ ɔ r ɨ j n̪ ɨ
zimową	ʑ i m ɔ v ɔ
porą	p ɔ r ɔ
Tatry	t̪ a t̪ r ɨ
usłyszy	u s̪ w ɨ ɕ ɨ
wejść	v ɛ j ɕ t̪ ɕ
TPN	t̪ ɛ p ɛ ɛ n̪
ogłoszono	ɔ ɡ w ɔ ɕ ɔ n̪ ɔ
lawinowe	l̪ a v i n̪ ɔ v ɛ
zawróci	z̪ a v r u t̪ ɕ i
choćby	x ɔ d̪ ʑ b ɨ
najstarszy	n̪ a j s̪ t̪ a r ɕ ɨ
przyrząd	p ɕ ɨ ʐ̻ ɔ n̪ t̪
lokalizacyjny	l̪ ɔ k a l̪ i z̪ a t̪s̪ ɨ j n̪ ɨ
sznur	ɕ n̪ u r
lawinowy	l̪ a v i n̪ ɔ v ɨ
zamierzacie	z̪ a m j ɛ ʐ̻ a t̪ ɕ ɛ
włączyć	v w ɔ n̪ t̪ ɕ ɨ t̪ ɕ
ogólnej	ɔ ɡ u l̪ n̪ ɛ j
strategii	s̪ t̪ r a t̪ ɛ ɡ j i
aktywizacji	a k t̪ ɨ v i z̪ a t̪s̪ j i
Wysłałem	v ɨ s̪ w a w ɛ m
lekarza	l̪ ɛ k a ʐ̻ a
Nieśmiałe	ɲ ɛ ɕ m a w ɛ
wzywające	v z̪ ɨ v a j ɔ n̪ t̪s̪ ɛ
wprowadzenia	f p r ɔ v a d̪ ʑ ɛ ɲ a
podobnego	p ɔ d̪ ɔ b n̪ ɛ ɡ ɔ
spotkały	s̪ p ɔ t̪ k a w ɨ
zdecydowanym	z̪ d̪ ɛ t̪s̪ ɨ d̪ ɔ v a n̪ ɨ m
sprzeciwem	s̪ p ɕ ɛ t̪ ɕ i v ɛ m
lobby	l̪ ɔ b b ɨ
rolniczego	r ɔ l̪ ɲ i t̪ ɕ ɛ ɡ ɔ
oddziaływania	ɔ d̪ d̪ ʑ a w ɨ v a ɲ a
bojowych	b ɔ j ɔ v ɨ x
trujących	t̪ r u j ɔ n̪ t̪s̪ ɨ x
ogólnotrujące	ɔ ɡ u l̪ n̪ ɔ t̪ r u j ɔ n̪ t̪s̪ ɛ
cyjanowodór	t̪s̪ ɨ j a n̪ ɔ v ɔ d̪ u r
chlorocyjan	x l̪ ɔ r ɔ t̪s̪ ɨ j a n̪
rozstrzygnięcia	r ɔ s̪ s̪ t̪ ɕ ɨ ɡ ɲ ɛ ɲ t̪ ɕ a
półkuli	p u w k u l̪ i
spędzili	s̪ p ɛ ɲ d̪ ʑ i l̪ i
noc	n̪ ɔ t̪s̪
środy	ɕ r ɔ d̪ ɨ
dachach	d̪ a x a x
swych	s̪ f ɨ x
strychach	s̪ t̪ r ɨ x a x
rozwiązaniem	r ɔ z̪ v ɔ z̪ a ɲ ɛ m
byłaby	b ɨ w a b ɨ
redukcja	r ɛ d̪ u k t̪s̪ j a
rozłożenie	r ɔ z̪ w ɔ ʐ̻ ɛ ɲ ɛ
raty	r a t̪ ɨ
zgodzi	z̪ ɡ ɔ d̪ ʑ i
inny	i n̪ n̪ ɨ
rodzaj	r ɔ d̪ ʑ a j
rekompensaty	r ɛ k ɔ m p ɛ n̪ s̪ a t̪ ɨ
załamał	z̪ a w a m a w
obciążeń	ɔ p t̪ ɕ ɔ ʐ̻ ɛ ɲ
finansowych	f i n̪ a n̪ s̪ ɔ v ɨ x
członkostwa	t̪ ɕ w ɔ ŋ k ɔ s̪ t̪ f a
sukcesy	s̪ u k t̪s̪ ɛ s̪ ɨ
zdążyły	z̪ d̪ ɔ ʐ̻ ɨ w ɨ
zblaknąć	z̪ b l̪ a k n̪ ɔ ɲ t̪ ɕ
budowania	b u d̪ ɔ v a ɲ a
powołano	p ɔ v ɔ w a n̪ ɔ
kogo	k ɔ ɡ ɔ
sprzyjało	s̪ p ɕ ɨ j a w ɔ
śnieg	ɕ ɲ ɛ k
twardy	t̪ f a r d̪ ɨ
zmrożony	z̪ m r ɔ ʐ̻ ɔ n̪ ɨ
lubię	l̪ u b j ɛ
skakać	s̪ k a k a t̪ ɕ
niosły	ɲ ɔ s̪ w ɨ
rozdamy	r ɔ z̪ d̪ a m ɨ
zapewnia	z̪ a p ɛ v ɲ a
Dyduch	d̪ ɨ d̪ u x
Dokumenty	d̪ ɔ k u m ɛ n̪ t̪ ɨ
dowody	d̪ ɔ v ɔ d̪ ɨ
osobiste	ɔ s̪ ɔ b i s̪ t̪ ɛ
identyfikacyjnej	i d̪ ɛ n̪ t̪ ɨ f i k a t̪s̪ ɨ j n̪ ɛ j
Przeciwnicy	p ɕ ɛ t̪ ɕ i v ɲ i t̪s̪ ɨ
wytykali	v ɨ t̪ ɨ k a l̪ i
prowadzenie	p r ɔ v a d̪ ʑ ɛ ɲ ɛ
niejasnej	ɲ ɛ j a s̪ n̪ ɛ j
finansowej	f i n̪ a n̪ s̪ ɔ v ɛ j
kadr	k a d̪ r
ŚOW	ɕ ɔ f
wyjściem	v ɨ j ɕ t̪ ɕ ɛ m
gdybym	ɡ d̪ ɨ b ɨ m
zwolnił	z̪ v ɔ l̪ ɲ i w
prośbę	p r ɔ ʑ b ɛ
podkreśla	p ɔ t̪ k r ɛ ɕ l̪ a
Patrząc	p a t̪ ɕ ɔ n̪ t̪s̪
dzisiejszy	d̪ ʑ i ɕ ɛ j ɕ ɨ
dzisiejsze	d̪ ʑ i ɕ ɛ j ɕ ɛ
stworzeniem	s̪ t̪ f ɔ ʐ̻ ɛ ɲ ɛ m
czereda	t̪ ɕ ɛ r ɛ d̪ a
bezprizornych	b ɛ s̪ p r i z̪ ɔ r n̪ ɨ x
gorsza	ɡ ɔ r ɕ a
Sytuację	s̪ ɨ t̪ u a t̪s̪ j ɛ
dom	d̪ ɔ m
narciarza	n̪ a r t̪ ɕ a ʐ̻ a
zaprojektowany	z̪ a p r ɔ j ɛ k t̪ ɔ v a n̪ ɨ
Agnieszkę	a ɡ ɲ ɛ ɕ k ɛ
Jaderny-Gawron	j a d̪ ɛ r n̪ ɨ ɡ a v r ɔ n̪
turnieju	t̪ u r ɲ ɛ j u
skakał	s̪ k a k a w
kratkę	k r a t̪ k ɛ
pierwsi	p ɛ r f ɕ i
zwyciężyli	z̪ v ɨ t̪ ɕ ɛ ʐ̻ ɨ l̪ i
drudzy	d̪ r u d̪ ʑ ɨ
przekonywał	p ɕ ɛ k ɔ n̪ ɨ v a w
Podanie	p ɔ d̪ a ɲ ɛ
dowiedzielibyśmy	d̪ ɔ v ɛ d̪ ʑ ɛ l̪ i b ɨ ɕ m ɨ
żony	ʐ̻ ɔ n̪ ɨ
możliwych	m ɔ ʐ̻ l̪ i v ɨ x
sprawowania	s̪ p r a v ɔ v a ɲ a
pełnionych	p ɛ w ɲ ɔ n̪ ɨ x
podatnika	p ɔ d̪ a t̪ ɲ i k a
wydatkowane	v ɨ d̪ a t̪ k ɔ v a n̪ ɛ
Zakajew	z̪ a k a j ɛ f
zaprzecza	z̪ a p ɕ ɛ t̪ ɕ a
związek	z̪ v ɔ z̪ ɛ k
złe	z̪ w ɛ
nowelą	n̪ ɔ v ɛ l̪ ɔ
Ustawy	u s̪ t̪ a v ɨ
radiofonii	r a d̪ j ɔ f ɔ ɲ i
telewizji	t̪ ɛ l̪ ɛ v i z̪ j i
mataczono	m a t̪ a t̪ ɕ ɔ n̪ ɔ
potocznym	p ɔ t̪ ɔ t̪ ɕ n̪ ɨ m
sensie	s̪ ɛ n̪ ɕ ɛ
test	t̪ ɛ s̪ t̪
Luizjanie	l̪ u i z̪ j a ɲ ɛ
demokratyczny	d̪ ɛ m ɔ k r a t̪ ɨ t̪ ɕ n̪ ɨ
republikański	r ɛ p u b l̪ i k a ɲ s̪ k i
kandydat	k a n̪ d̪ ɨ d̪ a t̪
staną	s̪ t̪ a n̪ ɔ
tury	t̪ u r ɨ
zwycięzca	z̪ v ɨ t̪ ɕ ɛ s̪ t̪s̪ a
zdobyć	z̪ d̪ ɔ b ɨ t̪ ɕ
powyżej	p ɔ v ɨ ʐ̻ ɛ j
Im	i m
pontyfikat	p ɔ n̪ t̪ ɨ f i k a t̪
zagadką	z̪ a ɡ a t̪ k ɔ
Frankfurter	f r a ŋ k f u r t̪ ɛ r
Allgemeine	a l̪ l̪ ɡ ɛ m ɛ i n̪ ɛ
Zeitung	z̪ ɛ i t̪ u ŋ k
Sześćdziesiąt	ɕ ɛ ʑ d̪ ʑ ɛ ɕ ɔ n̪ t̪
sejmową	s̪ ɛ j m ɔ v ɔ
Przecież	p ɕ ɛ t̪ ɕ ɛ ɕ
Wielkiej	v ɛ l̪ k ɛ j
Krokwi	k r ɔ k f i
wątpią	v ɔ n̪ t̪ p j ɔ
umiarkowany	u m j a r k ɔ v a n̪ ɨ
zwolennik	z̪ v ɔ l̪ ɛ n̪ ɲ i k
dialogu	d̪ j a l̪ ɔ ɡ u
Rosją	r ɔ s̪ j ɔ
stronie	s̪ t̪ r ɔ ɲ ɛ
unijnym	u ɲ i j n̪ ɨ m
karać	k a r a t̪ ɕ
rasistowskich	r a ɕ i s̪ t̪ ɔ f s̪ k i x
Takie	t̪ a k ɛ
mocną	m ɔ t̪s̪ n̪ ɔ
zaporą	z̪ a p ɔ r ɔ
niewątpliwą	ɲ ɛ v ɔ n̪ t̪ p l̪ i v ɔ
urodę	u r ɔ d̪ ɛ
talent	t̪ a l̪ ɛ n̪ t̪
krasomówczy	k r a s̪ ɔ m u f t̪ ɕ ɨ
ostaliby	ɔ s̪ t̪ a l̪ i b ɨ
jeno	j ɛ n̪ ɔ
Lepper	l̪ ɛ p p ɛ r
Łyżwińskim	w ɨ ʐ̻ v i ɲ s̪ k i m
Stosowny	s̪ t̪ ɔ s̪ ɔ v n̪ ɨ
pułkownik	p u w k ɔ v ɲ i k
Wiss	v i s̪ s̪
zapoznano	z̪ a p ɔ z̪ n̪ a n̪ ɔ
Prokuratura	p r ɔ k u r a t̪ u r a
Okręgowa	ɔ k r ɛ ŋ ɡ ɔ v a
nadzoruje	n̪ a d̪ ʑ ɔ r u j ɛ
ujawniać	u j a v ɲ a t̪ ɕ
szczegółów	ɕ t̪ ɕ ɛ ɡ u w u f
Znacznie	z̪ n̪ a t̪ ɕ ɲ ɛ
niepokoi	ɲ ɛ p ɔ k ɔ i
interes	i n̪ t̪ ɛ r ɛ s̪
dobro	d̪ ɔ b r ɔ
wąskiej	v ɔ s̪ k ɛ j
miliona	m i l̪ j ɔ n̪ a
aut	a w t̪
właściciela	v w a ɕ t̪ ɕ i t̪ ɕ ɛ l̪ a
Katowicki	k a t̪ ɔ v i t̪s̪ k i
Instytut	i n̪ s̪ t̪ ɨ t̪ u t̪
Pamięci	p a m j ɛ ɲ t̪ ɕ i
Narodowej	n̪ a r ɔ d̪ ɔ v ɛ j
zarzuty	z̪ a ʐ̻ u t̪ ɨ
prokuratorom	p r ɔ k u r a t̪ ɔ r ɔ m
Prokuratury	p r ɔ k u r a t̪ u r ɨ
Garnizonowej	ɡ a r ɲ i z̪ ɔ n̪ ɔ v ɛ j
Gliwicach	ɡ l̪ i v i t̪s̪ a x
prowadzili	p r ɔ v a d̪ ʑ i l̪ i
śledztwo	ɕ l̪ ɛ t̪s̪ t̪ f ɔ
Istotą	i s̪ t̪ ɔ t̪ ɔ
obecnego	ɔ b ɛ t̪s̪ n̪ ɛ ɡ ɔ
papieża	p a p ɛ ʐ̻ a
odniesieniu	ɔ d̪ ɲ ɛ ɕ ɛ ɲ u
wezwanie	v ɛ z̪ v a ɲ ɛ
ubiegły	u b j ɛ ɡ w ɨ
odsetki	ɔ t̪ s̪ ɛ t̪ k i
lokatach	l̪ ɔ k a t̪ a x
zarobiliśmy	z̪ a r ɔ b i l̪ i ɕ m ɨ
Potocka	p ɔ t̪ ɔ t̪s̪ k a
sporu	s̪ p ɔ r u
włączył	v w ɔ n̪ t̪ ɕ ɨ w
zeszły	z̪ ɛ ɕ w ɨ
nocą	n̪ ɔ t̪s̪ ɔ
teren	t̪ ɛ r ɛ n̪
wjechał	v j ɛ x a w
konwój	k ɔ n̪ v u j
ciężarówek	t̪ ɕ ɛ ʐ̻ a r u v ɛ k
załadowano	z̪ a w a d̪ ɔ v a n̪ ɔ
surowce	s̪ u r ɔ f t̪s̪ ɛ
Ordynatorzy	ɔ r d̪ ɨ n̪ a t̪ ɔ ʐ̻ ɨ
szukają	ɕ u k a j ɔ
sponsorów	s̪ p ɔ n̪ s̪ ɔ r u f
znaczny	z̪ n̪ a t̪ ɕ n̪ ɨ
odłam	ɔ d̪ w a m
obrębie	ɔ b r ɛ m b j ɛ
przypisują	p ɕ ɨ p i s̪ u j ɔ
niewątpliwym	ɲ ɛ v ɔ n̪ t̪ p l̪ i v ɨ m
wspólnotom	f s̪ p u l̪ n̪ ɔ t̪ ɔ m
osobowym	ɔ s̪ ɔ b ɔ v ɨ m
odniesienia	ɔ d̪ ɲ ɛ ɕ ɛ ɲ a
realizować	r ɛ a l̪ i z̪ ɔ v a t̪ ɕ
osobowe	ɔ s̪ ɔ b ɔ v ɛ
powołanie	p ɔ v ɔ w a ɲ ɛ
nieobojętne	ɲ ɛ ɔ b ɔ j ɛ n̪ t̪ n̪ ɛ
wspólnego	f s̪ p u l̪ n̪ ɛ ɡ ɔ
czują	t̪ ɕ u j ɔ
współodpowiedzialni	f s̪ p u w ɔ t̪ p ɔ v ɛ d̪ ʑ a l̪ ɲ i
Śniadek	ɕ ɲ a d̪ ɛ k
podkreślił	p ɔ t̪ k r ɛ ɕ l̪ i w
poszła	p ɔ ɕ w a
marne	m a r n̪ ɛ
reżim	r ɛ ʐ̻ i m
komunistyczny	k ɔ m u ɲ i s̪ t̪ ɨ t̪ ɕ n̪ ɨ
Środowisko	ɕ r ɔ d̪ ɔ v i s̪ k ɔ
poniekąd	p ɔ ɲ ɛ k ɔ n̪ t̪
sprzeciwiając	s̪ p ɕ ɛ t̪ ɕ i v a j ɔ n̪ t̪s̪
stosowanej	s̪ t̪ ɔ s̪ ɔ v a n̪ ɛ j
celników	t̪s̪ ɛ l̪ ɲ i k u f
podwyższania	p ɔ d̪ v ɨ ɕ ɕ a ɲ a
pojazdu	p ɔ j a z̪ d̪ u
wbrew	v b r ɛ f
kwotom	k f ɔ t̪ ɔ m
zapisanym	z̪ a p i s̪ a n̪ ɨ m
fakturze	f a k t̪ u ʐ̻ ɛ
zakupowej	z̪ a k u p ɔ v ɛ j
Siłą	ɕ i w ɔ
okupację	ɔ k u p a t̪s̪ j ɛ
terytoriów	t̪ ɛ r ɨ t̪ ɔ r j u f
mówiąc	m u v ɔ n̪ t̪s̪
konkursów	k ɔ ŋ k u r s̪ u f
zwracałem	z̪ v r a t̪s̪ a w ɛ m
mięśnie	m ɛ ɲ ɕ ɲ ɛ
przeciążone	p ɕ ɛ t̪ ɕ ɔ ʐ̻ ɔ n̪ ɛ
Żołądź	ʐ̻ ɔ w ɔ ɲ t̪ ɕ
Rzecz	ʐ̻ ɛ t̪ ɕ
psychologowie	p s̪ ɨ x ɔ l̪ ɔ ɡ ɔ v ɛ
komendach	k ɔ m ɛ n̪ d̪ a x
selekcja	s̪ ɛ l̪ ɛ k t̪s̪ j a
wstępna	f s̪ t̪ ɛ m p n̪ a
zwraca	z̪ v r a t̪s̪ a
predyspozycje	p r ɛ d̪ ɨ s̪ p ɔ z̪ ɨ t̪s̪ j ɛ
psycychiczne	p s̪ ɨ t̪s̪ ɨ ɕ i t̪ ɕ n̪ ɛ
wczorajszego	f t̪ ɕ ɔ r a j ɕ ɛ ɡ ɔ
Kremlu	k r ɛ m l̪ u
rosyjskich	r ɔ s̪ ɨ j s̪ k i x
resortów	r ɛ s̪ ɔ r t̪ u f
wewnętrznych	v ɛ v n̪ ɛ n̪ t̪ ɕ n̪ ɨ x
atak	a t̪ a k
efektem	ɛ f ɛ k t̪ ɛ m
spisku	s̪ p i s̪ k u
zaplanowanego	z̪ a p l̪ a n̪ ɔ v a n̪ ɛ ɡ ɔ
zagranicznym	z̪ a ɡ r a ɲ i t̪ ɕ n̪ ɨ m
ośrodku	ɔ ɕ r ɔ t̪ k u
terrorystycznym	t̪ ɛ r ɔ r ɨ s̪ t̪ ɨ t̪ ɕ n̪ ɨ m
przecięli	p ɕ ɛ t̪ ɕ ɛ l̪ i
kobiecie	k ɔ b j ɛ t̪ ɕ ɛ
jelito	j ɛ l̪ i t̪ ɔ
ubiegłego	u b j ɛ ɡ w ɛ ɡ ɔ
schodzę	s̪ x ɔ d̪ ʑ ɛ
Rywalizacja	r ɨ v a l̪ i z̪ a t̪s̪ j a
konkurencji	k ɔ ŋ k u r ɛ n̪ t̪s̪ j i
społecznego	s̪ p ɔ w ɛ t̪ ɕ n̪ ɛ ɡ ɔ
przyjemniej	p ɕ ɨ j ɛ m ɲ ɛ j
palącym	p a l̪ ɔ n̪ t̪s̪ ɨ m
słońcu	s̪ w ɔ ɲ t̪s̪ u
Marcin	m a r t̪ ɕ i n̪
Marszałek	m a r ɕ a w ɛ k
giełdowej	ɡ ɛ w d̪ ɔ v ɛ j
Internet	i n̪ t̪ ɛ r n̪ ɛ t̪
Group	ɡ r ɔ u p
Olaf	ɔ l̪ a f
Gajl	ɡ a j l̪
spółki	s̪ p u w k i
Online	ɔ n̪ l̪ i n̪ ɛ
krytykują	k r ɨ t̪ ɨ k u j ɔ
swoimi	s̪ f ɔ i m i
najbliższymi	n̪ a j b l̪ i ɕ ɕ ɨ m i
współpracownikami	f s̪ p u w p r a t̪s̪ ɔ v ɲ i k a m i
Krzysztofem	k ɕ ɨ ɕ t̪ ɔ f ɛ m
Filipkiem	f i l̪ i p k ɛ m
Genowefą	ɡ ɛ n̪ ɔ v ɛ f ɔ
Wiśniewską	v i ɕ ɲ ɛ f s̪ k ɔ
Tempo	t̪ ɛ m p ɔ
sprawia	s̪ p r a v j a
weryfikację	v ɛ r ɨ f i k a t̪s̪ j ɛ
wrażenia	v r a ʐ̻ ɛ ɲ a
Wyraził	v ɨ r a z̪ i w
skruchę	s̪ k r u x ɛ
przeprosił	p ɕ ɛ p r ɔ ɕ i w
kolegów	k ɔ l̪ ɛ ɡ u f
dostąpił	d̪ ɔ s̪ t̪ ɔ m p i w
miłosierdzia	m i w ɔ ɕ ɛ r d̪ ʑ a
przyjęto	p ɕ ɨ j ɛ n̪ t̪ ɔ
ponownie	p ɔ n̪ ɔ v ɲ ɛ
wejściu	v ɛ j ɕ t̪ ɕ u
zorientowali	z̪ ɔ r j ɛ n̪ t̪ ɔ v a l̪ i
unijne	u ɲ i j n̪ ɛ
zaadaptować	z̪ a a d̪ a p t̪ ɔ v a t̪ ɕ
regulacji	r ɛ ɡ u l̪ a t̪s̪ j i
Kobieta	k ɔ b j ɛ t̪ a
zgodziła	z̪ ɡ ɔ d̪ ʑ i w a
operację	ɔ p ɛ r a t̪s̪ j ɛ
wzór	v z̪ u r
broadwayowski	b r ɔ a d̪ v a j ɔ f s̪ k i
pokazywano	p ɔ k a z̪ ɨ v a n̪ ɔ
sztukę	ɕ t̪ u k ɛ
mieści	m ɛ ɕ t̪ ɕ i
dawnym	d̪ a v n̪ ɨ m
Domu	d̪ ɔ m u
działającej	d̪ ʑ a w a j ɔ n̪ t̪s̪ ɛ j
łożysk	w ɔ ʐ̻ ɨ s̪ k
kulkowych	k u l̪ k ɔ v ɨ x
Pełniąc	p ɛ w ɲ ɔ n̪ t̪s̪
Radiofonii	r a d̪ j ɔ f ɔ ɲ i
Telewizji	t̪ ɛ l̪ ɛ v i z̪ j i
starałem	s̪ t̪ a r a w ɛ m
kompromisu	k ɔ m p r ɔ m i s̪ u
doszukał	d̪ ɔ ɕ u k a w
idących	i d̪ ɔ n̪ t̪s̪ ɨ x
nieokreślonego	ɲ ɛ ɔ k r ɛ ɕ l̪ ɔ n̪ ɛ ɡ ɔ
prasowych	p r a s̪ ɔ v ɨ x
zaatakowali	z̪ a a t̪ a k ɔ v a l̪ i
nocy	n̪ ɔ t̪s̪ ɨ
poczekać	p ɔ t̪ ɕ ɛ k a t̪ ɕ
licząc	l̪ i t̪ ɕ ɔ n̪ t̪s̪
zmęczenie	z̪ m ɛ n̪ t̪ ɕ ɛ ɲ ɛ
osłabienie	ɔ s̪ w a b j ɛ ɲ ɛ
czujności	t̪ ɕ u j n̪ ɔ ɕ t̪ ɕ i
determinacji	d̪ ɛ t̪ ɛ r m i n̪ a t̪s̪ j i
Samodzielnego	s̪ a m ɔ d̪ ʑ ɛ l̪ n̪ ɛ ɡ ɔ
Pododdziału	p ɔ d̪ ɔ d̪ d̪ ʑ a w u
Antyterrorystycznego	a n̪ t̪ ɨ t̪ ɛ r ɔ r ɨ s̪ t̪ ɨ t̪ ɕ n̪ ɛ ɡ ɔ
Małopolskiej	m a w ɔ p ɔ l̪ s̪ k ɛ j
Komendy	k ɔ m ɛ n̪ d̪ ɨ
Policji	p ɔ l̪ i t̪s̪ j i
Związkiem	z̪ v ɔ s̪ k ɛ m
Socjalistycznych	s̪ ɔ t̪s̪ j a l̪ i s̪ t̪ ɨ t̪ ɕ n̪ ɨ x
Republik	r ɛ p u b l̪ i k
Europejskich	ɛ w r ɔ p ɛ j s̪ k i x
ponad	p ɔ n̪ a t̪
Pewnego	p ɛ v n̪ ɛ ɡ ɔ
odmówiłem	ɔ d̪ m u v i w ɛ m
picia	p i t̪ ɕ a
Inny	i n̪ n̪ ɨ
policjant	p ɔ l̪ i t̪s̪ j a n̪ t̪
dodaje	d̪ ɔ d̪ a j ɛ
Spowodowało	s̪ p ɔ v ɔ d̪ ɔ v a w ɔ
boom	b ɔ ɔ m
indywidualny	i n̪ d̪ ɨ v i d̪ u a l̪ n̪ ɨ
import	i m p ɔ r t̪
starych	s̪ t̪ a r ɨ x
tanich	t̪ a ɲ i x
niezależnie	ɲ ɛ z̪ a l̪ ɛ ʐ̻ ɲ ɛ
wyda	v ɨ d̪ a
zniesiono	z̪ ɲ ɛ ɕ ɔ n̪ ɔ
moratorium	m ɔ r a t̪ ɔ r j u m
wykonywanie	v ɨ k ɔ n̪ ɨ v a ɲ ɛ
Bezskutecznie	b ɛ s̪ s̪ k u t̪ ɛ t̪ ɕ ɲ ɛ
intuicjonistą	i n̪ t̪ u i t̪s̪ j ɔ ɲ i s̪ t̪ ɔ
poprawia	p ɔ p r a v j a
zrobi	z̪ r ɔ b i
odkłada	ɔ t̪ k w a d̪ a
Autopromocja	a w t̪ ɔ p r ɔ m ɔ t̪s̪ j a
autoprezentacja	a w t̪ ɔ p r ɛ z̪ ɛ n̪ t̪ a t̪s̪ j a
kreacja	k r ɛ a t̪s̪ j a
wizerunku	v i z̪ ɛ r u ŋ k u
pojęcia	p ɔ j ɛ ɲ t̪ ɕ a
stałe	s̪ t̪ a w ɛ
wpisały	f p i s̪ a w ɨ
słownika	s̪ w ɔ v ɲ i k a
współczesnej	f s̪ p u w t̪ ɕ ɛ s̪ n̪ ɛ j
polszczyzny	p ɔ l̪ ɕ t̪ ɕ ɨ z̪ n̪ ɨ
Wszak	f ɕ a k
raftingu	r a f t̪ i ŋ ɡ u
Holandii	x ɔ l̪ a n̪ d̪ j i
Lofer	l̪ ɔ f ɛ r
rzeką	ʐ̻ ɛ k ɔ
Saalach	s̪ a a l̪ a x
integracja	i n̪ t̪ ɛ ɡ r a t̪s̪ j a
wspólnotami	f s̪ p u l̪ n̪ ɔ t̪ a m i
europejskimi	ɛ w r ɔ p ɛ j s̪ k i m i
sektorowi	s̪ ɛ k t̪ ɔ r ɔ v i
MSP	ɛ m ɛ s̪ p ɛ
strat	s̪ t̪ r a t̪
pożytku	p ɔ ʐ̻ ɨ t̪ k u
bezradni	b ɛ z̪ r a d̪ ɲ i
zrozumiałe	z̪ r ɔ z̪ u m j a w ɛ
roszczenia	r ɔ ɕ t̪ ɕ ɛ ɲ a
Europejczyk	ɛ w r ɔ p ɛ j t̪ ɕ ɨ k
dużej	d̪ u ʐ̻ ɛ j
dorobkowi	d̪ ɔ r ɔ p k ɔ v i
Cała	t̪s̪ a w a
powstania	p ɔ f s̪ t̪ a ɲ a
otwarcia	ɔ t̪ f a r s̪ i j a
rytuały	r ɨ t̪ u a w ɨ
odprawiono	ɔ t̪ p r a v ɔ n̪ ɔ
obchody	ɔ p x ɔ d̪ ɨ
zmuszanie	z̪ m u ɕ a ɲ ɛ
pokazać	p ɔ k a z̪ a t̪ ɕ
panem	p a n̪ ɛ m
Owe	ɔ v ɛ
łączące	w ɔ n̪ t̪ ɕ ɔ n̪ t̪s̪ ɛ
lewą	l̪ ɛ v ɔ
prawą	p r a v ɔ
burtę	b u r t̪ ɛ
wyglądają	v ɨ ɡ l̪ ɔ n̪ d̪ a j ɔ
ławki	w a f k i
łodzi	w ɔ d̪ ʑ i
pełnią	p ɛ w ɲ ɔ
stabilizatora	s̪ t̪ a b i l̪ i z̪ a t̪ ɔ r a
pontonu	p ɔ n̪ t̪ ɔ n̪ u
uchwytu	u x f ɨ t̪ u
nóg	n̪ u k
mieszanina	m ɛ ɕ a ɲ i n̪ a
gruncie	ɡ r u ɲ t̪ ɕ ɛ
obowiązującą	ɔ b ɔ v ɔ z̪ u j ɔ n̪ t̪s̪ ɔ
ideologię	i d̪ ɛ ɔ l̪ ɔ ɡ j ɛ
mianem	m a n̪ ɛ m
mutacji	m u t̪ a t̪s̪ j i
marksizmu	m a r k ɕ i z̪ m u
Najważniejszy	n̪ a j v a ʐ̻ ɲ ɛ j ɕ ɨ
element	ɛ l̪ ɛ m ɛ n̪ t̪
kampanii	k a m p a ɲ i
przedreferendalnej	p ɕ ɛ d̪ r ɛ f ɛ r ɛ n̪ d̪ a l̪ n̪ ɛ j
gmina	ɡ m i n̪ a
ruszył	r u ɕ ɨ w
początkiem	p ɔ t̪ ɕ ɔ n̪ t̪ k ɛ m
