Word	IPA transcription
otvorena	o t̪ v o r e n aː
vatra	v a t̪ r aː
sjedišta	s j e d̪ i ʃ t̪ aː
Svečana	s v e t̪ ʃ aː n aː
sveta	s v e t̪ aː
liturgija	l i t̪ u r ɡ i j aː
došli	d̪ o ʃ l i
naglasimo	n a ɡ l aː s i m o
raspologanju	r a s p o l o ɡ aː ɲ u
funkcionira	f u ŋ k t̪ s i o n i r aː
podijeljenosti	p o d̪ i j e ʎ e n o s t̪ i
njoj	ɲ o j
Armija	a r m i j aː
oslobodila	o s l o b o d̪ i l aː
318	t̪ r i s t̪ o o s aː m n a i s t̪
zadržala	z a d̪ r ʒ aː l aː
zatočenistvu	z a t̪ o t̪ ʃ e n i s t̪ v u
puštanju	p u ʃ t̪ aː ɲ u
talijansko-hrvatske	t̪ a l i j aː n s k o x r v a t̪ s k e
komisije	k o m i s i j e
dovršenom	d̪ o v r ʃ e n o m
pripremljen	p r i p r e m ʎ e n
ugovor	u ɡ o v o r
iznešena	i z n e ʃ e n aː
mišljenja	m i ʃ ʎ e ɲ aː
pravno-imovinskih	p r a v n o i m o v i n s k i h
ostalima	o s t̪ aː l i m aː
Hidajet	x i d̪ a j e t̪
pomoćnica	p o m o t̪ ɕ n i t̪ s aː
Spomenka	s p o m e ŋ k aː
Ček	t̪ ʃ e k
biće	b i t̪ ɕ e
Joulwan	j o u l v aː n
nikako	n i k aː k o
opasnost-	o p aː s n o s t̪
sistoka-	s i s t̪ o k aː
opasnosti	o p aː s n o s t̪ i
istoka	i s t̪ o k aː
novoj	n o v o j
švicarske	ʃ v i t̪ s a r s k e
dosadašnjoj	d̪ o s aː d̪ aː ʃ ɲ o j
Senzoncionalna	s e n z o n t̪ s i o n aː l n aː
vijest	v i j e s t̪
postojanju	p o s t̪ o j aː ɲ u
potresla	p o t̪ r e s l aː
Novi	n o v i
čelnik	t̪ ʃ e l n i k
jaki	j a k i
moćne	m o t̪ ɕ n e
provesti	p r o v e s t̪ i
najkraćem	n a j k r aː t̪ ɕ e m
mogućem	m o ɡ u t̪ ɕ e m
Jedan	j e d̪ aː n
rezerviran	r e z e r v i r aː n
međuparlamentarnu	m e d̪ ʑ u p a r l aː m e n t̪ a r n u
Novoimenovana	n o v o i m e n o v aː n aː
gradonačelnica	ɡ r a d̪ o n aː t̪ ʃ e l n i t̪ s aː
županica	ʒ u p aː n i t̪ s aː
gospođa	ɡ o s p o d̪ ʑ aː
sinoćnjoj	s i n o t̪ ɕ ɲ o j
boljitak	b o ʎ i t̪ aː k
poglavarstvo	p o ɡ l aː v a r s t̪ v o
pravu	p r a v u
Dok	d̪ o k
sjeverozapadnoj	s j e v e r o z aː p aː d̪ n o j
sveopćoj	s v e o p t̪ ɕ o j
stečajevima	s t̪ e t̪ ʃ a j e v i m aː
koliko-toliko	k o l i k o t̪ o l i k o
apsorbira	a p s o r b i r aː
ostvarivanjem	o s t̪ v a r i v aː ɲ e m
investicijski	i n v e s t̪ i t̪ s i j s k i
val	v a l
punoma	p u n o m aː
zamahu	z a m aː h u
jugu	j u ɡ u
dapače	d̪ a p aː t̪ ʃ e
granici	ɡ r a n i t̪ s i
katastrofe	k a t̪ aː s t̪ r o f e
iz-	i z
izravan	i z r aː v aː n
posljedak	p o s ʎ e d̪ aː k
višegodišnje	v i ʃ e ɡ o d̪ i ʃ ɲ e
izoliranosti	i z o l i r aː n o s t̪ i
ostaloga	o s t̪ aː l o ɡ aː
nepovoljne	n e p o v o ʎ n e
strukture	s t̪ r u k t̪ u r e
kapitalno	k a p i t̪ aː l n o
intenzivnu	i n t̪ e n z i v n u
brodogradnju	b r o d̪ o ɡ r aː d̪ ɲ u
doživljava	d̪ o ʒ i v l j aː v aː
recesiju	r e t̪ s e s i j u
dalmatinska	d̪ a l m aː t̪ i n s k aː
industrija	i n d̪ u s t̪ r i j aː
proizvodila	p r o i z v o d̪ i l aː
istočna	i s t̪ o t̪ ʃ n aː
tržišta	t̪ r ʒ i ʃ t̪ aː
netržišnim	n e t̪ r ʒ i ʃ n i m
izostanjka	i z o s t̪ aː ɲ k aː
priljeva	p r i ʎ e v aː
sezona	s e z o n aː
Međutim	m e d̪ ʑ u t̪ i m
donošenjem	d̪ o n o ʃ e ɲ e m
direktnog	d̪ i r e k t̪ n o ɡ
uticaja	u t̪ i t̪ s a j aː
američkom	a m e r i t̪ ʃ k o m
udruženju	u d̪ r u ʒ e ɲ u
REFREE	r e f r e e
navodno	n a v o d̪ n o
zlostavljanje	z l o s t̪ aː v l j aː ɲ e
čest	t̪ ʃ e s t̪
argumenat	a r ɡ u m e n aː t̪
utvrđivanja	u t̪ v r d̪ ʑ i v aː ɲ aː
krivice	k r i v i t̪ s e
brakova-	b r a k o v aː
brakorazvrodne	b r a k o r aː z v r o d̪ n e
parnice	p a r n i t̪ s e
naglašena	n a ɡ l aː ʃ e n aː
privrženost	p r i v r ʒ e n o s t̪
dal-	d̪ a l
daltonskim	d̪ a l t̪ o n s k i m
činjenici	t̪ ʃ i ɲ e n i t̪ s i
IFOR	i f o r
Vojnici	v o j n i t̪ s i
našli	n a ʃ l i
pješačkom	p j e ʃ aː t̪ ʃ k o m
različitim	r a z l i t̪ ʃ i t̪ i m
dijelovima	d̪ i j e l o v i m aː
slučaju	s l u t̪ ʃ a j u
težih	t̪ e ʒ i h
posljedica	p o s ʎ e d̪ i t̪ s aː
potpukovnik	p o t̪ p u k o v n i k
Marc	m a r t̪ s
daljnjim	d̪ a ʎ ɲ i m
osnaživanjem	o s n aː ʒ i v aː ɲ e m
tržišnog	t̪ r ʒ i ʃ n o ɡ
Sutra	s u t̪ r aː
počinje	p o t̪ ʃ i ɲ e
aktualnim	a k t̪ u aː l n i m
satom	s a t̪ o m
govoreći	ɡ o v o r e t̪ ɕ i
dnevnog	d̪ n e v n o ɡ
reda	r e d̪ aː
Prijedloga	p r i j e d̪ l o ɡ aː
istražnim	i s t̪ r aː ʒ n i m
povjerenstvima	p o v j e r e n s t̪ v i m aː
Stupanj	s t̪ u p aː ɲ
Borova	b o r o v aː
Vuteksu	v u t̪ e k s u
godišnjem	ɡ o d̪ i ʃ ɲ e m
odmoru	o d̪ m o r u
izrazivši	i z r aː z i f ʃ i
nastavkom	n a s t̪ aː f k o m
dijaloga	d̪ i j aː l o ɡ aː
stranih	s t̪ r a n i h
ulagača	u l aː ɡ aː t̪ ʃ aː
ostvariti	o s t̪ v a r i t̪ i
konkretni	k o ŋ k r e t̪ n i
programi	p r o ɡ r aː m i
poduzeću	p o d̪ u z e t̪ ɕ u
reformi	r e f o r m i
poboljšanju	p o b o ʎ ʃ aː ɲ u
učinkovitosti	u t̪ ʃ i ŋ k o v i t̪ o s t̪ i
najznačajnije	n a j z n aː t̪ ʃ a j n i j e
specijalizirane	s p e t̪ s i j aː l i z i r aː n e
Nepoznato	n e p o z n aː t̪ o
internacionalnog	i n t̪ e r n aː t̪ s i o n aː l n o ɡ
časopisa	t̪ ʃ a s o p i s aː
publici	p u b l i t̪ s i
postsocijalističkim	p o s t̪ s o t̪ s i j aː l i s t̪ i t̪ ʃ k i m
Moskvi	m o s k v i
Novak	n o v aː k
protivi	p r o t̪ i v i
ustupcima	u s t̪ u p t̪ s i m aː
prepliću	p r e p l i t̪ ɕ u
politika	p o l i t̪ i k aː
vidljivo	v i d̪ ʎ i v o
otvaranju	o t̪ v a r aː ɲ u
govorilo	ɡ o v o r i l o
Nakladnici	n a k l aː d̪ n i t̪ s i
knjige	k ɲ i ɡ e
osječke	o s j e t̪ ʃ k e
žrtava	ʒ r t̪ a v aː
objavljivanje	o b j aː v l j i v aː ɲ e
poginuli	p o ɡ i n u l i
pomogli	p o m o ɡ l i
ža-	ʒ a
Osječko-baranjska	o s j e t̪ ʃ k o b a r aː ɲ s k aː
županija	ʒ u p aː n i j aː
riječkoga	r i j e t̪ ʃ k o ɡ aː
Gradskog	ɡ r a t̪ s k o ɡ
vijeća	v i j e t̪ ɕ aː
Teodor	t̪ e o d̪ o r
Antić	a n t̪ i t̪ ɕ
dopredsjednikom	d̪ o p r e t̪ s j e d̪ n i k o m
najvišega	n a j v i ʃ e ɡ aː
zakonodavnog	z a k o n o d̪ aː v n o ɡ
Peking	p e k i ŋ ɡ
Stalnog	s t̪ a l n o ɡ
komiteta	k o m i t̪ e t̪ aː
Narodnog	n a r o d̪ n o ɡ
Tao	t̪ a o
Xipingom	k s i p i ŋ ɡ o m
izaslanstvom	i z aː s l aː n s t̪ v o m
županom	ʒ u p aː n o m
Osuštom	o s u ʃ t̪ o m
okupiranog	o k u p i r aː n o ɡ
tamošnjeg	t̪ a m o ʃ ɲ e ɡ
useljeništva	u s e ʎ e n i ʃ t̪ v aː
Marijan	m a r i j aː n
Petrović	p e t̪ r o v i t̪ ɕ
vel-	v e l
Petra	p e t̪ r aː
Sarčevića	s a r t̪ ʃ e v i t̪ ɕ aː
Argentini	a r ɡ e n t̪ i n i
Nedu	n e d̪ u
Rosandić-Sarić	r o s aː n d̪ i t̪ ɕ s a r i t̪ ɕ
Oni	o n i
Pavlovićem	p a v l o v i t̪ ɕ e m
njegovim	ɲ e ɡ o v i m
uspješnoj	u s p j e ʃ n o j
poslovnoj	p o s l o v n o j
t-	t̪ i
Uredba	u r e d̪ b aː
načelno	n a t̪ ʃ e l n o
prihvaćena	p r i h v aː t̪ ɕ e n aː
konačni	k o n aː t̪ ʃ n i
tekst	t̪ e k s t̪
sporne	s p o r n e
utvrditi	u t̪ v r d̪ i t̪ i
užeg	u ʒ e ɡ
kabineta	k a b i n e t̪ aː
Ovdje	o v d̪ j e
dogoditi	d̪ o ɡ o d̪ i t̪ i
nesreće	n e s r e t̪ ɕ e
ako	a k o
ono	o n o
Brajković	b r a j k o v i t̪ ɕ
mostarski	m o s t̪ a r s k i
radio	r a d̪ i o
emitira	e m i t̪ i r aː
zapadnome	z a p aː d̪ n o m e
jučernje	j u t̪ ʃ e r ɲ e
njemačkog	ɲ e m aː t̪ ʃ k o ɡ
Klausa	k l a u s aː
Kinkela	k i ŋ k e l aː
bošnjačko-muslimanskog	b o ʃ ɲ aː t̪ ʃ k o m u s l i m aː n s k o ɡ
aktualnog	a k t̪ u aː l n o ɡ
sata	s a t̪ aː
civila	t̪ s i v i l aː
financiranja	f i n aː n t̪ s i r aː ɲ aː
hoće	x o t̪ ɕ e
proračun	p r o r aː t̪ ʃ u n
iduću	i d̪ u t̪ ɕ u
manji	m a ɲ i
ovogodišnjeg	o v o ɡ o d̪ i ʃ ɲ e ɡ
ovisi	o v i s i
Glinski	ɡ l i n s k i
gradonačelnik	ɡ r a d̪ o n aː t̪ ʃ e l n i k
Sremić	s r e m i t̪ ɕ
Glini	ɡ l i n i
prigodo-	p r i ɡ o d̪ o
prigodnom-	p r i ɡ o d̪ n o m
svečanom-	s v e t̪ ʃ aː n o m
svečanog	s v e t̪ ʃ aː n o ɡ
obilježavanja	o b i ʎ e ʒ aː v aː ɲ aː
260.-e	d̪ v j e s t̪ o ʃ e z d̪ e s e t̪ e
obljetnice	o b ʎ e t̪ n i t̪ s e
sabora	s a b o r aː
glinskoj	ɡ l i n s k o j
tvrđavi	t̪ v r d̪ ʑ a v i
likovnu	l i k o v n u
koloniju	k o l o n i j u
okuplja	o k u p ʎ aː
kipara	k i p a r aː
predviđanjima	p r e d̪ v i d̪ ʑ aː ɲ i m aː
zadarskih	z a d̪ a r s k i h
djelatnika	d̪ j e l aː t̪ n i k aː
idućem	i d̪ u t̪ ɕ e m
hotelski	x o t̪ e l s k i
utorka	u t̪ o r k aː
daytonskim	d̪ a j t̪ o n s k i m
ušao	u ʃ aː o
ujedinjeni	u j e d̪ i ɲ e n i
Nuli	n u l i
Turbeta	t̪ u r b e t̪ aː
općina	o p t̪ ɕ i n aː
Travnik	t̪ r a v n i k
21	d̪ v a d̪ e s e t̪ j e d̪ aː n
30	t̪ r i d̪ e s e t̪
svojoj	s v o j o j
obiteljskoj	o b i t̪ e ʎ s k o j
kući	k u t̪ ɕ i
ubijena	u b i j e n aː
dvojica	d̪ v o j i t̪ s aː
povratnici	p o v r aː t̪ n i t̪ s i
Pero	p e r o
Luka	l u k aː
Jezerčić	j e z e r t̪ ʃ i t̪ ɕ
Posebno	p o s e b n o
napretku	n a p r e t̪ k u
ostvarenom	o s t̪ v a r e n o m
posjetom	p o s j e t̪ o m
voditi	v o d̪ i t̪ i
pozitivnog	p o z i t̪ i v n o ɡ
konačnici	k o n aː t̪ ʃ n i t̪ s i
normalizacije	n o r m aː l i z aː t̪ s i j e
posebni	p o s e b n i
morat	m o r aː t̪
ponudit	p o n u d̪ i t̪
ozbiljniji	o z b i ʎ n i j i
kokretniji	k o k r e t̪ n i j i
agresivniji	a ɡ r e s i v n i j i
koncept	k o n t̪ s e p t̪
oživljavanja	o ʒ i v l j aː v aː ɲ aː
onoga	o n o ɡ aː
pokušao	p o k u ʃ aː o
primjenjivati	p r i m j e ɲ i v aː t̪ i
proteklih	p r o t̪ e k l i h
pola	p o l aː
žalost	ʒ a l o s t̪
znatnije	z n a t̪ n i j e
Krpina	k r p i n aː
obilasku	o b i l aː s k u
gradilišta	ɡ r a d̪ i l i ʃ t̪ aː
Kijevo	k i j e v o
izvođača	i z v o d̪ ʑ aː t̪ ʃ aː
obnavlja	o b n aː v l j aː
378	t̪ r i s t̪ o s e d̪ aː m d̪ e s e t̪ o s aː m
obiteljskih	o b i t̪ e ʎ s k i h
uključenih	u k ʎ u t̪ ʃ e n i h
Nacionalna	n a t̪ s i o n aː l n aː
garda	ɡ a r d̪ aː
Državnog	d̪ r ʒ a v n o ɡ
partnerskog	p a r t̪ n e r s k o ɡ
Europskog	e u r o p s k o ɡ
zapovjedništva	z a p o v j e d̪ n i ʃ t̪ v aː
partnerski	p a r t̪ n e r s k i
odnos	o d̪ n o s
Republikom	r e p u b l i k o m
du-	d̪ u
diplomatskih	d̪ i p l o m aː t̪ s k i h
Izraelom	i z r aː e l o m
iminis-	i m i n i s
Trkanjac	t̪ r k a ɲ aː t̪ s
d-	d̪ i
financija	f i n aː n t̪ s i j aː
Branko	b r a ŋ k o
Štulić	ʃ t̪ u l i t̪ ɕ
stranka	s t̪ r a ŋ k aː
ja-	j a
ignorirana	i ɡ n o r i r aː n aː
ultimativima	u l t̪ i m aː t̪ i v i m aː
traženjem	t̪ r a ʒ e ɲ e m
nastupi	n a s t̪ u p i
jučerašnje	j u t̪ ʃ e r aː ʃ ɲ e
razrješenju	r a z r j e ʃ e ɲ u
umirovljenja	u m i r o v l j e ɲ aː
pokrajinske	p o k r a j i n s k e
ured	u r e d̪
promicati	p r o m i t̪ s aː t̪ i
Predsjednica	p r e t̪ s j e d̪ n i t̪ s aː
profesorica	p r o f e s o r i t̪ s aː
Katica	k a t̪ i t̪ s aː
Ivanišević	i v aː n i ʃ e v i t̪ ɕ
sazvala	s a z v aː l aː
30.-u	t̪ r i d̪ e s e t̪ u
sjednicu	s j e d̪ n i t̪ s u
16.-og	ʃ e s n a i s t̪ o ɡ
čvrstu	t̪ ʃ v r s t̪ u
predanost	p r e d̪ aː n o s t̪
provođenju	p r o v o d̪ ʑ e ɲ u
njeno	ɲ e n o
povezivanje	p o v e z i v aː ɲ e
ocijeniti	o t̪ s i j e n i t̪ i
uspješnim	u s p j e ʃ n i m
poticati	p o t̪ i t̪ s aː t̪ i
pune	p u n e
nastalim	n a s t̪ aː l i m
normaliziranje	n o r m aː l i z i r aː ɲ e
sudovi	s u d̪ o v i
Ličko-senjskoj	l i t̪ ʃ k o s e ɲ s k o j
županiji	ʒ u p aː n i j i
potrebnim	p o t̪ r e b n i m
brojem	b r o j e m
sudaca	s u d̪ aː t̪ s aː
otežava	o t̪ e ʒ aː v aː
djelotvornost	d̪ j e l o t̪ v o r n o s t̪
obradi	o b r aː d̪ i
sudskih	s u t̪ s k i h
predmeta	p r e d̪ m e t̪ aː
stvore	s t̪ v o r e
prim-	p r i m
primjereni	p r i m j e r e n i
odlazili	o d̪ l aː z i l i
Veleposlanica	v e l e p o s l aː n i t̪ s aː
Madeleine	m a d̪ e l e i n e
pratnji	p r a t̪ ɲ i
Petera	p e t̪ e r aː
Galbraitha	ɡ a l b r aː i t̪ h aː
prelaznog	p r e l aː z n o ɡ
boravi	b o r aː v i
zaposjednutog	z a p o s j e d̪ n u t̪ o ɡ
Odakle	o d̪ aː k l e
toliki	t̪ o l i k i
porezni	p o r e z n i
utržak	u t̪ r ʒ aː k
porezne	p o r e z n e
međuvremenu	m e d̪ ʑ u v r e m e n u
smanjene	s m a ɲ e n e
aktivnost	a k t̪ i v n o s t̪
jedva	j e d̪ v aː
pokazuje	p o k aː z u j e
znake	z n a k e
Stanar	s t̪ a n a r
palače	p a l aː t̪ ʃ e
Monoela	m o n o e l aː
četr-	t̪ ʃ e t̪ r
četrdesetogodišnji	t̪ ʃ e t̪ r d̪ e s e t̪ o ɡ o d̪ i ʃ ɲ i
posjetit	p o s j e t̪ i t̪
jesenas	j e s e n aː s
objavljuje	o b j aː v l j u j e
El	e l
Pais	p a i s
poslijepodnevom	p o s l i j e p o d̪ n e v o m
izvješća	i z v j e ʃ t̪ ɕ aː
Izraženo	i z r aː ʒ e n o
obostrano	o b o s t̪ r aː n o
konkretnih	k o ŋ k r e t̪ n i h
poduzeo	p o d̪ u z e o
suglasnost	s u ɡ l aː s n o s t̪
potrebi	p o t̪ r e b i
brže	b r ʒ e
izbjegao	i z b j e ɡ aː o
pokušaj	p o k u ʃ a j
odgađanja	o d̪ ɡ aː d̪ ʑ aː ɲ aː
povreda	p o v r e d̪ aː
proizilaze	p r o i z i l aː z e
odredba	o d̪ r e d̪ b aː
suspenziji	s u s p e n z i j i
sankcija	s a ŋ k t̪ s i j aː
odštete	o t̪ ʃ t̪ e t̪ e
daytonski	d̪ a j t̪ o n s k i
kontinuirani	k o n t̪ i n u i r aː n i
etničkog	e t̪ n i t̪ ʃ k o ɡ
State	s t̪ a t̪ e
Departmenta	d̪ e p a r t̪ m e n t̪ aː
zabilježeni	z a b i ʎ e ʒ e n i
uspjesi	u s p j e s i
prisjećanja	p r i s j e t̪ ɕ aː ɲ aː
uživanje	u ʒ i v aː ɲ e
vole	v o l e
prirodu	p r i r o d̪ u
Vrijeme	v r i j e m e
poduzetničke	p o d̪ u z e t̪ n i t̪ ʃ k e
naših	n a ʃ i h
usmjerena	u s m j e r e n aː
poduzeštništva	p o d̪ u z e ʃ t̪ n i ʃ t̪ v aː
predstavljanju	p r e t̪ s t̪ aː v l j aː ɲ u
publikacije	p u b l i k aː t̪ s i j e
Vodič	v o d̪ i t̪ ʃ
poduzetnike	p o d̪ u z e t̪ n i k e
komori	k o m o r i
golema	ɡ o l e m aː
Mislite	m i s l i t̪ e
povoljni	p o v o ʎ n i
Vukovarsko-srijemskoj	v u k o v a r s k o s r i j e m s k o j
UNTAES-om	u n t̪ aː e s o m
organizovano	o r ɡ aː n i z o v aː n o
pedesetak	p e d̪ e s e t̪ aː k
prognaničkih	p r o ɡ n aː n i t̪ ʃ k i h
Drmić	d̪ r m i t̪ ɕ
135000	s t̪ o t̪ r i d̪ e s e t̪ p e t̪ t̪ i s u t̪ ɕ aː
jedinica	j e d̪ i n i t̪ s aː
oštećeno	o ʃ t̪ e t̪ ɕ e n o
šestog	ʃ e s t̪ o ɡ
stupnja	s t̪ u p ɲ aː
Raspravi	r a s p r aː v i
Granićevoj	ɡ r a n i t̪ ɕ e v o j
ostavci	o s t̪ aː f t̪ s i
Klub	k l u b
izjasnio	i z j aː s n i o
objasnio	o b j aː s n i o
Brolić	b r o l i t̪ ɕ
Osim	o s i m
darovanja	d̪ a r o v aː ɲ aː
razvojačeni	r a z v o j aː t̪ ʃ e n i
branitelji	b r a n i t̪ e ʎ i
prednost	p r e d̪ n o s t̪
dodjeli	d̪ o d̪ j e l i
oblicima	o b l i t̪ s i m aː
raspolaganja	r a s p o l aː ɡ aː ɲ aː
Proračun	p r o r aː t̪ ʃ u n
funkciji	f u ŋ k t̪ s i j i
rasta	r a s t̪ aː
uništenom	u n i ʃ t̪ e n o m
infrasturom	i n f r aː s t̪ u r o m
in-	i n
infrastrukturom	i n f r aː s t̪ r u k t̪ u r o m
obr-	o b r
Generalni	ɡ e n e r aː l n i
Ine	i n e
posljednje	p o s ʎ e d̪ ɲ e
pojeftinili	p o j e f t̪ i n i l i
derivati	d̪ e r i v aː t̪ i
došlo	d̪ o ʃ l o
poskupljenja	p o s k u p ʎ e ɲ aː
nafte	n a f t̪ e
mijenjale	m i j e ɲ aː l e
Predajući	p r e d̪ a j u t̪ ɕ i
vjerodajnice	v j e r o d̪ a j n i t̪ s e
novoimenovana	n o v o i m e n o v aː n aː
veleposlanica	v e l e p o s l aː n i t̪ s aː
prenijela	p r e n i j e l aː
najsrdačnije	n a j s r d̪ aː t̪ ʃ n i j e
pozdrave	p o z d̪ r aː v e
ganskog	ɡ a n s k o ɡ
Rawlingsa	r a v l i ŋ k s aː
Tursko	t̪ u r s k o
Kladuši	k l a d̪ u ʃ i
izviješćeno	i z v i j e ʃ t̪ ɕ e n o
dosadašnjim	d̪ o s aː d̪ aː ʃ ɲ i m
sigurnim	s i ɡ u r n i m
Cazinu	t̪ s a z i n u
mađarske	m a d̪ ʑ a r s k e
Županije	ʒ u p aː n i j e
Somad	s o m aː d̪
Fonda	f o n d̪ aː
Kopsarevu	k o p s a r e v u
6.-i	ʃ e s t̪ i
Međunarodni	m e d̪ ʑ u n a r o d̪ n i
sajam	s a j aː m
znaku	z n a k u
nastupa	n a s t̪ u p aː
oživotvorenju	o ʒ i v o t̪ v o r e ɲ u
uspješna	u s p j e ʃ n aː
posrednikom	p o s r e d̪ n i k o m
Schwarz-Schillingom	s t̪ s h v a r s s t̪ s h i l l i ŋ ɡ o m
daje	d̪ a j e
preteći	p r e t̪ e t̪ ɕ i
postignutim	p o s t̪ i ɡ n u t̪ i m
dogovorima	d̪ o ɡ o v o r i m aː
ugledu	u ɡ l e d̪ u
norveški	n o r v e ʃ k i
Partizanski	p a r t̪ i z aː n s k i
Drugog	d̪ r u ɡ o ɡ
svjetskog	s v j e t̪ s k o ɡ
internirani	i n t̪ e r n i r aː n i
logorima	l o ɡ o r i m aː
Policijske	p o l i t̪ s i j s k e
postaje	p o s t̪ a j e
Bilandžija	b i l aː n d̠ʒ i j aː
demantirao	d̪ e m aː n t̪ i r aː o
izjave	i z j aː v e
mine	m i n e
kojih	k o j i h
Bošnjaka	b o ʃ ɲ aː k aː
ozlijeđena	o z l i j e d̪ ʑ e n aː
naknadno	n a k n aː d̪ n o
Kakve	k a k v e
korake	k o r aː k e
trebamo	t̪ r e b aː m o
bismo	b i s m o
uspostavljali	u s p o s t̪ aː v l j aː l i
ljeto	ʎ e t̪ o
čvrsta	t̪ ʃ v r s t̪ a
naš	n a ʃ
dođe	d̪ o d̪ ʑ e
upozorile	u p o z o r i l e
vukovarske	v u k o v a r s k e
Barggesen	b a r ɡ ɡ e s e n
danskoj	d̪ a n s k o j
vojsci	v o j s t̪ s i
obavještajac	o b aː v j e ʃ t̪ a j aː t̪ s
analizi	a n aː l i z i
bivšeg	b i f ʃ e ɡ
sovjetskog	s o v j e t̪ s k o ɡ
bloka	b l o k aː
nastavit	n a s t̪ aː v i t̪
izlaganje	i z l aː ɡ aː ɲ e
Završetak	z a v r ʃ e t̪ aː k
radova	r a d̪ o v aː
dužnosnici	d̪ u ʒ n o s n i t̪ s i
bošnjačke	b o ʃ ɲ aː t̪ ʃ k e
izravnom	i z r aː v n o m
dijalogu	d̪ i j aː l o ɡ u
započnu	z a p o t̪ ʃ n u
rješavati	r j e ʃ aː v aː t̪ i
Drugo	d̪ r u ɡ o
oblika	o b l i k aː
eksploatacije	e k s p l o aː t̪ aː t̪ s i j e
nehumanog	n e h u m aː n o ɡ
ponižavajućeg	p o n i ʒ aː v a j u t̪ ɕ e ɡ
djetetom	d̪ j e t̪ e t̪ o m
slučajevima	s l u t̪ ʃ a j e v i m aː
izvanrednih	i z v aː n r e d̪ n i h
okolnosti	o k o l n o s t̪ i
sukoba	s u k o b aː
usamljen	u s aː m ʎ e n
takvu	t̪ a k v u
pisanju	p i s aː ɲ u
zoni	z o n i
odgovornosti	o d̪ ɡ o v o r n o s t̪ i
sektoru	s e k t̪ o r u
Jugoistok	j u ɡ o i s t̪ o k
preostalo	p r e o s t̪ aː l o
uklonjeno	u k l o ɲ e n o
dodano	d̪ o d̪ aː n o
Razmještaj	r a z m j e ʃ t̪ a j
razoružanje	r a z o r u ʒ aː ɲ e
prvoga	p r v o ɡ aː
upitno	u p i t̪ n o
ići	i t̪ ɕ i
oružjem	o r u ʒ j e m
Županijski	ʒ u p aː n i j s k i
opširne	o p ʃ i r n e
rasprave	r a s p r aː v e
Konačni	k o n aː t̪ ʃ n i
analizama	a n aː l i z aː m aː
prosječna	p r o s j e t̪ ʃ n aː
neto	n e t̪ o
plaća	p l a t̪ ɕ aː
doživjela	d̪ o ʒ i v j e l aː
intenzivniji	i n t̪ e n z i v n i j i
pad	p a d̪
36	t̪ r i d̪ e s e t̪ ʃ e s t̪
postotnih	p o s t̪ o t̪ n i h
bodova	b o d̪ o v aː
proizvodnosti	p r o i z v o d̪ n o s t̪ i
uzima	u z i m aː
troši	t̪ r o ʃ i
preraspodjeljuje	p r e r aː s p o d̪ j e ʎ u j e
tradicionalnih	t̪ r a d̪ i t̪ s i o n aː l n i h
brodogradnje	b r o d̪ o ɡ r aː d̪ ɲ e
1959.-e	t̪ i s u t̪ ɕ u d̪ e v e t̪ s t̪ o p e d̪ e s e d̪ d̪ e v e t̪ e
1992.-e	t̪ i s u t̪ ɕ u d̪ e v e t̪ s t̪ o d̪ e v e d̪ e s e d̪ d̪ v a e
Ovih	o v i h
ciklus	t̪ s i k l u s
Sprečva	s p r e t̪ ʃ v aː
Šćirbej	ʃ t̪ ɕ i r b e j
reka-	r e k aː
bosanska	b o s aː n s k aː
takvo	t̪ a k v o
zatvorenika	z a t̪ v o r e n i k aː
spomenuo	s p o m e n u o
osloboditi	o s l o b o d̪ i t̪ i
Bošnjake	b o ʃ ɲ aː k e
izbori	i z b o r i
savršeni	s a v r ʃ e n i
putu	p u t̪ u
obnja-	o b ɲ aː
obnavljanja	o b n aː v l j aː ɲ aː
socijalnog	s o t̪ s i j aː l n o ɡ
Mosta-	m o s t̪ aː
EU-a	e u a
ena	e n aː
Richard	r i t̪ s h a r d̪
Perez	p e r e z
or-	o r
organizaciju	o r ɡ aː n i z aː t̪ s i j u
ceh	t̪ s e h
teži	t̪ e ʒ i
Novina	n o v i n aː
uključuju	u k ʎ u t̪ ʃ u j u
protjerane	p r o t̪ j e r aː n e
izvan	i z v aː n
federacije	f e d̪ e r aː t̪ s i j e
Nijemci	n i j e m t̪ s i
pomažu	p o m aː ʒ u
civilnom	t̪ s i v i l n o m
gasiti	ɡ a s i t̪ i
požar	p o ʒ a r
stožer	s t̪ o ʒ e r
Sastanak	s a s t̪ aː n aː k
usmjeren	u s m j e r e n
savezu	s a v e z u
Uloga	u l o ɡ aː
nadzor	n a d̪ ʑ o r
kritika	k r i t̪ i k aː
alternativa	a l t̪ e r n aː t̪ i v aː
Čačić	t̪ ʃ a t̪ ʃ i t̪ ɕ
ocijenjujući	o t̪ s i j e ɲ u j u t̪ ɕ i
korektiv	k o r e k t̪ i v
sudjelovanje	s u d̪ j e l o v aː ɲ e
cijenu	t̪ s i j e n u
svakom	s v a k o m
podržavamo	p o d̪ r ʒ aː v aː m o
onog	o n o ɡ
bori	b o r i
borio	b o r i o
studenata	s t̪ u d̪ e n aː t̪ aː
Mario	m a r i o
Mandarić	m a n d̪ a r i t̪ ɕ
presjegingi-	p r e s j e ɡ i ŋ ɡ i
Nezavisnog	n e z aː v i s n o ɡ
