Word	IPA transcription
забрали	z̪ ɑ b r ɑ l̪ ɪ
встиг	v s̪ t̪ ɪ ɦ
оскільки	ɔ s̪ k i lʲ k ɪ
затримано	z̪ ɑ t̪ r ɪ m ɑ n̪ ɔ
місяць	m i s̪ ɑ t̪s̪ʲ
писав	p ɪ s̪ ɑ v
програму	p r ɔ ɦ r ɑ m u
депутата	d̪ ɛ p u t̪ ɑ t̪ ɑ
агентство	ɑ ɦ ɛ n̪ t̪ s̪ t̪ v ɔ
Українські	u k r ɑ j i n̪ s̪ k i
затверджено	z̪ ɑ t̪ v ɛ r d̪ ʒ ɛ n̪ ɔ
кличе	k l̪ ɪ t̪ ʃ ɛ
конкретних	k ɔ n̪ k r ɛ t̪ n̪ ɪ x
людині	lʲ u d̪ ɪ n̪ʲ i
людина	lʲ u d̪ ɪ n̪ ɑ
четвер	t̪ ʃ ɛ t̪ v ɛ r
Кривому	k r ɪ v ɔ m u
Розі	r ɔ z̪ʲ i
президенти	p r ɛ z̪ ɪ d̪ ɛ n̪ t̪ ɪ
принципом	p r ɪ n̪ t̪s̪ ɪ p ɔ m
наповнення	n̪ ɑ p ɔ v n̪ ɛ n̪ n̪ʲ ɑ
формування	f ɔ r m u v ɑ n̪ n̪ʲ ɑ
книга	k n̪ ɪ ɦ ɑ
А	ɑ
максимум	m ɑ k s̪ ɪ m u m
зусиль	z̪ u s̪ ɪ lʲ
села	s̪ ɛ l̪ ɑ
середньому	s̪ ɛ r ɛ d̪ n̪ʲ ɔ m u
місту	m i s̪ t̪ u
долю	d̪ ɔ lʲ u
однієї	ɔ d̪ n̪ʲ i ɛ j i
населених	n̪ ɑ s̪ ɛ l̪ ɛ n̪ ɪ x
пунктів	p u n̪ k t̪ i v
Карпо	k ɑ r p ɔ
стояв	s̪ t̪ ɔ ɑ v
дивився	d̪ ɪ v ɪ v s̪ ɑ
вплив	v p l̪ ɪ v
уряд	u rʲ ɑ d̪
подивитися	p ɔ d̪ ɪ v ɪ t̪ ɪ s̪ ɑ
бачать	b ɑ t̪ ʃ ɑ t̪
се	s̪ ɛ
твій	t̪ v i j
хліб	x lʲ i b
ніякої	n̪ʲ i ɑ k ɔ j i
справедливості	s̪ p r ɑ v ɛ d̪ l̪ ɪ v ɔ s̪ t̪ i
вистачило	v ɪ s̪ t̪ ɑ t̪ ʃ ɪ l̪ ɔ
моєї	m ɔ ɛ j i
постійної	p ɔ s̪ t̪ i j n̪ ɔ j i
уваги	u v ɑ ɦ ɪ
хочеться	x ɔ t̪ ʃ ɛ t̪ s̪ ɑ
розшуку	r ɔ z̪ ʃ u k u
жителів	ʒ ɪ t̪ ɛ lʲ i v
одного	ɔ d̪ n̪ ɔ ɦ ɔ
досить	d̪ ɔ s̪ ɪ t̪
оцінити	ɔ t̪s̪ʲ i n̪ ɪ t̪ ɪ
фестивалю	f ɛ s̪ t̪ ɪ v ɑ lʲ u
інструмент	i n̪ s̪ t̪ r u m ɛ n̪ t̪
культурної	k u lʲ t̪ u r n̪ ɔ j i
скасування	s̪ k ɑ s̪ u v ɑ n̪ n̪ʲ ɑ
візового	v i z̪ ɔ v ɔ ɦ ɔ
режиму	r ɛ ʒ ɪ m u
настав	n̪ ɑ s̪ t̪ ɑ v
рук	r u k
працювали	p r ɑ t̪s̪ʲ u v ɑ l̪ ɪ
такою	t̪ ɑ k ɔ u
якою	j ɑ k ɔ u
мрій	m rʲ i j
постає	p ɔ s̪ t̪ ɑ ɛ
довіри	d̪ ɔ v i r ɪ
громадян	ɦ r ɔ m ɑ d̪ʲ ɑ n̪
скажу	s̪ k ɑ ʒ u
одмовила	ɔ d̪ m ɔ v ɪ l̪ ɑ
нарозтяг	n̪ ɑ r ɔ z̪ t̪ ɑ ɦ
осміхаючись	ɔ s̪ m i x ɑ u t̪ ʃ ɪ s̪
коло	k ɔ l̪ ɔ
поля	p ɔ lʲ ɑ
хутором	x u t̪ ɔ r ɔ m
змін	z̪ m i n̪
колись	k ɔ l̪ ɪ s̪
Волині	v ɔ l̪ ɪ n̪ʲ i
стоять	s̪ t̪ ɔ ɑ t̪
пригоди	p r ɪ ɦ ɔ d̪ ɪ
вбивства	v b ɪ v s̪ t̪ v ɑ
пограбування	p ɔ ɦ r ɑ b u v ɑ n̪ n̪ʲ ɑ
борців	b ɔ r t̪s̪ʲ i v
его	ɛ ɦ ɔ
режисер	r ɛ ʒ ɪ s̪ ɛ r
наголосив	n̪ ɑ ɦ ɔ l̪ ɔ s̪ ɪ v
хочеш	x ɔ t̪ ʃ ɛ ʃ
експерти	ɛ k s̪ p ɛ r t̪ ɪ
вважає	v v ɑ ʒ ɑ ɛ
європейських	j ɛ v r ɔ p ɛ j s̪ k ɪ x
закінчився	z̪ ɑ k i n̪ t̪ ʃ ɪ v s̪ ɑ
імені	i m ɛ n̪ʲ i
внутрішні	v n̪ u t̪ rʲ i ʃ n̪ʲ i
обох	ɔ b ɔ x
Валентина	v ɑ l̪ ɛ n̪ t̪ ɪ n̪ ɑ
ким	k ɪ m
Ольги	ɔ lʲ ɦ ɪ
першою	p ɛ r ʃ ɔ u
дружиною	d̪ r u ʒ ɪ n̪ ɔ u
бачив	b ɑ t̪ ʃ ɪ v
бояться	b ɔ ɑ t̪ s̪ ɑ
шукають	ʃ u k ɑ u t̪
слави	s̪ l̪ ɑ v ɪ
можуть	m ɔ ʒ u t̪
яка	j ɑ k ɑ
комунальних	k ɔ m u n̪ ɑ lʲ n̪ ɪ x
дівчат	d̪ʲ i v t̪ ʃ ɑ t̪
особливого	ɔ s̪ ɔ b l̪ ɪ v ɔ ɦ ɔ
соціального	s̪ ɔ t̪s̪ʲ i ɑ lʲ n̪ ɔ ɦ ɔ
хлопчика	x l̪ ɔ p t̪ ʃ ɪ k ɑ
історичний	i s̪ t̪ ɔ r ɪ t̪ ʃ n̪ ɪ j
вистави	v ɪ s̪ t̪ ɑ v ɪ
перевірки	p ɛ r ɛ v i r k ɪ
показали	p ɔ k ɑ z̪ ɑ l̪ ɪ
вигідно	v ɪ ɦ i d̪ n̪ ɔ
вважав	v v ɑ ʒ ɑ v
білий	b i l̪ ɪ j
дощу	d̪ ɔ ʃ t̪ ʃ u
Грицьком	ɦ r ɪ t̪s̪ʲ k ɔ m
знати	z̪ n̪ ɑ t̪ ɪ
вино	v ɪ n̪ ɔ
фармацевта	f ɑ r m ɑ t̪s̪ ɛ v t̪ ɑ
обов'язково	ɔ b ɔ v j ɑ z̪ k ɔ v ɔ
пенсійного	p ɛ n̪ s̪ i j n̪ ɔ ɦ ɔ
віку	v i k u
зможе	z̪ m ɔ ʒ ɛ
зірки	z̪ʲ i r k ɪ
друзі	d̪ r u z̪ʲ i
невдовзі	n̪ ɛ v d̪ ɔ v z̪ʲ i
дай	d̪ ɑ j
боже	b ɔ ʒ ɛ
спішно	s̪ p i ʃ n̪ ɔ
відбулася	v i d̪ b u l̪ ɑ s̪ ɑ
виграти	v ɪ ɦ r ɑ t̪ ɪ
дорослих	d̪ ɔ r ɔ s̪ l̪ ɪ x
прийдеш	p r ɪ j d̪ ɛ ʃ
радянська	r ɑ d̪ʲ ɑ n̪ s̪ k ɑ
дала	d̪ ɑ l̪ ɑ
інформацію	i n̪ f ɔ r m ɑ t̪s̪ʲ i u
член	t̪ ʃ l̪ ɛ n̪
Національної	n̪ ɑ t̪s̪ʲ i ɔ n̪ ɑ lʲ n̪ ɔ j i
спілки	s̪ p i l̪ k ɪ
інтересах	i n̪ t̪ ɛ r ɛ s̪ ɑ x
руках	r u k ɑ x
генерального	ɦ ɛ n̪ ɛ r ɑ lʲ n̪ ɔ ɦ ɔ
прокурора	p r ɔ k u r ɔ r ɑ
світ	s̪ v i t̪
відтак	v i d̪ t̪ ɑ k
прокуратури	p r ɔ k u r ɑ t̪ u r ɪ
відповідне	v i d̪ p ɔ v i d̪ n̪ ɛ
клопотання	k l̪ ɔ p ɔ t̪ ɑ n̪ n̪ʲ ɑ
відмовився	v i d̪ m ɔ v ɪ v s̪ ɑ
яке	j ɑ k ɛ
йшлося	j ʃ l̪ ɔ s̪ ɑ
вище	v ɪ ʃ t̪ ʃ ɛ
МВФ	m v f
навряд	n̪ ɑ v rʲ ɑ d̪
Гонгадзе	ɦ ɔ n̪ ɦ ɑ d̪ z̪ ɛ
впоралися	v p ɔ r ɑ l̪ ɪ s̪ ɑ
історію	i s̪ t̪ ɔ rʲ i u
гурту	ɦ u r t̪ u
взяв	v z̪ʲ ɑ v
зрозумів	z̪ r ɔ z̪ u m i v
друге	d̪ r u ɦ ɛ
загрози	z̪ ɑ ɦ r ɔ z̪ ɪ
спрямовано	s̪ p rʲ ɑ m ɔ v ɑ n̪ ɔ
спроба	s̪ p r ɔ b ɑ
безпосередньо	b ɛ z̪ p ɔ s̪ ɛ r ɛ d̪ n̪ʲ ɔ
свідчать	s̪ v i d̪ t̪ ʃ ɑ t̪
тестування	t̪ ɛ s̪ t̪ u v ɑ n̪ n̪ʲ ɑ
Харкова	x ɑ r k ɔ v ɑ
громадських	ɦ r ɔ m ɑ d̪ s̪ k ɪ x
організацій	ɔ r ɦ ɑ n̪ʲ i z̪ ɑ t̪s̪ʲ i j
самий	s̪ ɑ m ɪ j
ситуацію	s̪ ɪ t̪ u ɑ t̪s̪ʲ i u
нових	n̪ ɔ v ɪ x
технологій	t̪ ɛ x n̪ ɔ l̪ ɔ ɦ i j
узявся	u z̪ʲ ɑ v s̪ ɑ
звідки	z̪ v i d̪ k ɪ
взявся	v z̪ʲ ɑ v s̪ ɑ
Мотрі	m ɔ t̪ rʲ i
хвалиться	x v ɑ l̪ ɪ t̪ s̪ ɑ
Тягнибок	t̪ ɑ ɦ n̪ ɪ b ɔ k
голос	ɦ ɔ l̪ ɔ s̪
думають	d̪ u m ɑ u t̪
Німеччина	n̪ʲ i m ɛ t̪ ʃ t̪ ʃ ɪ n̪ ɑ
дасть	d̪ ɑ s̪ t̪
підвищити	p i d̪ v ɪ ʃ t̪ ʃ ɪ t̪ ɪ
попит	p ɔ p ɪ t̪
житло	ʒ ɪ t̪ l̪ ɔ
постраждали	p ɔ s̪ t̪ r ɑ ʒ d̪ ɑ l̪ ɪ
їхніми	j i x n̪ʲ i m ɪ
даними	d̪ ɑ n̪ ɪ m ɪ
очікується	ɔ t̪ ʃ i k u ɛ t̪ s̪ ɑ
адміністрації	ɑ d̪ m i n̪ʲ i s̪ t̪ r ɑ t̪s̪ʲ i j i
заповідника	z̪ ɑ p ɔ v i d̪ n̪ ɪ k ɑ
стверджують	s̪ t̪ v ɛ r d̪ ʒ u u t̪
теми	t̪ ɛ m ɪ
кого	k ɔ ɦ ɔ
брати	b r ɑ t̪ ɪ
новим	n̪ ɔ v ɪ m
словом	s̪ l̪ ɔ v ɔ m
літературі	lʲ i t̪ ɛ r ɑ t̪ u rʲ i
Ізидора	i z̪ ɪ d̪ ɔ r ɑ
рідна	rʲ i d̪ n̪ ɑ
Українки	u k r ɑ j i n̪ k ɪ
відбулося	v i d̪ b u l̪ ɔ s̪ ɑ
українцями	u k r ɑ j i n̪ t̪s̪ʲ ɑ m ɪ
бази	b ɑ z̪ ɪ
районі	r ɑ j ɔ n̪ʲ i
змушує	z̪ m u ʃ u ɛ
чекати	t̪ ʃ ɛ k ɑ t̪ ɪ
разів	r ɑ z̪ʲ i v
торік	t̪ ɔ rʲ i k
їздив	j i z̪ d̪ ɪ v
старенький	s̪ t̪ ɑ r ɛ n̪ʲ k ɪ j
трамвай	t̪ r ɑ m v ɑ j
отримати	ɔ t̪ r ɪ m ɑ t̪ ɪ
контроль	k ɔ n̪ t̪ r ɔ lʲ
Київенерго	k ɪ j i v ɛ n̪ ɛ r ɦ ɔ
серпні	s̪ ɛ r p n̪ʲ i
виборів	v ɪ b ɔ rʲ i v
інциденту	i n̪ t̪s̪ ɪ d̪ ɛ n̪ t̪ u
хвороби	x v ɔ r ɔ b ɪ
мови	m ɔ v ɪ
запропонували	z̪ ɑ p r ɔ p ɔ n̪ u v ɑ l̪ ɪ
грати	ɦ r ɑ t̪ ɪ
народилася	n̪ ɑ r ɔ d̪ ɪ l̪ ɑ s̪ ɑ
квартири	k v ɑ r t̪ ɪ r ɪ
події	p ɔ d̪ʲ i j i
відновити	v i d̪ n̪ ɔ v ɪ t̪ ɪ
поховання	p ɔ x ɔ v ɑ n̪ n̪ʲ ɑ
батька	b ɑ t̪ k ɑ
сина	s̪ ɪ n̪ ɑ
щоби	ʃ t̪ ʃ ɔ b ɪ
Україну	u k r ɑ j i n̪ u
дружини	d̪ r u ʒ ɪ n̪ ɪ
Господь	ɦ ɔ s̪ p ɔ d̪ʲ
хмурнішав	x m u r n̪ʲ i ʃ ɑ v
попередньо	p ɔ p ɛ r ɛ d̪ n̪ʲ ɔ
відсоток	v i d̪ s̪ ɔ t̪ ɔ k
загибелі	z̪ ɑ ɦ ɪ b ɛ lʲ i
авто	ɑ v t̪ ɔ
мову	m ɔ v u
коріння	k ɔ rʲ i n̪ n̪ʲ ɑ
викликала	v ɪ k l̪ ɪ k ɑ l̪ ɑ
суспільстві	s̪ u s̪ p i lʲ s̪ t̪ v i
боротьба	b ɔ r ɔ t̪ b ɑ
вісімнадцяте	v i s̪ i m n̪ ɑ d̪ t̪s̪ʲ ɑ t̪ ɛ
о	ɔ
пів	p i v
сьому	s̪ ɔ m u
близько	b l̪ ɪ z̪ʲ k ɔ
гектарів	ɦ ɛ k t̪ ɑ rʲ i v
населення	n̪ ɑ s̪ ɛ l̪ ɛ n̪ n̪ʲ ɑ
порівнювати	p ɔ rʲ i v n̪ʲ u v ɑ t̪ ɪ
бали	b ɑ l̪ ɪ
підійшов	p i d̪ʲ i j ʃ ɔ v
правоохоронці	p r ɑ v ɔ ɔ x ɔ r ɔ n̪ t̪s̪ʲ i
власній	v l̪ ɑ s̪ n̪ʲ i j
оселі	ɔ s̪ ɛ lʲ i
знайшов	z̪ n̪ ɑ j ʃ ɔ v
пару	p ɑ r u
покоління	p ɔ k ɔ lʲ i n̪ n̪ʲ ɑ
віці	v i t̪s̪ʲ i
загальної	z̪ ɑ ɦ ɑ lʲ n̪ ɔ j i
отот	ɔ t̪ ɔ t̪
збирався	z̪ b ɪ r ɑ v s̪ ɑ
погаснути	p ɔ ɦ ɑ s̪ n̪ u t̪ ɪ
цить	t̪s̪ ɪ t̪
лапки	l̪ ɑ p k ɪ
поклали	p ɔ k l̪ ɑ l̪ ɪ
залишиться	z̪ ɑ l̪ ɪ ʃ ɪ t̪ s̪ ɑ
півтори	p i v t̪ ɔ r ɪ
захистити	z̪ ɑ x ɪ s̪ t̪ ɪ t̪ ɪ
стадіон	s̪ t̪ ɑ d̪ʲ i ɔ n̪
Дін	d̪ʲ i n̪
радянські	r ɑ d̪ʲ ɑ n̪ s̪ k i
договір	d̪ ɔ ɦ ɔ v i r
співпрацю	s̪ p i v p r ɑ t̪s̪ʲ u
ледве	l̪ ɛ d̪ v ɛ
ноги	n̪ ɔ ɦ ɪ
волочу	v ɔ l̪ ɔ t̪ ʃ u
піт	p i t̪
залива	z̪ ɑ l̪ ɪ v ɑ
самого	s̪ ɑ m ɔ ɦ ɔ
незалежності	n̪ ɛ z̪ ɑ l̪ ɛ ʒ n̪ ɔ s̪ t̪ i
найближчими	n̪ ɑ j b l̪ ɪ ʒ t̪ ʃ ɪ m ɪ
днями	d̪ n̪ʲ ɑ m ɪ
доведеться	d̪ ɔ v ɛ d̪ ɛ t̪ s̪ ɑ
дорозі	d̪ ɔ r ɔ z̪ʲ i
другого	d̪ r u ɦ ɔ ɦ ɔ
легендарного	l̪ ɛ ɦ ɛ n̪ d̪ ɑ r n̪ ɔ ɦ ɔ
одних	ɔ d̪ n̪ ɪ x
іншими	i n̪ ʃ ɪ m ɪ
явище	j ɑ v ɪ ʃ t̪ ʃ ɛ
природи	p r ɪ r ɔ d̪ ɪ
сила	s̪ ɪ l̪ ɑ
недурно	n̪ ɛ d̪ u r n̪ ɔ
сю	s̪ u
ніч	n̪ʲ i t̪ ʃ
собака	s̪ ɔ b ɑ k ɑ
снилася	s̪ n̪ ɪ l̪ ɑ s̪ ɑ
Європейського	j ɛ v r ɔ p ɛ j s̪ k ɔ ɦ ɔ
реконструкції	r ɛ k ɔ n̪ s̪ t̪ r u k t̪s̪ʲ i j i
попросив	p ɔ p r ɔ s̪ ɪ v
піти	p i t̪ ɪ
курсу	k u r s̪ u
ідеї	i d̪ ɛ j i
половиною	p ɔ l̪ ɔ v ɪ n̪ ɔ u
назад	n̪ ɑ z̪ ɑ d̪
передає	p ɛ r ɛ d̪ ɑ ɛ
УНІАН	u n̪ʲ i ɑ n̪
подарунок	p ɔ d̪ ɑ r u n̪ ɔ k
народження	n̪ ɑ r ɔ d̪ ʒ ɛ n̪ n̪ʲ ɑ
пригадував	p r ɪ ɦ ɑ d̪ u v ɑ v
знаємо	z̪ n̪ ɑ ɛ m ɔ
містах	m i s̪ t̪ ɑ x
надворі	n̪ ɑ d̪ v ɔ rʲ i
весна	v ɛ s̪ n̪ ɑ
вповні	v p ɔ v n̪ʲ i
прийшла	p r ɪ j ʃ l̪ ɑ
купівлю	k u p i v lʲ u
внутрішньої	v n̪ u t̪ rʲ i ʃ n̪ʲ ɔ j i
державної	d̪ ɛ r ʒ ɑ v n̪ ɔ j i
позики	p ɔ z̪ ɪ k ɪ
дітьми	d̪ʲ i t̪ m ɪ
порушення	p ɔ r u ʃ ɛ n̪ n̪ʲ ɑ
застосування	z̪ ɑ s̪ t̪ ɔ s̪ u v ɑ n̪ n̪ʲ ɑ
спрощеної	s̪ p r ɔ ʃ t̪ ʃ ɛ n̪ ɔ j i
оподаткування	ɔ p ɔ d̪ ɑ t̪ k u v ɑ n̪ n̪ʲ ɑ
Антарктиду	ɑ n̪ t̪ ɑ r k t̪ ɪ d̪ u
боротьбі	b ɔ r ɔ t̪ b i
корупцією	k ɔ r u p t̪s̪ʲ i ɛ u
їхня	j i x n̪ʲ ɑ
позиція	p ɔ z̪ ɪ t̪s̪ʲ i ɑ
дорога	d̪ ɔ r ɔ ɦ ɑ
храму	x r ɑ m u
почала	p ɔ t̪ ʃ ɑ l̪ ɑ
Оксана	ɔ k s̪ ɑ n̪ ɑ
купує	k u p u ɛ
вирішувати	v ɪ rʲ i ʃ u v ɑ t̪ ɪ
здебільшого	z̪ d̪ ɛ b i lʲ ʃ ɔ ɦ ɔ
Ющенко	j u ʃ t̪ ʃ ɛ n̪ k ɔ
світові	s̪ v i t̪ ɔ v i
прем'єри	p r ɛ m j ɛ r ɪ
грудях	ɦ r u d̪ʲ ɑ x
сказавсь	s̪ k ɑ z̪ ɑ v s̪
біс	b i s̪
зна	z̪ n̪ ɑ
українець	u k r ɑ j i n̪ ɛ t̪s̪ʲ
знання	z̪ n̪ ɑ n̪ n̪ʲ ɑ
читати	t̪ ʃ ɪ t̪ ɑ t̪ ɪ
пряли	p rʲ ɑ l̪ ɪ
вийшов	v ɪ j ʃ ɔ v
захищати	z̪ ɑ x ɪ ʃ t̪ ʃ ɑ t̪ ɪ
впливати	v p l̪ ɪ v ɑ t̪ ɪ
візьму	v i z̪ʲ m u
жінку	ʒ i n̪ k u
поблизу	p ɔ b l̪ ɪ z̪ u
кордонів	k ɔ r d̪ ɔ n̪ʲ i v
доньку	d̪ ɔ n̪ʲ k u
відразу	v i d̪ r ɑ z̪ u
позов	p ɔ z̪ ɔ v
нудьга	n̪ u d̪ʲ ɦ ɑ
виглядати	v ɪ ɦ lʲ ɑ d̪ ɑ t̪ ɪ
очима	ɔ t̪ ʃ ɪ m ɑ
нагадує	n̪ ɑ ɦ ɑ d̪ u ɛ
стіни	s̪ t̪ i n̪ ɪ
чули	t̪ ʃ u l̪ ɪ
третій	t̪ r ɛ t̪ i j
слава	s̪ l̪ ɑ v ɑ
годину	ɦ ɔ d̪ ɪ n̪ u
дитину	d̪ ɪ t̪ ɪ n̪ u
бачить	b ɑ t̪ ʃ ɪ t̪
між	m i ʒ
обрали	ɔ b r ɑ l̪ ɪ
спроби	s̪ p r ɔ b ɪ
їздити	j i z̪ d̪ ɪ t̪ ɪ
селах	s̪ ɛ l̪ ɑ x
порушила	p ɔ r u ʃ ɪ l̪ ɑ
чекають	t̪ ʃ ɛ k ɑ u t̪
відповіді	v i d̪ p ɔ v i d̪ʲ i
столиці	s̪ t̪ ɔ l̪ ɪ t̪s̪ʲ i
решта	r ɛ ʃ t̪ ɑ
традиційно	t̪ r ɑ d̪ ɪ t̪s̪ʲ i j n̪ ɔ
матиме	m ɑ t̪ ɪ m ɛ
шестеро	ʃ ɛ s̪ t̪ ɛ r ɔ
пропонуємо	p r ɔ p ɔ n̪ u ɛ m ɔ
частину	t̪ ʃ ɑ s̪ t̪ ɪ n̪ u
Спілці	s̪ p i l̪ t̪s̪ʲ i
плани	p l̪ ɑ n̪ ɪ
модернізувати	m ɔ d̪ ɛ r n̪ʲ i z̪ u v ɑ t̪ ɪ
підтримав	p i d̪ t̪ r ɪ m ɑ v
ідею	i d̪ ɛ u
згадаю	z̪ ɦ ɑ d̪ ɑ u
прохолодних	p r ɔ x ɔ l̪ ɔ d̪ n̪ ɪ x
озер	ɔ z̪ ɛ r
блакить	b l̪ ɑ k ɪ t̪
Харкові	x ɑ r k ɔ v i
Запоріжжі	z̪ ɑ p ɔ rʲ i ʒ ʒ i
тій	t̪ i j
Луганщині	l̪ u ɦ ɑ n̪ ʃ t̪ ʃ ɪ n̪ʲ i
жодних	ʒ ɔ d̪ n̪ ɪ x
структур	s̪ t̪ r u k t̪ u r
ваші	v ɑ ʃ i
книжки	k n̪ ɪ ʒ k ɪ
почалася	p ɔ t̪ ʃ ɑ l̪ ɑ s̪ ɑ
період	p ɛ rʲ i ɔ d̪
президентських	p r ɛ z̪ ɪ d̪ ɛ n̪ t̪ s̪ k ɪ x
візиту	v i z̪ ɪ t̪ u
якого	j ɑ k ɔ ɦ ɔ
чудово	t̪ ʃ u d̪ ɔ v ɔ
ту	t̪ u
славу	s̪ l̪ ɑ v u
чітко	t̪ ʃ i t̪ k ɔ
передбачає	p ɛ r ɛ d̪ b ɑ t̪ ʃ ɑ ɛ
померла	p ɔ m ɛ r l̪ ɑ
ставить	s̪ t̪ ɑ v ɪ t̪
вимагають	v ɪ m ɑ ɦ ɑ u t̪
впливу	v p l̪ ɪ v u
групи	ɦ r u p ɪ
рефінансування	r ɛ f i n̪ ɑ n̪ s̪ u v ɑ n̪ n̪ʲ ɑ
книжок	k n̪ ɪ ʒ ɔ k
процеси	p r ɔ t̪s̪ ɛ s̪ ɪ
складі	s̪ k l̪ ɑ d̪ʲ i
пакет	p ɑ k ɛ t̪
самої	s̪ ɑ m ɔ j i
поранений	p ɔ r ɑ n̪ ɛ n̪ ɪ j
візьміть	v i z̪ʲ m i t̪
пара	p ɑ r ɑ
вдасться	v d̪ ɑ s̪ t̪ s̪ ɑ
затримали	z̪ ɑ t̪ r ɪ m ɑ l̪ ɪ
правила	p r ɑ v ɪ l̪ ɑ
заяви	z̪ ɑ ɑ v ɪ
регіонах	r ɛ ɦ i ɔ n̪ ɑ x
вулицю	v u l̪ ɪ t̪s̪ʲ u
звучить	z̪ v u t̪ ʃ ɪ t̪
проблемні	p r ɔ b l̪ ɛ m n̪ʲ i
кредити	k r ɛ d̪ ɪ t̪ ɪ
показують	p ɔ k ɑ z̪ u u t̪
півроку	p i v r ɔ k u
дорожче	d̪ ɔ r ɔ ʒ t̪ ʃ ɛ
задоволення	z̪ ɑ d̪ ɔ v ɔ l̪ ɛ n̪ n̪ʲ ɑ
розуміє	r ɔ z̪ u m i ɛ
українофіли	u k r ɑ j i n̪ ɔ f i l̪ ɪ
наступний	n̪ ɑ s̪ t̪ u p n̪ ɪ j
додаткових	d̪ ɔ d̪ ɑ t̪ k ɔ v ɪ x
передбачено	p ɛ r ɛ d̪ b ɑ t̪ ʃ ɛ n̪ ɔ
миру	m ɪ r u
ладу	l̪ ɑ d̪ u
сестрою	s̪ ɛ s̪ t̪ r ɔ u
гірше	ɦ i r ʃ ɛ
Дніпропетровську	d̪ n̪ʲ i p r ɔ p ɛ t̪ r ɔ v s̪ k u
регіонів	r ɛ ɦ i ɔ n̪ʲ i v
грн	ɦ r n̪
запасів	z̪ ɑ p ɑ s̪ i v
перевищує	p ɛ r ɛ v ɪ ʃ t̪ ʃ u ɛ
змінилося	z̪ m i n̪ ɪ l̪ ɔ s̪ ɑ
приїхали	p r ɪ j i x ɑ l̪ ɪ
Західної	z̪ ɑ x i d̪ n̪ ɔ j i
достатньо	d̪ ɔ s̪ t̪ ɑ t̪ n̪ʲ ɔ
намагається	n̪ ɑ m ɑ ɦ ɑ ɛ t̪ s̪ ɑ
спільну	s̪ p i lʲ n̪ u
документ	d̪ ɔ k u m ɛ n̪ t̪
лідерів	lʲ i d̪ ɛ rʲ i v
заходи	z̪ ɑ x ɔ d̪ ɪ
шоу	ʃ ɔ u
місцеві	m i s̪ t̪s̪ ɛ v i
виходити	v ɪ x ɔ d̪ ɪ t̪ ɪ
вами	v ɑ m ɪ
свят	s̪ v ɑ t̪
Дня	d̪ n̪ʲ ɑ
Перемоги	p ɛ r ɛ m ɔ ɦ ɪ
помилку	p ɔ m ɪ l̪ k u
олігархи	ɔ lʲ i ɦ ɑ r x ɪ
справи	s̪ p r ɑ v ɪ
написати	n̪ ɑ p ɪ s̪ ɑ t̪ ɪ
роман	r ɔ m ɑ n̪
щойно	ʃ t̪ ʃ ɔ j n̪ ɔ
зустрів	z̪ u s̪ t̪ rʲ i v
біг	b i ɦ
академії	ɑ k ɑ d̪ ɛ m i j i
наук	n̪ ɑ u k
США	s̪ ʃ ɑ
Польща	p ɔ lʲ ʃ t̪ ʃ ɑ
обіцяють	ɔ b i t̪s̪ʲ ɑ u t̪
безкоштовно	b ɛ z̪ k ɔ ʃ t̪ ɔ v n̪ ɔ
форум	f ɔ r u m
пройшов	p r ɔ j ʃ ɔ v
доволі	d̪ ɔ v ɔ lʲ i
всередині	v s̪ ɛ r ɛ d̪ ɪ n̪ʲ i
визнання	v ɪ z̪ n̪ ɑ n̪ n̪ʲ ɑ
ліга	lʲ i ɦ ɑ
війні	v i j n̪ʲ i
позирав	p ɔ z̪ ɪ r ɑ v
хижо	x ɪ ʒ ɔ
думав	d̪ u m ɑ v
студентів	s̪ t̪ u d̪ ɛ n̪ t̪ i v
Грузії	ɦ r u z̪ʲ i j i
акції	ɑ k t̪s̪ʲ i j i
значною	z̪ n̪ ɑ t̪ ʃ n̪ ɔ u
мірою	m i r ɔ u
досягли	d̪ ɔ s̪ ɑ ɦ l̪ ɪ
дитино	d̪ ɪ t̪ ɪ n̪ ɔ
казали	k ɑ z̪ ɑ l̪ ɪ
либонь	l̪ ɪ b ɔ n̪ʲ
умерла	u m ɛ r l̪ ɑ
чутно	t̪ ʃ u t̪ n̪ ɔ
дух	d̪ u x
спира	s̪ p ɪ r ɑ
од	ɔ d̪
начебто	n̪ ɑ t̪ ʃ ɛ b t̪ ɔ
приємно	p r ɪ ɛ m n̪ ɔ
пішло	p i ʃ l̪ ɔ
проходили	p r ɔ x ɔ d̪ ɪ l̪ ɪ
змінювати	z̪ m i n̪ʲ u v ɑ t̪ ɪ
Конституцію	k ɔ n̪ s̪ t̪ ɪ t̪ u t̪s̪ʲ i u
відрізняється	v i d̪ rʲ i z̪ n̪ʲ ɑ ɛ t̪ s̪ ɑ
вузів	v u z̪ʲ i v
напрямку	n̪ ɑ p rʲ ɑ m k u
угоди	u ɦ ɔ d̪ ɪ
СОТ	s̪ ɔ t̪
Євген	j ɛ v ɦ ɛ n̪
Коновалець	k ɔ n̪ ɔ v ɑ l̪ ɛ t̪s̪ʲ
роках	r ɔ k ɑ x
особливу	ɔ s̪ ɔ b l̪ ɪ v u
