Word	IPA transcription
činitelé	t ʃ i ɲ i t ɛ l ɛː
povinně	p o v i ɲ ɛ
učinit	u t ʃ i ɲ i t
příjmech	p r̝ iː j m ɛ x
darech	d a r ɛ x
majetkovém	m a j ɛ t k o v ɛː m
nabídce	n a b iː t t s ɛ
vznikla	v z ɲ i k l a
dětská	ɟ ɛ t s k aː
knížka	k ɲ iː ʃ k a
kouzel	k o u z ɛ l
napsaná	n a p s a n aː
dcerku	t t s ɛ r k u
jiřinu	j i r̝ i n u
edudant	ɛ d u d a n t
francimor	f r a n t s i m o r
Získali	z iː s k a l i
labyryntu	l a b i r i n t u
vyřízení	v i r̝ iː z ɛ ɲ iː
důležitých	d uː l ɛ ʒ i t iː x
neplaceného	n ɛ p l a t s ɛ n ɛː ɦ o
zaměstnavatelem	z a m ɲ ɛ s t n a v a t ɛ l ɛ m
zameškanou	z a m ɛ ʃ k a n o u
odpracuje	o t p r a t s u j ɛ
jindy	j i n d i
výkonným	v iː k o n iː m
vozem	v o z ɛ m
polovina	p o l o v i n a
mládeže	m l aː d ɛ ʒ ɛ
vladimír	v l a ɟ i m iː r
mečiar	m ɛ t ʃ i a r
zřídit	z r̝ iː ɟ i t
tvorbou	t v o r b o u
nakolik	n a k o l i k
zapustil	z a p u s c i l
organizovaný	o r ɡ a n i z o v a n iː
zločin	z l o t ʃ i n
re	r ɛ
publice	p u b l i t s ɛ
sporu	s p o r u
východiskem	v iː x o ɟ i s k ɛ m
nimž	ɲ i m ʃ
upínáme	u p iː n aː m ɛ
kompasem	k o m p a s ɛ m
jedinečné	j ɛ ɟ i n ɛ t ʃ n ɛː
lidské	l i t s k ɛː
bytosti	b i t o s c i
důstojnosti	d uː s t o j n o s c i
svobodám	s v o b o d aː m
právům	p r aː v uː m
vyrůstající	v i r uː s t a j iː t s iː
musejí	m u s ɛ j iː
rovni	r o v ɲ i
vděčí	v ɟ ɛ t ʃ iː
témuž	t ɛː m u ʃ
zázraku	z aː z r a k u
stvoření	s t v o r̝ ɛ ɲ iː
bytí	b i c iː
nazývá	n a z iː v aː
osudová	o s u d o v aː
moravy	m o r a v i
fakt	f a k t
lituji	l i t u j i
kupujícího	k u p u j iː t s iː ɦ o
řádné	r̝ aː d n ɛː
včasné	f t ʃ a s n ɛː
řečeno	r̝ ɛ t ʃ ɛ n o
platebního	p l a t ɛ b ɲ iː ɦ o
tahle	t a ɦ l ɛ
emancipace	ɛ m a n t s i p a t s ɛ
strašně	s t r a ʃ ɲ ɛ
emigrací	ɛ m i ɡ r a t s iː
přátelé	p r̝ aː t ɛ l ɛː
přemlouvali	p r̝ ɛ m l o u v a l i
váhal	v aː ɦ a l
dceru	t t s ɛ r u
zachránil	z a x r aː ɲ i l
dvoustranu	d v o u s t r a n u
připravil	p r̝ i p r a v i l
jaromír	j a r o m iː r
složil	s l o ʒ i l
nárokovat	n aː r o k o v a t
vzdělávacím	v z ɟ ɛ l aː v a t s iː m
pirně	p i r ɲ ɛ
návrhem	n aː v r̩ ɦ ɛ m
hospitalizační	ɦ o s p i t a l i z a t ʃ ɲ iː
taxy	t a k s i
seznámeni	s ɛ z n aː m ɛ ɲ i
parlamentního	p a r l a m ɛ n t ɲ iː ɦ o
zdát	z d aː t
pravděpodobností	p r a v ɟ ɛ p o d o b n o s c iː
islámská	i s l aː m s k aː
ozbrojená	o z b r o j ɛ n aː
vyzval	v i z v a l
diplomatických	d i p l o m a t i t s k iː x
misí	m i s iː
západních	z aː p a d ɲ iː x
alžírsku	a l ʒ iː r s k u
diplomaté	d i p l o m a t ɛː
neuposlechnou	n ɛ u p o s l ɛ x n o u
čelit	t ʃ ɛ l i t
krveprolití	k r̩ v ɛ p r o l i c iː
bídě	b iː ɟ ɛ
obrátili	o b r aː c i l i
slušnější	s l u ʃ ɲ ɛ j ʃ iː
čehož	t ʃ ɛ ɦ o ʃ
pochopit	p o x o p i t
velikost	v ɛ l i k o s t
bídy	b iː d i
předsedova	p r̝ ɛ t s ɛ d o v a
optimalizaci	o p t i m a l i z a t s i
topných	t o p n iː x
soustav	s o u s t a v
doručit	d o r u t ʃ i t
odpůrců	o t p uː r t s uː
usnesením	u s n ɛ s ɛ ɲ iː m
zruší	z r u ʃ iː
rovnost	r o v n o s t
miluje	m i l u j ɛ
někomu	ɲ ɛ k o m u
přihrát	p r̝ i ɦ r aː t
prázdné	p r aː z d n ɛː
branky	b r a ŋ k i
vtipálka	f c i p aː l k a
Vítáme	v iː t aː m ɛ
uplatnili	u p l a t ɲ i l i
nimiž	ɲ i m i ʃ
čtenář-	t ʃ t ɛ n aː r̝
dopisovatel	d o p i s o v a t ɛ l
setkal	s ɛ t k a l
spotřebitel	s p o t r̝ ɛ b i t ɛ l
ročního	r o t ʃ ɲ iː ɦ o
osmé	o s m ɛː
desáté	d ɛ s aː t ɛː
dvojce	d v o j t s ɛ
aktuality	a k t u a l i t i
celek	t s ɛ l ɛ k
drobky	d r o p k i
sucháček	s u x aː t ʃ ɛ k
považovaný	p o v a ʒ o v a n iː
kvalifikaci	k v a l i f i k a t s i
favoritů	f a v o r i t uː
opakovaném	o p a k o v a n ɛː m
sněžení	s ɲ ɛ ʒ ɛ ɲ iː
zvyšoval	z v i ʃ o v a l
nájezd	n aː j ɛ s t
nájezdu	n aː j ɛ z d u
nestačilo	n ɛ s t a t ʃ i l o
Stav	s t a v
převahy	p r̝ ɛ v a ɦ i
nastane	n a s t a n ɛ
zbytků	z b i t k uː
cenu-	t s ɛ n u
ČEZ-	t ʃ ɛ s
neznámou	n ɛ z n aː m o u
sjednává	s j ɛ d n aː v aː
prohlídky	p r o ɦ l iː t k i
přijelo	p r̝ i j ɛ l o
desetina	d ɛ s ɛ c i n a
Svou	s v o u
postavil	p o s t a v i l
pravidlech	p r a v i d l ɛ x
síly	s iː l i
opozicí	o p o z i t s iː
Levnému	l ɛ v n ɛː m u
věnováno	v j ɛ n o v aː n o
poutače	p o u t a t ʃ ɛ
výlohách	v iː l o ɦ aː x
Žádné	ʒ aː d n ɛː
tričko	t r i t ʃ k o
nekoupil	n ɛ k o u p i l
skina	s k i n a
zabitého	z a b i t ɛː ɦ o
působící	p uː s o b iː t s iː
pracovním	p r a t s o v ɲ iː m
usnadnit	u s n a d ɲ i t
nalezení	n a l ɛ z ɛ ɲ iː
přirážkou	p r̝ i r aː ʃ k o u
laciná	l a t s i n aː
zveřejňuje	z v ɛ r̝ ɛ ɪ ɲ u j ɛ
maličkosti	m a l i t ʃ k o s c i
každých	k a ʒ d iː x
vyplacených	v i p l a t s ɛ n iː x
hrubých	ɦ r u b iː x
představovala	p r̝ ɛ t s t a v o v a l a
nákladech	n aː k l a d ɛ x
rafinerii	r a f i n ɛ r i j i
chemopetrol	x ɛ m o p ɛ t r o l
litvínov	l i t v iː n o v
připravují	p r̝ i p r a v u j iː
evropského	ɛ v r o p s k ɛː ɦ o
poháru	p o ɦ aː r u
volají	v o l a j iː
york	i o r k
složí	s l o ʒ iː
rozptyl	r o s p t i l
drobením	d r o b ɛ ɲ iː m
neoficiálních	n ɛ o f i t s i aː l ɲ iː x
proběhla	p r o b j ɛ ɦ l a
neznámém	n ɛ z n aː m ɛː m
hráčů	ɦ r aː t ʃ uː
dohodě	d o ɦ o ɟ ɛ
pružná	p r u ʒ n aː
ekologicky	ɛ k o l o ɡ i t s k i
přijatelná	p r̝ i j a t ɛ l n aː
tichá	c i x aː
knižního	k ɲ i ʒ ɲ iː ɦ o
velkoobchodu	v ɛ l k o o p x o d u
zpětnou	s p j ɛ t n o u
novelizacích	n o v ɛ l i z a t s iː x
nikoli	ɲ i k o l i
ručitelem	r u t ʃ i t ɛ l ɛ m
ukládá	u k l aː d aː
kontrolu	k o n t r o l u
dnešnímu	d n ɛ ʃ ɲ iː m u
dni	d ɲ i
podepsánu	p o d ɛ p s aː n u
metr	m ɛ t r̩
neměřených	n ɛ m ɲ ɛ r̝ ɛ n iː x
měřených	m ɲ ɛ r̝ ɛ n iː x
gigajoul	ɡ i ɡ a j o u l
pokoušela	p o k o u ʃ ɛ l a
ukrajinských	u k r a j i n s k iː x
vezou	v ɛ z o u
ukrajinského	u k r a j i n s k ɛː ɦ o
okamžitému	o k a m ʒ i t ɛː m u
svolání	s v o l aː ɲ iː
zasedání	z a s ɛ d aː ɲ iː
valného	v a l n ɛː ɦ o
namáčení	n a m aː t ʃ ɛ ɲ iː
Rumburaka	r u m b u r a k a
ducha	d u x a
palbou	p a l b o u
zajali	z a j a l i
nálety	n aː l ɛ t i
vedlejší	v ɛ d l ɛ ɪ ʃ iː
budova	b u d o v a
lékárna	l ɛː k aː r n a
prázdná	p r aː z d n aː
patra	p a t r a
ubytovnou	u b i t o v n o u
mimopražské	m i m o p r a ʃ s k ɛː
pacienty	p a t s i ɛ n t i
potřebovali	p o t r̝ ɛ b o v a l i
příznivě	p r̝ iː z ɲ i v j ɛ
nakloněny	n a k l o ɲ ɛ n i
zdravotní	z d r a v o t ɲ iː
pojištovny	p o j i ʃ t o v n i
uspořily	u s p o r̝ i l i
wízner	v iː z n ɛ r
deklarují	d ɛ k l a r u j iː
nabídkových	n a b iː t k o v iː x
listech	l i s t ɛ x
řád	r̝ aː t
pojistek	p o j i s t ɛ k
zneužívání	z n ɛ u ʒ iː v aː ɲ iː
procesu	p r o t s ɛ s u
soudního	s o u d ɲ iː ɦ o
přezkoumání	p r̝ ɛ s k o u m aː ɲ iː
vezměme	v ɛ z m ɲ ɛ m ɛ
žádejme	ʒ aː d ɛ ɪ m ɛ
navrhly	n a v r̩ ɦ l i
čestných	t ʃ ɛ s t n iː x
senátorských	s ɛ n aː t o r s k iː x
moudré	m o u d r ɛː
zasloužilé	z a s l o u ʒ i l ɛː
vpravdě	f p r a v ɟ ɛ
bezúhonné	b ɛ z uː ɦ o n ɛː
teoreticky	t ɛ o r ɛ t i t s k i
hodnotou	ɦ o d n o t o u
Uvedly	u v ɛ d l i
reklamy	r ɛ k l a m i
sponzora	s p o n z o r a
podložený	p o d l o ʒ ɛ n iː
pečlivou	p ɛ t ʃ l i v o u
rozhledem	r o s ɦ l ɛ d ɛ m
vychováním	v i x o v aː ɲ iː m
věda	v j ɛ d a
neuměl	n ɛ u m ɲ ɛ l
dálnopisu	d aː l n o p i s u
čem	t ʃ ɛ m
liší	l i ʃ iː
klasické	k l a s i t s k ɛː
neuvědomují	n ɛ u v j ɛ d o m u j iː
daní	d a ɲ iː
zveřejnění	z v ɛ r̝ ɛ ɪ ɲ ɛ ɲ iː
soukromého	s o u k r o m ɛː ɦ o
rodinných	r o ɟ i n iː x
vztahů	f s t a ɦ uː
zemědělského	z ɛ m ɲ ɛ ɟ ɛ l s k ɛː ɦ o
vzájemného	v z aː j ɛ m n ɛː ɦ o
představoval	p r̝ ɛ t s t a v o v a l
chmel	x m ɛ l
slad	s l a t
pivo	p i v o
formálně	f o r m aː l ɲ ɛ
účelem	uː t ʃ ɛ l ɛ m
ročníku	r o t ʃ ɲ iː k u
harmoniích	ɦ a r m o n i iː x
statistických	s t a t i s t i t s k iː x
dynamiky	d i n a m i k i
patrná	p a t r̩ n aː
hledala	ɦ l ɛ d a l a
norma	n o r m a
salátová	s a l aː t o v aː
zelenina	z ɛ l ɛ ɲ i n a
zařazuje	z a r̝ a z u j ɛ
jakostních	j a k o s t ɲ iː x
objekty	o b j ɛ k t i
pociťují	p o t s i c u j iː
realitní	r ɛ a l i t ɲ iː
nejžádanějším	n ɛ ɪ ʒ aː d a ɲ ɛ j ʃ iː m
prostory	p r o s t o r i
překlenovacího	p r̝ ɛ k l ɛ n o v a t s iː ɦ o
požadovat	p o ʒ a d o v a t
úroku	uː r o k u
Místní	m iː s t ɲ iː
zelinář	z ɛ l i n aː r̝
nabízí	n a b iː z iː
čerstvějšího	t ʃ ɛ r s t v j ɛ j ʃ iː ɦ o
salátu	s a l aː t u
dostávám	d o s t aː v aː m
dobrá	d o b r aː
převratu	p r̝ ɛ v r a t u
bratrům	b r a t r uː m
čapkovým	t ʃ a p k o v iː m
častějšímu	t ʃ a s c ɛ j ʃ iː m u
hospodský	ɦ o s p o t s k iː
radosť	r a d o s c
řádnou	r̝ aː d n o u
zlosť	z l o s c
kříž	k r̝ iː ʃ
veselý	v ɛ s ɛ l iː
host	ɦ o s t
hulákal	ɦ u l aː k a l
láteřil	l aː t ɛ r̝ i l
tloukl	t l o u k l̩
šílený	ʃ iː l ɛ n iː
milý	m i l iː
žid	ʒ i t
chlácholiti	x l aː x o l i c i
nejčastější	n ɛ ɪ t ʃ a s c ɛ j ʃ iː
Nejsem	n ɛ ɪ s ɛ m
odpůrcem	o t p uː r t s ɛ m
ptám	p t aː m
očekávají	o t ʃ ɛ k aː v a j iː
svěří	s v j ɛ r̝ iː
fondům	f o n d uː m
obdobnou	o b d o b n o u
saská	s a s k aː
spojovací	s p o j o v a t s iː
počítám	p o t ʃ iː t aː m
nejšťastnějším	n ɛ ɪ ʃ c a s t ɲ ɛ j ʃ iː m
jichžto	j i x ʃ t o
zažíti	z a ʒ iː c i
boha	b o ɦ a
tvé	t v ɛː
laskavé	l a s k a v ɛː
děkovati	ɟ ɛ k o v a c i
jesliže	j ɛ s l i ʒ ɛ
uchází	u x aː z iː
rakouské	r a k o u s k ɛː
ORF	o r f
překvapivě	p r̝ ɛ k v a p i v j ɛ
filipínec	f i l i p iː n ɛ t s
F	ɛ f
campomanes	t s a m p o m a n ɛ s
nekandidoval	n ɛ k a n d i d o v a l
pomůže	p o m uː ʒ ɛ
ohrožení	o ɦ r o ʒ ɛ ɲ iː
Budete	b u d ɛ t ɛ
prodlužovat	p r o d l u ʒ o v a t
vydražil	v i d r a ʒ i l
provozovnu	p r o v o z o v n u
konkurenty	k o ŋ k u r ɛ n t i
nasadil	n a s a ɟ i l
přemrštěně	p r̝ ɛ m r̩ ʃ c ɛ ɲ ɛ
třemi	t r̝ ɛ m i
desítkami	d ɛ s iː t k a m i
nákupčí	n aː k u p t ʃ iː
starají	s t a r a j iː
odbyt	o d b i t
zvolen	z v o l ɛ n
zastával	z a s t aː v a l
náměstka	n aː m ɲ ɛ s t k a
nesouhlasí	n ɛ s o u ɦ l a s iː
Luxování	l u k s o v aː ɲ iː
rodině	r o ɟ i ɲ ɛ
nestane	n ɛ s t a n ɛ
hrozbou	ɦ r o z b o u
týdenního	t iː d ɛ ɲ iː ɦ o
provozního	p r o v o z ɲ iː ɦ o
postiženým	p o s c i ʒ ɛ n iː m
lékařů	l ɛː k a r̝ uː
stud	s t u t
ješitnost	j ɛ ʃ i t n o s t
onemocněním	o n ɛ m o t s ɲ ɛ ɲ iː m
prostaty	p r o s t a t i
nedoceňuje	n ɛ d o t s ɛ ɲ u j ɛ
hodnotu	ɦ o d n o t u
potřebu	p o t r̝ ɛ b u
dětmi	ɟ ɛ t m i
bydlím	b i d l iː m
zájmem	z aː j m ɛ m
sledoval	s l ɛ d o v a l
silničářů	s i l ɲ i t ʃ aː r̝ uː
nejtvrdší	n ɛ ɪ t v r̩ t ʃ iː
kanadskou	k a n a t s k o u
zimou	z i m o u
poválečném	p o v aː l ɛ t ʃ n ɛː m
pořadatelem	p o r̝ a d a t ɛ l ɛ m
uk	u k
impulzy	i m p u l z i
podoba	p o d o b a
instalovat	i n s t a l o v a t
katalyzátory	k a t a l i z aː t o r i
vozidla	v o z i d l a
právnických	p r aː v ɲ i t s k iː x
schopna	s x o p n a
bezolovnatý	b ɛ z o l o v n a t iː
Vyzkoušejte	v i s k o u ʃ ɛ ɪ t ɛ
nevyhazujte	n ɛ v i ɦ a z u j t ɛ
šeptá	ʃ ɛ p t aː
cukrovce	t s u k r o f t s ɛ
ledvin	l ɛ d v i n
jater	j a t ɛ r
solidně	s o l i d ɲ ɛ
průměrný	p r uː m ɲ ɛ r n iː
půlhodinovém	p uː l ɦ o ɟ i n o v ɛː m
metodu	m ɛ t o d u
použijete	p o u ʒ i j ɛ t ɛ
hle	ɦ l ɛ
občanka	o p t ʃ a ŋ k a
knihám	k ɲ i ɦ aː m
přímý	p r̝ iː m iː
Ty	t i
nepříjemnou	n ɛ p r̝ iː j ɛ m n o u
kapesné	k a p ɛ s n ɛː
schopnou	s x o p n o u
švadlenu	ʃ v a d l ɛ n u
vadný	v a d n iː
opraví	o p r a v iː
nebojíme	n ɛ b o j iː m ɛ
nájemci	n aː j ɛ m t s i
kladu	k l a d u
šampionát	ʃ a m p i o n aː t
Druhým	d r u ɦ iː m
podvojného	p o d v o j n ɛː ɦ o
uměl	u m ɲ ɛ l
poskytovat	p o s k i t o v a t
kdykoliv	k d i k o l i v
usnadnil	u s n a d ɲ i l
bratislavští	b r a c i s l a f ʃ c iː
postrádat	p o s t r aː d a t
molnára	m o l n aː r a
tittela	c i t t ɛ l a
léčení	l ɛː t ʃ ɛ ɲ iː
uvidíme	u v i ɟ iː m ɛ
slovenského	s l o v ɛ n s k ɛː ɦ o
kindera	k i n d ɛ r a
argentince	a r ɡ ɛ n t i n t s ɛ
fabio	f a b i j o
nigra	ɲ i ɡ r a
nemovitý	n ɛ m o v i t iː
živelním	ʒ i v ɛ l ɲ iː m
pohromám	p o ɦ r o m aː m
nepočítáme	n ɛ p o t ʃ iː t aː m ɛ
autobusy	a u t o b u s i
GfK	ɡ ɛː ɛ f k aː
podlahové	p o d l a ɦ o v ɛː
průměrnou	p r uː m ɲ ɛ r n o u
šly	ʃ l i
lednice	l ɛ d ɲ i t s ɛ
kuchyňské	k u x i ɲ s k ɛː
sporáky	s p o r aː k i
Všichni	f ʃ i x ɲ i
ředitelé	r̝ ɛ ɟ i t ɛ l ɛː
úřadů	uː r̝ a d uː
odpověděli	o t p o v j ɛ ɟ ɛ l i
neposlali	n ɛ p o s l a l i
jediného	j ɛ ɟ i n ɛː ɦ o
knihovny	k ɲ i ɦ o v n i
stolu	s t o l u
nosím	n o s iː m
vozím	v o z iː m
servírovacím	s ɛ r v iː r o v a t s iː m
stolku	s t o l k u
kolečkách	k o l ɛ t ʃ k aː x
vedením	v ɛ d ɛ ɲ iː m
učí	u t ʃ iː
nervózním	n ɛ r v oː z ɲ iː m
rozčileným	r o s t ʃ i l ɛ n iː m
občanského	o p t ʃ a n s k ɛː ɦ o
nevymahatelnosti	n ɛ v i m a ɦ a t ɛ l n o s c i
specifikovaných	s p ɛ t s i f i k o v a n iː x
výherní	v iː ɦ ɛ r ɲ iː
provozuje	p r o v o z u j ɛ
úředně	uː r̝ ɛ d ɲ ɛ
povolen	p o v o l ɛ n
hustou	ɦ u s t o u
předměty	p r̝ ɛ d m ɲ ɛ t i
nešly	n ɛ ʃ l i
oky	o k i
mříze	m r̝ iː z ɛ
hlubokého	ɦ l u b o k ɛː ɦ o
sebeponoru	s ɛ b ɛ p o n o r u
hlouběji	ɦ l o u b j ɛ j i
přemýšlet	p r̝ ɛ m iː ʃ l ɛ t
druhých	d r u ɦ iː x
typickým	t i p i t s k iː m
klasický	k l a s i t s k iː
lázeňský	l aː z ɛ ɲ s k iː
válec	v aː l ɛ t s
tuhá	t u ɦ aː
paliva	p a l i v a
dovážen	d o v aː ʒ ɛ n
NDR	ɛ n d ɛː ɛ r
redakcích	r ɛ d a k t s iː x
deníků	d ɛ ɲ iː k uː
přebírání	p r̝ ɛ b iː r aː ɲ iː
telefonických	t ɛ l ɛ f o n i t s k iː x
korespondentů	k o r ɛ s p o n d ɛ n t uː
hanička	ɦ a ɲ i t ʃ k a
rokytnice	r o k i t ɲ i t s ɛ
orlických	o r l i t s k iː x
horách	ɦ o r aː x
vnitra	v ɲ i t r a
vrácena	v r aː t s ɛ n a
civilnímu	t s i v i l ɲ iː m u
účelu	uː t ʃ ɛ l u
dostatečně	d o s t a t ɛ t ʃ ɲ ɛ
neuvědomovali	n ɛ u v j ɛ d o m o v a l i
silnici	s i l ɲ i t s i
lesní	l ɛ s ɲ iː
samotě	s a m o c ɛ
nefunguje	n ɛ f u ŋ ɡ u j ɛ
novojičínské	n o v o j i t ʃ iː n s k ɛː
neztratil	n ɛ s t r a c i l
neodpovědné	n ɛ o t p o v j ɛ d n ɛː
drzost	d r̩ z o s t
bezbřehá-	b ɛ z b r̝ ɛ ɦ aː
rozbije	r o z b i j ɛ
výlohu	v iː l o ɦ u
ukradne	u k r a d n ɛ
vystavené	v i s t a v ɛ n ɛː
náročná	n aː r o t ʃ n aː
vymáhal	v i m aː ɦ a l
oporu	o p o r u
radách	r a d aː x
profesorů	p r o f ɛ s o r uː
odlehčený	o d l ɛ ɦ t ʃ ɛ n iː
původem	p uː v o d ɛ m
stalinské	s t a l i n s k ɛː
éry	ɛː r i
reedici	r ɛ ɛ ɟ i t s i
aurora	a u r o r a
Vyskytly	v i s k i t l i
svárů	s v aː r uː
zpoždění	s p o ʒ ɟ ɛ ɲ iː
wonkova	v o ŋ k o v a
stíhání	s c iː ɦ aː ɲ iː
nevyhýbal	n ɛ v i ɦ iː b a l
nechtěl	n ɛ x c ɛ l
zabývali	z a b iː v a l i
stejní	s t ɛ ɪ ɲ iː
odsoudili	o t s o u ɟ i l i
bratra	b r a t r a
Dočtete	d o t ʃ t ɛ t ɛ
příštího	p r̝ iː ʃ c iː ɦ o
ochránci	o x r aː n t s i
nevidí	n ɛ v i ɟ iː
zdokonalování	z d o k o n a l o v aː ɲ iː
hosté	ɦ o s t ɛː
dotahovali	d o t a ɦ o v a l i
nahrával	n a ɦ r aː v a l
francouz	f r a n t s o u s
cantona	t s a n t o n a
belgický	b ɛ l ɡ i t s k iː
reprezentant	r ɛ p r ɛ z ɛ n t a n t
albert	a l b ɛ r t
hrající	ɦ r a j iː t s iː
newcastle	ɲ uː t s a s t l ɛ
pátečním	p aː t ɛ t ʃ ɲ iː m
tréninku	t r ɛː n i ŋ k u
poranil	p o r a ɲ i l
koleno	k o l ɛ n o
sezóny	s ɛ z oː n i
zastaralost	z a s t a r a l o s t
technického	t ɛ x ɲ i t s k ɛː ɦ o
podinvestován	p o ɟ i n v ɛ s t o v aː n
zaznamenávala	z a z n a m ɛ n aː v a l a
díla	ɟ iː l a
publikovaná	p u b l i k o v a n aː
tehdejším	t ɛ ɦ d ɛ ɪ ʃ iː m
časopise	t ʃ a s o p i s ɛ
formální	f o r m aː l ɲ iː
dokládala	d o k l aː d a l a
děje	ɟ ɛ j ɛ
vnitřní	v ɲ i t r̝ ɲ iː
názorové	n aː z o r o v ɛː
proměny	p r o m ɲ ɛ n i
data	d a t a
sepisovala	s ɛ p i s o v a l a
úschovy	uː s x o v i
přijímala	p r̝ i j iː m a l a
veselým	v ɛ s ɛ l iː m
červenobílí	t ʃ ɛ r v ɛ n o b iː l iː
ujali	u j a l i
posil	p o s i l
vízek	v iː z ɛ k
přihrával	p r̝ i ɦ r aː v a l
panenka	p a n ɛ ŋ k a
skóroval	s k oː r o v a l
tohle	t o ɦ l ɛ
nevydržel	n ɛ v i d r̩ ʒ ɛ l
rus	r u s
dohrávali	d o ɦ r aː v a l i
útočníky	uː t o t ʃ ɲ iː k i
látal	l aː t a l
autobus	a u t o b u s
mířil	m iː r̝ i l
letiště	l ɛ c i ʃ c ɛ
nejasná	n ɛ j a s n aː
Špatný	ʃ p a t n iː
prodavač	p r o d a v a t ʃ
dlouhé	d l o u ɦ ɛː
dodací	d o d a t s iː
hlavními	ɦ l a v ɲ iː m i
snižujícími	s ɲ i ʒ u j iː t s iː m i
objevitelé	o b j ɛ v i t ɛ l ɛː
šťastni	ʃ c a s t ɲ i
modelech	m o d ɛ l ɛ x
evoluce	ɛ v o l u t s ɛ
manželských	m a n ʒ ɛ l s k iː x
velmocenských	v ɛ l m o t s ɛ n s k iː x
tit	c i t
for	f o r
tat	t a t
zestárlost	z ɛ s t aː r l o s t
neubrala	n ɛ u b r a l a
výkonnosti	v iː k o n o s c i
organizování	o r ɡ a n i z o v aː ɲ iː
oboustranné	o b o u s t r a n ɛː
turistiky	t u r i s t i k i
pasivní	p a s i v ɲ iː
řekla	r̝ ɛ k l a
agentury	a ɡ ɛ n t u r i
prostějov	p r o s c ɛ j o v
denním	d ɛ ɲ iː m
výstavu	v iː s t a v u
prostějovská	p r o s c ɛ j o f s k aː
oresvo	o r ɛ s v o
zbrojovka	z b r o j o f k a
vsetín	f s ɛ c iː n
nabízela	n a b iː z ɛ l a
dodávat	d o d aː v a t
obrázkům	o b r aː s k uː m
nerozumíte	n ɛ r o z u m iː t ɛ
původně	p uː v o d ɲ ɛ
vypadalo	v i p a d a l o
poldovka	p o l d o f k a
prodána	p r o d aː n a
ivan	i v a n
jelínek	j ɛ l iː n ɛ k
eso	ɛ s o
rukávu	r u k aː v u
průzkumovou	p r uː s k u m o v o u
akviziční	a k v i z i t ʃ ɲ iː
nabídkovou	n a b iː t k o v o u
Podívali	p o ɟ iː v a l i
Krušnohorské	k r u ʃ n o ɦ o r s k ɛː
strojírny	s t r o j iː r n i
Díky	ɟ iː k i
uspěli	u s p j ɛ l i
starostů	s t a r o s t uː
předvedli	p r̝ ɛ d v ɛ d l i
soukromníka	s o u k r o m ɲ iː k a
ohnivcovo	o ɦ ɲ i f t s o v o
adaptivní	a d a p c i v ɲ iː
projevem	p r o j ɛ v ɛ m
inteligence	i n t ɛ l i ɡ ɛ n t s ɛ
VÝCHODOEVROPSKÉ	v iː x o d o ɛ v r o p s k ɛː
PODNIKATELSKÉ	p o d ɲ i k a t ɛ l s k ɛː
FÓRUM	f oː r u m
šestého	ʃ ɛ s t ɛː ɦ o
vytvořené	v i t v o r̝ ɛ n ɛː
přihlížet	p r̝ i ɦ l iː ʒ ɛ t
nepochopitelné	n ɛ p o x o p i t ɛ l n ɛː
nebes	n ɛ b ɛ s
naléhavá	n a l ɛː ɦ a v aː
výzva	v iː z v a
obránců	o b r aː n t s uː
texty	t ɛ k s t i
náležitě	n aː l ɛ ʒ i c ɛ
poskytnuty	p o s k i t n u t i
pozoruhodný	p o z o r u ɦ o d n iː
výrok	v iː r o k
výroční	v iː r o t ʃ ɲ iː
zprávě	s p r aː v j ɛ
relativní	r ɛ l a t i v ɲ iː
žirinovského	ʒ i r i n o f s k ɛː ɦ o
otevře	o t ɛ v r̝ ɛ
idealizují	i d ɛ a l i z u j iː
sklon	s k l o n
autoritářským	a u t o r i t aː r̝ s k iː m
mezních	m ɛ z ɲ iː x
fašizujícím	f a ʃ i z u j iː t s iː m
formám	f o r m aː m
bombardováním	b o m b a r d o v aː ɲ iː m
vesnic	v ɛ s ɲ i t s
zabíjením	z a b iː j ɛ ɲ iː m
tisíců	c i s iː t s uː
vysvětlilo	v i s v j ɛ t l i l o
nažhavené	n a ʃ ɦ a v ɛ n ɛː
reflektory	r ɛ f l ɛ k t o r i
filmařů	f i l m a r̝ uː
aktivovaly	a k t i v o v a l i
čidlo	t ʃ i d l o
protipožárního	p r o c i p o ʒ aː r ɲ iː ɦ o
spustilo	s p u s c i l o
hasicí	ɦ a s i t s iː
zjistí	z j i s c iː
žili	ʒ i l i
příbuzenské	p r̝ iː b u z ɛ n s k ɛː
obzvlášť	o b z v l aː ʃ c
dílčích	ɟ iː l t ʃ iː x
nezávisle	n ɛ z aː v i s l ɛ
mluvil	m l u v i l
bezpočet	b ɛ s p o t ʃ ɛ t
fungování	f u ŋ ɡ o v aː ɲ iː
sektoru	s ɛ k t o r u
úvěrové	uː v j ɛ r o v ɛː
kapitálového	k a p i t aː l o v ɛː ɦ o
provázáno	p r o v aː z aː n o
tisícerými	c i s iː t s ɛ r iː m i
nitkami	ɲ i t k a m i
Již	j i ʃ
řádcích	r̝ aː t t s iː x
nazvané	n a z v a n ɛː
Budoucnost	b u d o u t s n o s t
Peter	p ɛ t ɛ r
Drucker	d r u t s k ɛ r
Devadesátá	d ɛ v a d ɛ s aː t aː
přinesou	p r̝ i n ɛ s o u
