Word	IPA transcription
Boston	b ɔ s t oː n
Hitzewelle	h ɪ t s eː v ɛ l ə
Rekordtemperaturen	r eː k ɔ ʀ t ɛ m p eː r a t uː r ə n
drehen	d r eː ə n
wenden	v ɛ n d ə n
25	f ʏ n f ʊ n t t s v a n t s ɪ ç
Personenwagen	p ɛ ʀ z oː n ə n v aː ɡ ə n
Lastwagen	l a s t v aː ɡ ə n
aufgefahren	a ʊ f ɡ ə f aː r ə n
Beleuchtung	b ə l ɔ ɪ ç t ʊ ŋ
Anhängers	a n h ɛ ŋ ɛ s
rechten	r ɛ ç t ə n
ausfiel	a ʊ s f iː l
Fahndung	f aː n d ʊ ŋ
verlief	f ɛ ʀ l iː f
ergebnislos	ɛ ʀ ɡ eː b n ɪ s l oː s
sinken	z ɪ ŋ k ə n
Desertion	d eː z ɛ ʀ t s ɪ oː n
LDP-Abgeordneten	ɛ l d eː p eː a p ɡ ə ɔ ʀ d n ə t ə n
steuerpflichtigen	ʃ t ɔ ɪ ɛ p f l ɪ ç t ɪ ɡ ə n
massiven	m a s iː v ə n
Steuererhöhungen	ʃ t ɔ ɪ eː r ɛ h øː ʊ ŋ ə n
summieren	z ʊ m iː r ə n
Konfrontationskurs	k ɔ n f r ɔ n t a t s ɪ oː n s k uː ʀ s
leid	l a ɪ t
Lahn	l aː n
gelegenen	ɡ ə l eː ɡ ə n ə n
Grundstück	ɡ r ʊ n t ʃ t ʏ k
Rentners	r ɛ n t n ɛ s
gefahren	ɡ ə f aː r ə n
Flugzeugabsturz	f l uː ɡ t s ɔ ɪ ɡ a p s t ʊ ɐ t s
indonesischen	ɪ n d oː n eː z ɪ ʃ ə n
Insel	ɪ n z ə l
Java	j a v aː
Insassen	ɪ n z a s ə n
29	n ɔ ɪ n ʊ n t t s v a n t s ɪ ç
Verbrennungen	f ɛ ʀ b r ɛ n ʊ ŋ ə n
existierenden	ɛ k s ɪ s t iː r ə n d ə n
Bildungseinrichtungen	b ɪ l d ʊ ŋ s a ɪ n r ɪ ç t ʊ ŋ ə n
erfolgreich	ɛ ʀ f ɔ l ɡ r a ɪ ç
Kairo	k a ɪ r oː
bildungspolitische	b ɪ l d ʊ ŋ s p oː l iː t ɪ ʃ ə
vorigen	f oː r ɪ ɡ ə n
Gesetzentwurf	ɡ ə z ɛ t s ə n t v ʊ ɐ f
vorgelegt	f oː ʀ ɡ ə l eː k t
geltende	ɡ ɛ l t ə n d ə
Verjährungszeit	f ɛ ʀ j ɛː r ʊ ŋ s t s a ɪ t
Tüten	t yː t ə n
Handtaschen	h a n t t a ʃ ə n
Schlitten	ʃ l ɪ t ə n
Handwagen	h a n t v aː ɡ ə n
Bildt	b ɪ l t
Niederlage	n iː d ɛ l aː ɡ ə
Kampf	k a m p f
Krone	k r oː n ə
angeschlagen	a n ɡ ə ʃ l aː ɡ ə n
mahnte	m aː n t ə
Dienstleistungsunternehmen	d iː n s t l a ɪ s t ʊ ŋ s ʊ n t ɛ n eː m ə n
verstehen	f ɛ ʀ ʃ t eː ə n
fern	f ɛ ʀ n
agiere	a ɡ iː r ə
Ungebrochenheit	ʊ n ɡ ə b r ɔ x ə n h a ɪ t
Überzeugung	yː b ɛ t s ɔ ɪ ɡ ʊ ŋ
Widrigkeiten	v ɪ d r ɪ ç k a ɪ t ə n
schaffen	ʃ a f ə n
Vorbote	f oː ʀ b oː t ə
Entwicklung	ɛ n t v ɪ k l ʊ ŋ
Ankunft	a n k ʊ n f t
Holzboots	h ɔ l t s b oː t s
352	d r a ɪ h ʊ n d ɛ t t s v a ɪ ʊ n t f ʏ n f t s ɪ ç
Haitianern	h a ɪ t iː a n ɛ n
Miami	m iː a m iː
Gerangel	ɡ ə r a ŋ ə l
operiert	oː p eː r iː ʀ t
demgegenüber	d ɛ m ɡ eː ɡ ə n yː b ɛ
sprach	ʃ p r aː x
Niedersachsens	n iː d ɛ z a x z ə n s
Zeitungsgespräch	t s a ɪ t ʊ n k s ɡ ɛ ʃ p r ɛ ç
Geschäft	ɡ ə ʃ ɛ f t
Abführmittel	a p f yː ʀ m ɪ t ə l
gewalttätigen	ɡ ə v a l t ɛː t ɪ ɡ ə n
völkerrechtlicher	f œ l k ɛ r ɛ ç t l ɪ ç ɛ
Streitpunkt	ʃ t ʀ a ɪ t p ʊ ŋ k t
schlichten	ʃ l ɪ ç t ə n
umhin	ʊ m h ɪ n
Ursprungsnamen	ʊ ɐ ʃ p r ʊ ŋ s n aː m ə n
Belgrader	b ɛ l ɡ r aː d ɛ
träten	t ʀ ɛː t ə n
Pale	p aː l ə
gefährde	ɡ ə f ɛː ʀ d ə
Autorität	a ʊ t oː r iː t ɛː t
neutrale	n ɔ ɪ t ʀ aː l ə
Instanz	ɪ n s t a n t s
Klarstellung	k l a ʀ ʃ t ɛ l ʊ ŋ
bestritten	b ə ʃ t ʀ ɪ t ə n
Meßpraxis	m ɛ s p r a k s ɪ s
Verordnung	f ɛ ʀ ɔ ʀ d n ʊ ŋ
eignen	a ɪ ɡ n ə n
hessischen	h ɛ s ɪ ʃ ə n
Luftfachleute	l ʊ f t f a x l ɔ ɪ t ə
indiskutabel	ɪ n d ɪ s k uː t aː b ə l
abgetan	a p ɡ ə t aː n
jetzigen	j ɛ t s ɪ ɡ ə n
muslimisch-kroatischen	m ʊ s l iː m ɪ ʃ k r oː aː t ɪ ʃ ə n
Konfliktes	k ɔ n f l ɪ k t ə s
gerecht	ɡ ə r ɛ ç t
unterzubringen	ʊ n t ɛ t s uː b r ɪ ŋ ə n
Modernisierung	m oː d ɛ ʀ n iː z iː r ʊ ŋ
Kraftwerks	k r a f t v ɛ ʀ k s
4,5	f iː ʀ f ʏ n f
Probleme	p r oː b l eː m ə
verantwortlich	f ɛ ʀ a n t v ɔ ʀ t l ɪ ç
sinnvoll	z ɪ n f ɔ l
Türen	t yː r ə n
aufgesprungen	a ʊ f ɡ ə ʃ p r ʊ ŋ ə n
taumelten	t a ʊ m ə l t ə n
Freie	f r a ɪ ə
brachten	b r a x t ə n
Bauernlobby	b a ʊ ɛ ʀ n l ɔ b iː
anlegen	a n l eː ɡ ə n
Ghettokämpfer	ɡ ɛ t oː k ɛ m p f ɛ
setzen	z ɛ t s ə n
Gleichgültigkeit	ɡ l a ɪ ç ɡ ʏ l t ɪ ç k a ɪ t
durchbrechen	d ʊ ɐ ç b r ɛ ç ə n
Anbindung	a n b ɪ n d ʊ ŋ
Innenministeriums	ɪ n ə n m iː n ɪ s t eː r iː ʊ m s
Regierungszentrale	r eː ɡ iː r ʊ ŋ s t s ə n t ʀ aː l ə
Zimmermann	t s ɪ m ɛ m a n
Hilfsbereitschaft	h ɪ l f s b ə r a ɪ t ʃ a f t
ungebrochen	ʊ n ɡ ə b r ɔ x ə n
Norden	n ɔ ʀ d ə n
Hamburgs	h a m b ʊ ɐ k s
einiger	a ɪ n ɪ ɡ ɛ
untergebracht	ʊ n t ɛ ɡ ə b r a x t
Bundeskanzleramt	b ʊ n d ə s k a n t s l eː r a m t
bestätigt	b ə ʃ t ɛː t ɪ ç t
Enteignungen	ɛ n t a ɪ ɡ n ʊ ŋ ə n
Rückgabe	r ʏ k ɡ aː b ə
Kolonie	k oː l oː n iː
Jurastudium	j uː r a s t uː d iː ʊ m
gewerkschaftliches	ɡ ə v ɛ ʀ k ʃ a f t l ɪ ç ə s
wirken	v ɪ ʀ k ə n
Pasadena	p a z a d ɛ n aː
Manövers	m a n øː f ɛ s
routinemäßig	r uː t iː n eː m ɛː s ɪ ç
unterbrochen	ʊ n t ɛ b r ɔ x ə n
Aufmerksamkeit	a ʊ f m ɛ ʀ k z aː m k a ɪ t
Witterung	v ɪ t ə r ʊ ŋ
Monats	m oː n aː t s
freien	f r a ɪ ə n
Universität	uː n iː v ɛ ʀ z iː t ɛː t
glücklose	ɡ l ʏ k l oː z ə
Sanherib	z a n h eː r iː p
umgebracht	ʊ m ɡ eː b r a x t
rachmächtigen	r a x m ɛ ç t ɪ ɡ ə n
ausgesetzt	a ʊ s ɡ ə z ɛ t s t
Gebhard	ɡ ə p h a ʀ t
Müller	m ʏ l ɛ
ruhig	r uː ɪ ç
blieb	b l iː p
Lagezentrums	l a ɡ eː t s ɛ n t ʀ ʊ m s
Norddeutschland	n ɔ ʀ d ɔ ɪ t ʃ l a n t
CSU-Mitglied	s eː ɛ s uː m ɪ t ɡ l iː t
Gemeinderat	ɡ ə m a ɪ n d eː r aː t
CSU-Liste	s eː ɛ s uː l ɪ s t ə
jenem	j eː n ə m
debattierte	d eː b a t iː ʀ t ə
Vorgänge	f oː ʀ ɡ ɛ ŋ ə
Fraktionen	f r a k t s ɪ oː n ə n
tagten	t aː k t ə n
Innenminister	ɪ n ə n m iː n ɪ s t ɛ
vereidigt	f ɛ ʀ a ɪ d ɪ ç t
albanische	a l b a n ɪ ʃ ə
Kadetten	k a d ɛ t ə n
türkischen	t ʏ ʀ k ɪ ʃ ə n
Militärschulen	m iː l iː t ɛ ʀ ʃ uː l ə n
ausgebildet	a ʊ s ɡ ə b ɪ l d ə t
Aufnahme	a ʊ f n aː m ə
Schweriner	ʃ v eː r ɪ n ɛ
Justizministerium	j ʊ s t ɪ t s m iː n ɪ s t eː r iː ʊ m
irakischer	iː r a k ɪ ʃ ɛ
Kontaktmann	k ɔ n t a k t m a n
Teheran	t eː eː r aː n
mehreren	m eː r ə r ə n
Monaten	m oː n aː t ə n
westdeutschen	v ɛ s t d ɔ ɪ t ʃ ə n
Erneuerung	ɛ ʀ n ɔ ɪ ə r ʊ ŋ
Präsidium	p r ɛː z iː d iː ʊ m
Bezirks-	b ə t s ɪ ʀ k s
Befragung	b ə f r a ɡ ʊ ŋ
Weitenteils	v a ɪ t ɛ n t a ɪ l s
explizite	ɛ k s p l iː t s iː t ə
vertragliche	f ɛ ʀ t ʀ aː k l ɪ ç ə
Politikbereiche	p oː l iː t iː k b ə r a ɪ ç ə
geschaffen	ɡ ə ʃ a f ə n
tätig	t ɛː t ɪ ç
ostafrikanischen	ɔ s t a f r iː k a n ɪ ʃ ə n
Falls	f a l s
erzielt	ɛ ʀ t s iː l t
Rückschlag	r ʏ k ʃ l aː k
praktische	p r a k t ɪ ʃ ə
frühere	f r yː ə r ə
fassen	f a s ə n
läuft	l ɔ ɪ f t
Programm	p r oː ɡ r a m
Ländern	l ɛ n d ɛ n
mecklenburgische	m ɛ k l ə n b ʊ ɐ ɡ ɪ ʃ ə
Herzog	h ɛ ʀ t s oː k
Ausbau	a ʊ s b a ʊ
Bades	b aː d ə s
allergnädigster	a l ɛ ɡ ə n ɛː d ɪ ç s t ɛ
Barmherzigkeit	b a ʀ m h ɛ t s ɪ ç k a ɪ t
Student	ʃ t uː d ɛ n t
Bankkaufmann	b a ŋ k a ʊ f m a n
Landtagsabgeordneter	l a n t t a ɡ z a b ɡ eː ɔ ʀ d n ə t ɛ
Arzt	a ʀ t s t
Rechtsanwalt	r ɛ ç t z a n v a l t
Universitätsdozent	uː n iː v ɛ ʀ z iː t ɛː t s d oː t s ɛ n t
Strafvollstreckungsbehörde	ʃ t ʀ a f f ɔ l s t ʀ ɛ k ʊ ŋ s b ə h œ ʀ d ə
Bundesanwaltschaft	b ʊ n d ə s a n v a l t ʃ a f t
Bündelung	b ʏ n d ə l ʊ ŋ
Wahltermine	v aː l t ɛ m iː n ə
streiten	ʃ t ʀ a ɪ t ə n
geographische	ɡ eː oː ɡ r a f ɪ ʃ ə
Waffengewalt	v a f ə n ɡ eː v a l t
Messerstichen	m ɛ s ɛ s t ɪ ç ə n
Brust	b r ʊ s t
dahinter	d aː h ɪ n t ɛ
verberge	f ɛ ʀ b ɛ ʀ ɡ ə
Hilflosigkeit	h ɪ l f l oː z ɪ ç k a ɪ t
oberägyptischen	oː b ɛ ɛː ɡ ʏ p t ɪ ʃ ə n
Dörfern	d œ ʀ f ɛ n
Häusern	h ɔ ɪ z ɛ n
Waffe	v a f ə
Mühe	m yː ə
macht	m a x t
Diebstahl	d iː p ʃ t aː l
melden	m ɛ l d ə n
stärkste	ʃ t ɛ ʀ k s t ə
Erdbeben	ɛ ʀ d b eː b ə n
schlimmere	ʃ l ɪ m ə r ə
Folgen	f ɔ l ɡ ə n
vermutet	f ɛ ʀ m uː t ə t
Defizitreduzierung	d eː f iː t s ɪ t ʀ eː d uː t s iː r ʊ ŋ
verwendet	f ɛ ʀ v ɛ n d ə t
wert	v ɛ ʀ t
gewählten	ɡ ə v ɛː l t ə n
Ortsvereine	ɔ ʀ t s f ɛ ʀ a ɪ n ə
Durchschnitt	d ʊ ɐ ç ʃ n ɪ t
17	z iː p t s eː n
Durchsetzung	d ʊ ɐ ç z ɛ t s ʊ ŋ
Flugverbots	f l uː ɡ f ɛ b oː t s
führende	f yː r ə n d ə
marokkanischen	m a r ɔ k a n ɪ ʃ ə n
Flugzeug	f l uː ɡ t s ɔ ɪ k
kehrte	k eː ʀ t ə
evangelische	eː v a ŋ ɛ l ɪ ʃ ə
Kirchentag	k ɪ ʀ ç ə n t aː k
eröffnet	ɛ ʀ œ f n ə t
Unsummen	ʊ n z ʊ m ə n
fließen	f l iː s ə n
Wohltaten	v oː l t aː t ə n
Altersversorgung	a l t ɛ s f ɛ z ɔ ʀ ɡ ʊ ŋ
weiß	v a ɪ s
anscheinend	a n ʃ a ɪ n ə n t
differenzierte	d ɪ f eː r ə n t s iː ʀ t ə
Indikationenregelung	ɪ n d iː k a t s ɪ oː n ə n r eː ɡ ə l ʊ ŋ
1976	a ɪ n t a ʊ z ə n t n ɔ ɪ n h ʊ n d ɛ t z ɛ k s ʊ n t z iː p t s ɪ ç
verhindern	f ɛ ʀ h ɪ n d ɛ n
vermocht	f ɛ ʀ m ɔ x t
Abtreibung	a p t ʀ a ɪ b ʊ ŋ
Massenerscheinung	m a s ə n ɛ ʃ a ɪ n ʊ ŋ
Jahrestag	j aː r ɛ s t aː k
Gedenkfeiern	ɡ ə d ɛ ŋ k f a ɪ ɛ n
Gottesdiensten	ɡ ɔ t ɛ s d iː n s t ə n
starben	ʃ t a ʀ b ə n
188	a ɪ n h ʊ n d ɛ t a x t ʊ n t a x t s ɪ ç
Puppenfabrik	p ʊ p ə n f a b r iː k
Ingenieure	ɪ ŋ eː n iː uː r ə
Sicherheitsvorschriften	z ɪ ç ɛ h a ɪ t s f oː ʀ ʃ r ɪ f t ə n
mißachtet	m iː s a x t ə t
Kopilotin	k oː p iː l oː t ɪ n
Sozialversicherung	z oː t s iː a l f ɛ ʀ z ɪ ç ə r ʊ ŋ
besprochen	b ə ʃ p r ɔ x ə n
Teamarbeit	t eː a m a ʀ b a ɪ t
klarer	k l aː r ɛ
1943	a ɪ n t a ʊ z ə n t n ɔ ɪ n h ʊ n d ɛ t d r a ɪ ʊ n t f ɪ ʀ t s ɪ ç
Kapitel	k a p iː t ə l
Italien	iː t a l ɪ eː n
deutsch-italienische	d ɔ ɪ t ʃ iː t a l ɪ eː n ɪ ʃ ə
Riad	r iː aː t
Iraker	iː r aː k ɛ
geflüchteten	ɡ ə f l ʏ ç t ə t ə n
Zuflucht	t s uː f l ʊ x t
gewähren	ɡ ə v ɛː r ə n
Angehörige	a n ɡ ə h øː r ɪ ɡ ə
Minderheit	m ɪ n d ɛ h a ɪ t
Gemeindewahlen	ɡ ə m a ɪ n d eː v aː l ə n
standen	ʃ t a n d ə n
Bündniszwang	b ʏ n d n ɪ s t s v a ŋ
Vöcking	v œ k ɪ ŋ
Bundeskanzleramtes	b ʊ n d ə s k a n t s l eː r a m t ə s
weitergegeben	v a ɪ t ɛ ɡ ə ɡ eː b ə n
schaden	ʃ aː d ə n
betrügerische	b ə t ʀ yː ɡ ə r ɪ ʃ ə
Weise	v a ɪ z ə
beschafft	b ə ʃ a f t
gesucht	ɡ ə z uː x t
Tauschgeschäften	t a ʊ ʃ ɡ ɛ ʃ ɛ f t ə n
Dozentenkollegium	d oː t s ə n t ɛ n k ɔ l eː ɡ iː ʊ m
Sprachenkonvikts	ʃ p r aː x ə n k ɔ n v ɪ k t s
taktisch	t a k t ɪ ʃ
beraten	b ə r aː t ə n
Vorabend	f oː ʀ aː b ə n t
Rücktritts	r ʏ k t ʀ ɪ t s
empfohlen	ɛ m p f oː l ə n
anfangs	a n f a ŋ s
Illoyalität	ɪ l ɔ a j aː l iː t ɛː t
1974	a ɪ n t a ʊ z ə n t n ɔ ɪ n h ʊ n d ɛ t f iː ʀ ʊ n t z iː p t s ɪ ç
ans	a n s
Netz	n ɛ t s
gegangene	ɡ ə ɡ a ŋ ə n ə
Reaktor	r eː a k t oː ʀ
Ufer	uː f ɛ
Ganges	ɡ a ŋ ə s
Ausmaße	a ʊ s m aː s ə
versicherten	f ɛ ʀ z ɪ ç ɛ t ə n
innenpolitischen	ɪ n ə n p oː l iː t ɪ ʃ ə n
überhaupt	yː b ɛ h a ʊ p t
tausend	t a ʊ z ə n t
Sozialhilfeempfänger	z oː t s iː a l h ɪ l f eː m p f ɛ ŋ ɛ
vollverdienender	f ɔ l f ɛ ʀ d iː n ə n d ɛ
Arbeitnehmer	a ʀ b a ɪ t n eː m ɛ
Einkommen	a ɪ n k ɔ m ə n
Japaner	j a p aː n ɛ
Umstand	ʊ m ʃ t a n t
Traditionen	t ʀ a d iː t s ɪ oː n ə n
hinweisen	h ɪ n v a ɪ z ə n
Transportflieger	t ʀ a n s p ɔ ʀ t f l iː ɡ ɛ
Bundesluftwaffe	b ʊ n d ə s l ʊ f t v a f ə
Ostbosnien	ɔ s t b ɔ s n ɪ ə n
Zusammenführung	t s uː z a m ə n f yː r ʊ ŋ
Rentensysteme	r ɛ n t ə n z ʏ s t eː m ə
algerische	a l ɡ ə r ɪ ʃ ə
freigelassen	f r a ɪ ɡ ə l a s ə n
Vorstellungen	f oː ʀ ʃ t ɛ l ʊ ŋ ə n
Konferenz	k ɔ n f eː r ɛ n t s
74	f iː ʀ ʊ n t z iː p t s ɪ ç
zählender	t s ɛː l ə n d ɛ
Nationalrat	n a t s ɪ oː n a l r aː t
Übergangsautorität	yː b ɛ ɡ a ŋ z a ʊ t oː r iː t ɛː t
hervorgegangene	h ɛ ʀ f oː ʀ ɡ ə ɡ a ŋ ə n ə
Ausnahmezustand	a ʊ s n aː m eː t s ʊ s t a n t
November	n oː v ɛ m b ɛ
verlängert	f ɛ ʀ l ɛ ŋ ɛ t
geldliche	ɡ ɛ l t l ɪ ç ə
Entschädigung	ɛ n t ʃ ɛː d ɪ ɡ ʊ ŋ
verwiesen	f ɛ ʀ v iː z ə n
empfangenen	ɛ m p f a ŋ ə n ə n
Beträgen	b ə t ʀ ɛː ɡ ə n
sichere	z ɪ ç ə r ə
Voraussage	f oː r a ʊ s z aː ɡ ə
gleichsam	ɡ l a ɪ k s aː m
beleidigte	b ə l a ɪ d ɪ ç t ə
Leberwurst	l eː b ɛ v uː ʀ s t
spielt	ʃ p iː l t
fraglich	f r aː k l ɪ ç
,ob	ɔ p
verhandeln	f ɛ ʀ h a n d ə l n
kann'	k a n
völlig	f œ l ɪ ç
unverständlich	ʊ n f ɛ ʀ ʃ t ɛ n t l ɪ ç
vllig	f a ʊ ɛ l l iː k
unverstndlich	ʊ n f ɛ ʀ s t n d l ɪ ç
verändern	f ɛ ʀ ɛ n d ɛ n
SPD-Politikerin	ɛ s p eː d eː p oː l iː t iː k ə r ɪ n
Presse-Agentur	p r ɛ s ə a ɡ ə n t uː ʀ
Wintergetreide	v ɪ n t ɛ ɡ ə t ʀ a ɪ d ə
Ähren	ɛː r ə n
schiebt	ʃ iː p t
Wasserbedarf	v a s ɛ b ə d a ʀ f
PKK-Camps	p eː k aː k aː k a m p s
Beschuß	b ə ʃ uː s
Verfassungsminister	f ɛ ʀ f a s ʊ ŋ s m iː n ɪ s t ɛ
Meyer	m eː ɛ
Verhandlungsführer	f ɛ ʀ h a n d l ʊ ŋ s f yː r ɛ
Staatsempfängen	ʃ t aː t z ɛ m p f ɛ ŋ ə n
Schloß	ʃ l oː s
Balmoral	b a l m oː r aː l
Sandringham	z a n d r ɪ ŋ h aː m
persönlichen	p ɛ ʀ z øː n l ɪ ç ə n
Schlössern	ʃ l œ s ɛ n
Queen	k v eː n
beglichen	b ə ɡ l ɪ ç ə n
vorangegangen	f oː r a n ɡ ə ɡ a ŋ ə n
dramatische	d r a m aː t ɪ ʃ ə
unausgesprochen	ʊ n a ʊ s ɡ ə ʃ p r ɔ x ə n
einig	a ɪ n ɪ ç
seitens	z a ɪ t ə n s
Deportation	d eː p ɔ ʀ t a t s ɪ oː n
völkerrechtswidrig	f œ l k ɛ r ɛ ç t s v ɪ d r ɪ ç
inhuman	ɪ n h uː m aː n
Spitzenkandidat	ʃ p ɪ t s ə n k a n d iː d aː t
Beraterkreis	b ə r a t ɛ k r a ɪ s
verpflichtet	f ɛ ʀ p f l ɪ ç t ə t
ständigen	ʃ t ɛ n d ɪ ɡ ə n
Sitz	z ɪ t s
nannte	n a n t ə
Militärschläge	m iː l iː t ɛ ʀ ʃ l ɛː ɡ ə
nutzlos	n ʊ t s l oː s
Massive	m a s iː v ə
erhebt	ɛ ʀ h eː p t
Bundesrechnungshof	b ʊ n d ə s r ɛ ç n ʊ ŋ s h oː f
Ministerien	m iː n ɪ s t eː r iː ə n
obersten	oː b ɛ s t ə n
Bundesbehörden	b ʊ n d ə s b eː œ ʀ d ə n
Fahrer	f aː r ɛ
Transporters	t ʀ a n s p ɔ ʀ t ɛ s
tödlich	t øː t l ɪ ç
Kontrolle	k ɔ n t ʀ ɔ l ə
durchkam	d ʊ ɐ ç k aː m
biegt	b iː k t
hundert	h ʊ n d ɛ t
Meter	m eː t ɛ
links	l ɪ ŋ k s
Gerichts	ɡ ə r ɪ ç t s
Abstimmungsverhältnis	a p ʃ t ɪ m ʊ ŋ s f ɛ h ɛ l t n ɪ s
Verkündungstage	f ɛ ʀ k ʏ n d ʊ ŋ s t aː ɡ ə
Passagierflugzeugs	p a s a ʒ iː ʀ f l ʊ k t s ɔ ɪ k s
Rundfunks	r ʊ n t f ʊ ŋ k s
Taiwans	t a ɪ v aː n s
Taipeh	t a ɪ p eː
Prag	p r aː k
brach	b r a x
Nacht	n a x t
verdanken	f ɛ ʀ d a ŋ k ə n
Symbol	z ʏ m b oː l
Bodens	b oː d ə n s
Hamburg	h a m b ʊ ɐ k
befinde	b ə f ɪ n d ə
städtebauliche	ʃ t ɛ t eː b a ʊ l ɪ ç ə
Kleinod	k l a ɪ n oː t
Moldau	m ɔ l d a ʊ
Freunde	f r ɔ ɪ n d ə
Veränderung	f ɛ ʀ ɛ n d ə r ʊ ŋ
aufmerksam	a ʊ f m ɛ ʀ k z aː m
liebevoll-kritisch	l iː b eː f ɔ l k r iː t ɪ ʃ
begleiten	b ə ɡ l a ɪ t ə n
beharrten	b ə h a ʀ t ə n
kleineren	k l a ɪ n ə r ə n
Abmachung	a p m a x ʊ ŋ
direkt	d iː r ɛ k t
Volk	f ɔ l k
genannt	ɡ ə n a n t
wächst	v ɛ k s t
Pflege	p f l eː ɡ ə
voraussichtlich	f oː r a ʊ s z ɪ ç t l ɪ ç
abnehmen	a p n eː m ə n
getan	ɡ ə t aː n
Emotionen	eː m oː t s ɪ oː n ə n
Sachkenntnis	z a x k ə n t n ɪ s
kühles	k yː l ə s
regenreiches	r eː ɡ ə n r a ɪ ç ə s
Frankfurter	f r a ŋ k f ʊ ɐ t ɛ
Meteorologen	m eː t eː oː r oː l oː ɡ ə n
Bauernkalender	b a ʊ ɛ ʀ n k aː l ə n d ɛ
greifen	ɡ r a ɪ f ə n
Wechsel	v ɛ k s ə l
offiziell	ɔ f iː t s j ɛ l
Parlamentsvorsitzende	p a ʀ l a m ɛ n t s f oː ʀ z ɪ t s ə n d ə
offenen	ɔ f ə n ə n
zurückschreckt	t s uː r ʏ k ʃ r ɛ k t
Beilegung	b a ɪ l eː ɡ ʊ ŋ
Krise	k r iː z ə
unternommen	ʊ n t ɛ n ɔ m ə n
Teils	t a ɪ l s
weißen	v a ɪ s ə n
Einwohner	a ɪ n v oː n ɛ
Walfischbucht	v a l f ɪ ʃ b ʊ x t
Unter-	ʊ n t ɛ
überschätzen	yː b ɛ ʃ ɛ t s ə n
beschrieb	b ə ʃ r iː p
langsam	l a ŋ z aː m
tröpfeln	t ʀ œ p f ə l n
vereinzelte	f ɛ ʀ a ɪ n t s ɛ l t ə
Entwurf	ɛ n t v ʊ ɐ f
Gliedern	ɡ l iː d ɛ n
Gleichbehandlung	ɡ l a ɪ ç b eː a n d l ʊ ŋ
zugesagt	t s uː ɡ eː z aː k t
Elf	ɛ l f
tödlichen	t øː t l ɪ ç ə n
Solingen	z oː l ɪ ŋ ə n
züngeln	t s ʏ ŋ ə l n
Flammen	f l a m ə n
Wohnhäusern	v oː n h ɔ ɪ z ɛ n
Lokalen	l oː k aː l ə n
Fälle	f ɛ l ə
aufgeklärt	a ʊ f ɡ ə k l ɛ ʀ t
SPD-Vorsitzende	ɛ s p eː d eː f oː ʀ z ɪ t s ə n d ə
Ansehen	a n z eː ə n
Kabinett	k a b iː n ɛ t
erheblichen	ɛ ʀ h eː p l ɪ ç ə n
Unmut	ʊ n m uː t
Polizeieinsatz	p oː l iː t s a ɪ a ɪ n z a t s
zeitlichen	t s a ɪ t l ɪ ç ə n
Abstand	a p ʃ t a n t
Prostitution	p r oː s t iː t uː t s ɪ oː n
Sinn	z ɪ n
vorgelegten	f oː ʀ ɡ ə l eː k t ə n
Kopien	k oː p iː ə n
Stellen	ʃ t ɛ l ə n
aufgefunden	a ʊ f ɡ ə f ʊ n d ə n
buddhistische	b ʊ d h ɪ s t ɪ ʃ ə
Liberale	l iː b eː r aː l ə
3,7	d r a ɪ z iː b ə n
Sitze	z ɪ t s ə
laßt	l a s t
Entschluß	ɛ n t ʃ l uː s
reformieren	r eː f ɔ ʀ m iː r ə n
Privilegien	p r iː v iː l eː ɡ iː ə n
ersticken	ɛ ʀ ʃ t ɪ k ə n
Konföderation	k ɔ n f øː d eː r a t s ɪ oː n
geeinigt	ɡ ə a ɪ n ɪ k t
rechtspopulistische	r ɛ ç t s p oː p uː l ɪ s t ɪ ʃ ə
Fortschrittspartei	f ɔ ʀ t ʃ r ɪ t s p a ʀ t a ɪ
Volkssozialisten	f ɔ l k s z oː t s iː a l ɪ s t ə n
Republik	r eː p uː b l iː k
begründetes	b ə ɡ r ʏ n d ə t ə s
südlich	z yː t l ɪ ç
Kosovo	k oː z oː v oː
Mazedonien	m a t s eː d oː n ɪ ə n
ausweiten	a ʊ s v a ɪ t ə n
Trotz	t ʀ ɔ t s
Antrages	a n t ʀ aː ɡ ə s
SPD-Bundestagsfraktion	ɛ s p eː d eː b ʊ n d ə s t a k s f r a k t s ɪ oː n
Koalition	k oː a l iː t s ɪ oː n
Grundgesetzänderung	ɡ r ʊ n d ɡ eː z ɛ t s ɛ n d ə r ʊ ŋ
Konzentrationslager	k ɔ n t s ɛ n t ʀ a t s ɪ oː n s l aː ɡ ɛ
kroatische	k r oː aː t ɪ ʃ ə
kannte	k a n t ə
nationalistischen	n a t s ɪ oː n a l ɪ s t ɪ ʃ ə n
Bestrebungen	b ə ʃ t ʀ eː b ʊ ŋ ə n
überlebenden	yː b ɛ l eː b ə n d ə n
Mannes	m a n ə s
Abiturienten	a p iː t uː r ɪ ɛ n t ə n
Studenten	ʃ t uː d ɛ n t ə n
Justizministerin	j ʊ s t ɪ t s m iː n ɪ s t ə r ɪ n
fundierten	f ʊ n d iː ʀ t ə n
verfassungsrechtlichen	f ɛ ʀ f a s ʊ ŋ s r ɛ ç t l ɪ ç ə n
Zweifeln	t s v a ɪ f ə l n
Khartum	k h a ʀ t uː m
49	n ɔ ɪ n ʊ n t f ɪ ʀ t s ɪ ç
