Word	IPA transcription
brisent	b ʁ i z
accident	a k s i d ɑ̃
nécessiter	n e s ɛ s i t e
logistiques	l ɔ ʒ i s t i k
l'intervention	l ɛ̃ t ɛ ʁ v ɑ̃ s j ɔ̃
délinquance	d e l ɛ̃ k ɑ̃ s
détenues	d e t ə n y
pénitentiaires	p e n i t ɑ̃ s j ɛ ʁ
sachiez	s a ʃ j e
couvertes	k u v ɛ ʁ t
circonscriptions	s i ʁ k ɔ̃ s k ʁ i p s j ɔ̃
soldes	s ɔ l d
promotions	p ʁ ɔ m ɔ s j ɔ̃
courir	k u ʁ i ʁ
aisées	ɛ z e
l'épaisseur	l e p ɛ s œ ʁ
graphes	ɡ ʁ a f
varie	v a ʁ i
l'hypothèse	l i p ɔ t ɛ z
expliqueront	ɛ k s p l i k ʁ ɔ̃
migrations	m i ɡ ʁ a s j ɔ̃
perfectible	p ɛ ʁ f ɛ k t i b l
perverti	p ɛ ʁ v ɛ ʁ t i
religion	ʁ ə l i ʒ j ɔ̃
l'obscurantisme	l ɔ b s k y ʁ ɑ̃ t i s m
indispensable	ɛ̃ d i s p ɑ̃ s a b l
incontournable	ɛ̃ k ɔ̃ t u ʁ n a b l
Richesse	ʁ i ʃ ɛ s
entrées	ɑ̃ t ʁ e
illustrations	i l y s t ʁ a s j ɔ̃
atlas	a t l a
diaporamas	d j a p ɔ ʁ a m a
prolonge	p ʁ ɔ l ɔ̃ ʒ
signal	s i n j a l
quantification	k w ɑ̃ t i f i k a s j ɔ̃
introductive	ɛ̃ t ʁ ɔ d y k t i v
parcellaire	p a ʁ s ɛ l ɛ ʁ
terroir	t ɛ ʁ w a ʁ
cultivant	k y l t i v ɑ̃
minutieusement	m i n y s j ø z m ɑ̃
arboricole	a ʁ b ɔ ʁ i k ɔ l
précoces	p ʁ e k ɔ s
marmotte	m a ʁ m ɔ t
terrier	t ɛ ʁ j e
moufette	m u f ɛ t
déambule	d e ɑ̃ b y l
lentement	l ɑ̃ t m ɑ̃
certaine	s ɛ ʁ t ɛ n
malodorant	m a l ɔ d ɔ ʁ ɑ̃
distinguent	d i s t ɛ̃ ɡ
d'en	d ɑ̃
aléatoires	a l e a t w a ʁ
probabilistes	p ʁ ɔ b a b i l i s t
rurales	ʁ y ʁ a l
chèques	ʃ ɛ k
blanc	b l ɑ̃
volées	v ɔ l e
passèrent	p a s ɛ ʁ
légèreté	l e ʒ ɛ ʁ t e
commirent	k ɔ m i ʁ
torture	t ɔ ʁ t y ʁ
tueries	t y ʁ i
apprit	a p ʁ i
atroces	a t ʁ ɔ s
rescapés	ʁ ɛ s k a p e
concurrentiels	k ɔ̃ k y ʁ ɑ̃ s j ɛ l
perçus	p ɛ ʁ s y
inclure	ɛ̃ k l y ʁ
suivantes	s y i v ɑ̃ t
venir	v ə n i ʁ
récent	ʁ e s ɑ̃
celui-ci	s ə l y i s i
jouit	ʒ u i
binaire	b i n ɛ ʁ
séries	s e ʁ i
détériorent	d e t e ʁ j ɔ ʁ
envoient	ɑ̃ v w a
confronte	k ɔ̃ f ʁ ɔ̃ t
déduit	d e d y i
L'abaissement	l a b ɛ s m ɑ̃
estime	ɛ s t i m
déplacement	d e p l a s m ɑ̃
ph	p e a ʃ
l'eau	l o
lac	l a k
facturation	f a k t y ʁ a s j ɔ̃
consommés	k ɔ̃ s ɔ m e
devoirs	d ə v w a ʁ
péché	p e ʃ e
loin	l w ɛ̃
survol	s y ʁ v ɔ l
brassés	b ʁ a s e
pêle-mêle	p ɛ l m ɛ l
mat	m a t
déterminent	d e t ɛ ʁ m i n
spécificité	s p e s i f i s i t e
cellulaire	s ɛ l y l ɛ ʁ
fécondation	f e k ɔ̃ d a s j ɔ̃
imposantes	ɛ̃ p o z ɑ̃ t
diamètre	d j a m ɛ t ʁ
hauteur	o t œ ʁ
régulariser	ʁ e ɡ y l a ʁ i z e
prospecter	p ʁ ɔ s p ɛ k t e
indexer	ɛ̃ d ɛ k s e
émissions	e m i s j ɔ̃
conversion	k ɔ̃ v ɛ ʁ s j ɔ̃
convertir	k ɔ̃ v ɛ ʁ t i ʁ
importations	ɛ̃ p ɔ ʁ t a s j ɔ̃
provenance	p ʁ ɔ v n ɑ̃ s
frappées	f ʁ a p e
douane	d u a n
sensiblement	s ɑ̃ s i b l ə m ɑ̃
élevés	e l v e
variantes	v a ʁ j ɑ̃ t
phonologiques	f ɔ n ɔ l ɔ ʒ i k
lexical	l ɛ k s i k a l
prononciations	p ʁ ɔ n ɔ̃ s j a s j ɔ̃
spécifiées	s p e s i f j e
Stages	s t a ʒ
indépendamment	ɛ̃ d e p ɑ̃ d a m ɑ̃
validés	v a l i d e
calcium	k a l s j ɔ m
nouveau-né	n u v o n e
convulsions	k ɔ̃ v y l s j ɔ̃
contradictoire	k ɔ̃ t ʁ a d i k t w a ʁ
rapporteur	ʁ a p ɔ ʁ t œ ʁ
entend	ɑ̃ t ɑ̃
formulées	f ɔ ʁ m y l e
ingénieur	ɛ̃ ʒ e n j œ ʁ
d'hygiène	d i ʒ j ɛ n
loger	l ɔ ʒ e
précédées	p ʁ e s e d e
revendicatifs	ʁ ə v ɑ̃ d i k a t i f
organisés	ɔ ʁ ɡ a n i z e
sans-logis	s ɑ̃ l ɔ ʒ i
évolue	e v ɔ l y
d'équipes	d e k i p
atelier	a t ə l j e
usine	y z i n
intérieur	ɛ̃ t e ʁ j œ ʁ
déterminera	d e t ɛ ʁ m i n ʁ a
présents	p ʁ e z ɑ̃
établis	e t a b l i
prélevés	p ʁ e l v e
magasin	m a ɡ a z ɛ̃
envoyés	ɑ̃ v w a j e
ateliers	a t ə l j e
tranquilles	t ʁ ɑ̃ k i l
randonnées	ʁ ɑ̃ d ɔ n e
bienfaits	b j ɛ̃ f ɛ
terrasse	t ɛ ʁ a s
château	ʃ a t o
idéal	i d e a l
commencer	k ɔ m ɑ̃ s e
douce	d u s
occupé	ɔ k y p e
raccordement	ʁ a k ɔ ʁ d ə m ɑ̃
micro-ordinateurs	m i k ʁ o ɔ ʁ d i n a t œ ʁ
antigènes	ɑ̃ t i ʒ ɛ n
dose	d o z
marqueurs	m a ʁ k œ ʁ
tumeur	t y m œ ʁ
abstraite	a b s t ʁ ɛ t
l'identité	l i d ɑ̃ t i t e
continuité	k ɔ̃ t i n y i t e
caractérise	k a ʁ a k t e ʁ i z
tenace	t ə n a s
surplus	s y ʁ p l y
d'échecs	d e ʃ ɛ k
fréquence	f ʁ e k ɑ̃ s
sentiments	s ɑ̃ t i m ɑ̃
dévalorisation	d e v a l ɔ ʁ i z a s j ɔ̃
robotique	ʁ ɔ b ɔ t i k
lunaire	l y n ɛ ʁ
débarquer	d e b a ʁ k e
robots	ʁ ɔ b o
individuelles	ɛ̃ d i v i d y ɛ l
royaumes	ʁ w a j o m
chrétiens	k ʁ e t j ɛ̃
enclaves	ɑ̃ k l a v
chrétiennes	k ʁ e t j ɛ n
subsister	s y b z i s t e
montagneuses	m ɔ̃ t a n j ø z
entre-temps	ɑ̃ t ʁ t ɑ̃
indésirables	ɛ̃ d e z i ʁ a b l
semestre	s ə m ɛ s t ʁ
rédigent	ʁ e d i ʒ
comportant	k ɔ̃ p ɔ ʁ t ɑ̃
montage	m ɔ̃ t a ʒ
souveraineté	s u v ʁ ɛ n t e
municipaux	m y n i s i p o
maire	m ɛ ʁ
constituées	k ɔ̃ s t i t y e
spécialisé	s p e s j a l i z e
couplant	k u p l ɑ̃
systémique	s i s t e m i k
thermique	t ɛ ʁ m i k
thermodynamique	t ɛ ʁ m o d i n a m i k
réacteurs	ʁ e a k t œ ʁ
vraisemblablement	v ʁ ɛ s ɑ̃ b l a b l ə m ɑ̃
épreuve	e p ʁ ø v
inutile	i n y t i l
cacher	k a ʃ e
stagné	s t a n j e
score	s k ɔ ʁ
Schématiquement	ʃ e m a t i k m ɑ̃
immédiates	i m m e d j a t
propositionnelle	p ʁ ɔ p o z i s j ɔ n ɛ l
démonstration	d e m ɔ̃ s t ʁ a s j ɔ̃
imposable	ɛ̃ p o z a b l
net	n ɛ t
divisé	d i v i z e
parts	p a ʁ
correspondant	k ɔ ʁ ɛ s p ɔ̃ d ɑ̃
quotient	k ɔ s j ɑ̃
familial	f a m i l j a l
bénéficie	b e n e f i s i
contribuable	k ɔ̃ t ʁ i b y a b l
facture	f a k t y ʁ
détail	d e t a j
circulaire	s i ʁ k y l ɛ ʁ
annonça	a n ɔ̃ s a
vigoureuses	v i ɡ u ʁ ø z
commandements	k ɔ m ɑ̃ d m ɑ̃
étouffer	e t u f e
l'insurrection	l ɛ̃ s y ʁ ɛ k s j ɔ̃
remercier	ʁ ə m ɛ ʁ s j e
aventure	a v ɑ̃ t y ʁ
alliance	a l j ɑ̃ s
précédente	p ʁ e s e d ɑ̃ t
basé	b a z e
poreux	p ɔ ʁ ø
Soulignons	s u l i n j ɔ̃
étiqueter	e t i k t e
alimentaire	a l i m ɑ̃ t ɛ ʁ
réunissent	ʁ e y n i s
tranche	t ʁ ɑ̃ ʃ
dépendante	d e p ɑ̃ d ɑ̃ t
séparateurs	s e p a ʁ a t œ ʁ
symbole	s ɛ̃ b ɔ l
tabulation	t a b y l a s j ɔ̃
chariot	ʃ a ʁ j o
règlent	ʁ ɛ ɡ l
paquet	p a k ɛ
rouge	ʁ u ʒ
indépendant	ɛ̃ d e p ɑ̃ d ɑ̃
contribue	k ɔ̃ t ʁ i b y
fermement	f ɛ ʁ m ə m ɑ̃
relativiser	ʁ ə l a t i v i z e
managers	m a n a ʒ e
intoxications	ɛ̃ t ɔ k s i k a s j ɔ̃
secret	s ə k ʁ ɛ
préparations	p ʁ e p a ʁ a s j ɔ̃
ombres	ɔ̃ b ʁ
profilent	p ʁ ɔ f i l
falaises	f a l ɛ z
nocturne	n ɔ k t y ʁ n
chants	ʃ ɑ̃
s'élèvent	s e l ɛ v
purs	p y ʁ
vis-à-vis	v i z a v i
concitoyens	k ɔ̃ s i t w a j ɛ̃
fonctionnalité	f ɔ̃ k s j ɔ n a l i t e
pointes	p w ɛ̃ t
agressions	a ɡ ʁ ɛ s j ɔ̃
quart	k a ʁ
soutenances	s u t n ɑ̃ s
relevait	ʁ ə l v ɛ
assertion	a s ɛ ʁ s j ɔ̃
comporter	k ɔ̃ p ɔ ʁ t e
Subsiste	s y b z i s t
interrogation	ɛ̃ t ɛ ʁ ɔ ɡ a s j ɔ̃
relégation	ʁ ə l e ɡ a s j ɔ̃
climatisme	k l i m a t i s m
thermalisme	t ɛ ʁ m a l i s m
tourisme	t u ʁ i s m
complémentarité	k ɔ̃ p l e m ɑ̃ t a ʁ i t e
gérer	ʒ e ʁ e
intégralité	ɛ̃ t e ɡ ʁ a l i t e
cruciaux	k ʁ y s j o
maîtrisés	m ɛ t ʁ i z e
entraîné	ɑ̃ t ʁ ɛ n e
côtières	k o t j ɛ ʁ
Qui	k i
contraindre	k ɔ̃ t ʁ ɛ̃ d ʁ
réviser	ʁ e v i z e
misaient	m i z ɛ
venue	v ə n y
l'horizon	l ɔ ʁ i z ɔ̃
d'idées	d i d e
scrupuleux	s k ʁ y p y l ø
bordereau	b ɔ ʁ d ə ʁ o
identifie	i d ɑ̃ t i f i
producteur	p ʁ ɔ d y k t œ ʁ
collecteur	k ɔ l ɛ k t œ ʁ
final	f i n a l
répète	ʁ e p ɛ t
électrodynamique	e l ɛ k t ʁ ɔ d i n a m i k
courants	k u ʁ ɑ̃
magnétosphère	m a n j e t ɔ s f ɛ ʁ
appelés	a p l e
convection	k ɔ̃ v ɛ k s j ɔ̃
retirer	ʁ ə t i ʁ e
jeton	ʒ ə t ɔ̃
jetons	ʒ ə t ɔ̃
examinés	ɛ ɡ z a m i n e
formulation	f ɔ ʁ m y l a s j ɔ̃
existants	ɛ ɡ z i s t ɑ̃
d'étude	d e t y d
caractérisation	k a ʁ a k t e ʁ i z a s j ɔ̃
isolants	i z ɔ l ɑ̃
d'imprégnation	d ɛ̃ p ʁ e n j a s j ɔ̃
viscosité	v i s k o z i t e
rétreint	ʁ e t ʁ ɛ̃
polymérisation	p o l i m e ʁ i z a s j ɔ̃
corréler	k ɔ ʁ e l e
remédier	ʁ ə m e d j e
insuffisances	ɛ̃ s y f i z ɑ̃ s
constatées	k ɔ̃ s t a t e
difficilement	d i f i s i l m ɑ̃
déployé	d e p l w a j e
s'agissait	s a ʒ i s ɛ
d'avancer	d a v ɑ̃ s e
constatant	k ɔ̃ s t a t ɑ̃
acte	a k t
désaccords	d e z a k ɔ ʁ
blocage	b l ɔ k a ʒ
carrières	k a ʁ j ɛ ʁ
renforcer	ʁ ɑ̃ f ɔ ʁ s e
démoralisants	d e m ɔ ʁ a l i z ɑ̃
moteurs	m ɔ t œ ʁ
causal	k o z a l
l'activité	l a k t i v i t e
solaire	s ɔ l ɛ ʁ
prêchent	p ʁ ɛ ʃ
coordonnée	k ɔ ɔ ʁ d ɔ n e
Généralement	ʒ e n e ʁ a l m ɑ̃
conçus	k ɔ̃ s y
autoriser	o t o ʁ i z e
précédés	p ʁ e s e d e
restes	ʁ ɛ s t
impossibles	ɛ̃ p ɔ s i b l
juger	ʒ y ʒ e
isotope	i z ɔ t ɔ p
radioactif	ʁ a d j o a k t i f
émet	e m ɛ
ionisants	j ɔ n i z ɑ̃
nourris	n u ʁ i
poissons	p w a s ɔ̃
gibier	ʒ i b j e
viande	v j ɑ̃ d
mécontente	m e k ɔ̃ t ɑ̃ t
actrice	a k t ʁ i s
douleur	d u l œ ʁ
attaquait	a t a k ɛ
fibres	f i b ʁ
dégagées	d e ɡ a ʒ e
solidarité	s ɔ l i d a ʁ i t e
vieillesse	v j ɛ j ɛ s
classification	k l a s i f i k a s j ɔ̃
nord-américaines	n ɔ ʁ a m e ʁ i k ɛ n
asiatiques	a z j a t i k
graveur	ɡ ʁ a v œ ʁ
merveille	m ɛ ʁ v ɛ j
timbres	t ɛ̃ b ʁ
gravés	ɡ ʁ a v e
taille-douce	t a j d u s
apprécieront	a p ʁ e s i ʁ ɔ̃
fleuron	f l ø ʁ ɔ̃
philatélique	f i l a t e l i k
préfecture	p ʁ e f ɛ k t y ʁ
états	e t a
primaires	p ʁ i m ɛ ʁ
ouvrant	u v ʁ ɑ̃
documentaires	d ɔ k y m ɑ̃ t ɛ ʁ
francophonie	f ʁ ɑ̃ k ɔ f ɔ n i
secteurs	s ɛ k t œ ʁ
régionale	ʁ e ʒ j ɔ n a l
Naturellement	n a t y ʁ ɛ l m ɑ̃
médiateur	m e d j a t œ ʁ
respecte	ʁ ɛ s p ɛ k t
confèrent	k ɔ̃ f ɛ ʁ
incontestables	ɛ̃ k ɔ̃ t ɛ s t a b l
tension	t ɑ̃ s j ɔ̃
ralentir	ʁ a l ɑ̃ t i ʁ
disparition	d i s p a ʁ i s j ɔ̃
larmes	l a ʁ m
artificielles	a ʁ t i f i s j ɛ l
verres	v ɛ ʁ
coudre	k u d ʁ
demi-lune	d ə m i l y n
Copilotes	k ɔ p i l ɔ t
copilotes	k ɔ p i l ɔ t
lointain	l w ɛ̃ t ɛ̃
verbal	v ɛ ʁ b a l
rêve	ʁ ɛ v
déclencher	d e k l ɑ̃ ʃ e
certainement	s ɛ ʁ t ɛ n m ɑ̃
saisines	s ɛ z i n
parvenues	p a ʁ v ə n y
fonder	f ɔ̃ d e
appréciation	a p ʁ e s j a s j ɔ̃
rationnels	ʁ a s j ɔ n ɛ l
buts	b y t
habiles	a b i l
physionomistes	f i z j ɔ n ɔ m i s t
exercés	ɛ ɡ z ɛ ʁ s e
sachent	s a ʃ
clef	k l e
éparses	e p a ʁ s
passion	p a s j ɔ̃
procèdent	p ʁ ɔ s ɛ d
précisons	p ʁ e s i z ɔ̃
posée	p o z e
focal	f ɔ k a l
Organisation	ɔ ʁ ɡ a n i z a s j ɔ̃
l'entretien	l ɑ̃ t ʁ ə t j ɛ̃
d'infrastructures	d ɛ̃ f ʁ a s t ʁ y k t y ʁ
d'irrigation	d i ʁ i ɡ a s j ɔ̃
nécessitent	n e s ɛ s i t
Vouloir	v u l w a ʁ
renforcé	ʁ ɑ̃ f ɔ ʁ s e
élargi	e l a ʁ ʒ i
dépassement	d e p a s m ɑ̃
soumettre	s u m ɛ t ʁ
indivisibles	ɛ̃ d i v i z i b l
durabilité	d y ʁ a b i l i t e
sollicitude	s ɔ l i s i t y d
occupant	ɔ k y p ɑ̃
fabriquant	f a b ʁ i k ɑ̃
mettant	m ɛ t ɑ̃
pyrotechniques	p i ʁ ɔ t ɛ k n i k
explosives	ɛ k s p l o z i v
appréhendée	a p ʁ e ɑ̃ d e
variable	v a ʁ j a b l
institutionnelle	ɛ̃ s t i t y s j ɔ n ɛ l
accueillent	a k œ j
milles	m i l
gage	ɡ a ʒ
dynamisme	d i n a m i s m
artistique	a ʁ t i s t i k
exceptionnellement	ɛ k s ɛ p s j ɔ n ɛ l m ɑ̃
riche	ʁ i ʃ
avisent	a v i z
télégramme	t e l e ɡ ʁ a m
saisis	s ɛ z i
bilatérale	b i l a t e ʁ a l
partenariat	p a ʁ t ə n a ʁ j a
débute	d e b y t
protéines	p ʁ ɔ t e i n
connues	k ɔ n y
répertoriées	ʁ e p ɛ ʁ t ɔ ʁ j e
superbe	s y p ɛ ʁ b
enfermé	ɑ̃ f ɛ ʁ m e
majesté	m a ʒ ɛ s t e
moitié	m w a t j e
eh	ɛ
préconise	p ʁ e k ɔ n i z
avancées	a v ɑ̃ s e
hétérogènes	e t e ʁ ɔ ʒ ɛ n
chaussées	ʃ o s e
discontinuités	d i s k ɔ̃ t i n y i t e
voulues	v u l y
accidentelles	a k s i d ɑ̃ t ɛ l
itérations	i t e ʁ a s j ɔ̃
successives	s y k s ɛ s i v
positionnent	p o z i s j ɔ n
stabilisent	s t a b i l i z
nuage	n y a ʒ
effectuant	e f ɛ k t y ɑ̃
stricte	s t ʁ i k t
radiothérapie	ʁ a d j o t e ʁ a p i
d'oncologie	d ɔ̃ k ɔ l ɔ ʒ i
moléculaire	m ɔ l e k y l ɛ ʁ
pharmacologie	f a ʁ m a k ɔ l ɔ ʒ i
d'anatomie	d a n a t ɔ m i
cytologie	s i t ɔ l ɔ ʒ i
pathologiques	p a t ɔ l ɔ ʒ i k
dérivés	d e ʁ i v e
optimisés	ɔ p t i m i z e
manuellement	m a n y ɛ l m ɑ̃
envisageables	ɑ̃ v i z a ʒ a b l
sensibilité	s ɑ̃ s i b i l i t e
assimilation	a s i m i l a s j ɔ̃
couplages	k u p l a ʒ
affirmaient	a f i ʁ m ɛ
vouloir	v u l w a ʁ
décentralisation	d e s ɑ̃ t ʁ a l i z a s j ɔ̃
pharmacien	f a ʁ m a s j ɛ̃
hospitalier	ɔ s p i t a l j e
conseiller	k ɔ̃ s ɛ j e
administrateurs	a d m i n i s t ʁ a t œ ʁ
localisée	l ɔ k a l i z e
dynamiquement	d i n a m i k m ɑ̃
visuellement	v i z y ɛ l m ɑ̃
lumineuses	l y m i n ø z
scène	s ɛ n
instantanément	ɛ̃ s t ɑ̃ t a n e m ɑ̃
apportées	a p ɔ ʁ t e
D'habitude	d a b i t y d
parlent	p a ʁ l
chantent	ʃ ɑ̃ t
contentent	k ɔ̃ t ɑ̃ t
cris	k ʁ i
grognements	ɡ ʁ ɔ n j ə m ɑ̃
ponctuer	p ɔ̃ k t y e
danse	d ɑ̃ s
spectacle	s p ɛ k t a k l
gratuit	ɡ ʁ a t y i
cannes	k a n
smoking	s m ə u k i ŋ
armoire	a ʁ m w a ʁ
Rayonnements	ʁ ɛ j ɔ n m ɑ̃
radiations	ʁ a d j a s j ɔ̃
radiologie	ʁ a d j o l ɔ ʒ i
permettrait	p ɛ ʁ m ɛ t ʁ ɛ
chute	ʃ y t
donnerait	d ɔ n ʁ ɛ
indirectement	ɛ̃ d i ʁ ɛ k t ə m ɑ̃
curiethérapie	k y ʁ j ɛ t e ʁ a p i
implantation	ɛ̃ p l ɑ̃ t a s j ɔ̃
iridium	i ʁ i d j ɔ m
mutilation	m y t i l a s j ɔ̃
méditerranée	m e d i t ɛ ʁ a n e
l'univers	l y n i v ɛ ʁ
découverte	d e k u v ɛ ʁ t
Citons	s i t ɔ̃
transplantation	t ʁ ɑ̃ s p l ɑ̃ t a s j ɔ̃
lésion	l e z j ɔ̃
médullaire	m e d y l ɛ ʁ
pathologies	p a t ɔ l ɔ ʒ i
rétiniennes	ʁ e t i n j ɛ n
dégénératives	d e ʒ e n e ʁ a t i v
silence	s i l ɑ̃ s
farouche	f a ʁ u ʃ
semblaient	s ɑ̃ b l ɛ
courbés	k u ʁ b e
joug	ʒ u ɡ
terrible	t ɛ ʁ i b l
cachée	k a ʃ e
figures	f i ɡ y ʁ
impénétrables	ɛ̃ p e n e t ʁ a b l
immense	i m m ɑ̃ s
radioastronomes	ʁ a d j o a s t ʁ ɔ n ɔ m
tournent	t u ʁ n
routinière	ʁ u t i n j ɛ ʁ
télescope	t e l ɛ s k ɔ p
pulsars	p y l s a ʁ
chronométrage	k ʁ o n o m e t ʁ a ʒ
interstellaire	ɛ̃ t ɛ ʁ s t ɛ l ɛ ʁ
traversé	t ʁ a v ɛ ʁ s e
manteau	m ɑ̃ t o
bras	b ʁ a
sensation	s ɑ̃ s a s j ɔ̃
flotter	f l ɔ t e
talons	t a l ɔ̃
hauts	o
subdivision	s y b d i v i z j ɔ̃
sachant	s a ʃ ɑ̃
envisagée	ɑ̃ v i z a ʒ e
entrée	ɑ̃ t ʁ e
producteurs	p ʁ ɔ d y k t œ ʁ
J'ai	ʒ e
fusillé	f y z i j e
détour	d e t u ʁ
crie	k ʁ i
schéma	ʃ e m a
globe	ɡ l ɔ b
compositions	k ɔ̃ p o z i s j ɔ̃
croûte	k ʁ u t
continentale	k ɔ̃ t i n ɑ̃ t a l
océanique	ɔ s e a n i k
Parmi	p a ʁ m i
récemment	ʁ e s a m ɑ̃
blanchets	b l ɑ̃ ʃ ɛ
tubulaires	t y b y l ɛ ʁ
glissent	ɡ l i s
bâti	b a t i
secondes	s ə ɡ ɔ̃ d
inversé	ɛ̃ v ɛ ʁ s e
relie	ʁ ə l i
appellent	a p ɛ l
dynamisation	d i n a m i z a s j ɔ̃
répandre	ʁ e p ɑ̃ d ʁ
manutention	m a n y t ɑ̃ s j ɔ̃
ventilateur	v ɑ̃ t i l a t œ ʁ
d'aspiration	d a s p i ʁ a s j ɔ̃
fasse	f a s
domicile	d ɔ m i s i l
délit	d e l i
reçus	ʁ ə s y
raccordées	ʁ a k ɔ ʁ d e
convenait	k ɔ̃ v n ɛ
d'intégrer	d ɛ̃ t e ɡ ʁ e
l'ancien	l ɑ̃ s j ɛ̃
homogène	ɔ m ɔ ʒ ɛ n
architectural	a ʁ ʃ i t ɛ k t y ʁ a l
fonctionnel	f ɔ̃ k s j ɔ n ɛ l
pluralisme	p l y ʁ a l i s m
étendue	e t ɑ̃ d y
Autrement	o t ʁ ə m ɑ̃
destinée	d ɛ s t i n e
proportionnel	p ʁ ɔ p ɔ ʁ s j ɔ n ɛ l
délibérative	d e l i b e ʁ a t i v
Participent	p a ʁ t i s i p
consultative	k ɔ̃ s y l t a t i v
règlements	ʁ ɛ ɡ l ə m ɑ̃
confier	k ɔ̃ f j e
prérogative	p ʁ e ʁ ɔ ɡ a t i v
politiquement	p ɔ l i t i k m ɑ̃
correct	k ɔ ʁ ɛ k t
élémentaires	e l e m ɑ̃ t ɛ ʁ
politesse	p ɔ l i t ɛ s
con	k ɔ̃
alternative	a l t ɛ ʁ n a t i v
opter	ɔ p t e
feront	f ə ʁ ɔ̃
hausses	o s
bourse	b u ʁ s
immunisant	i m m y n i z ɑ̃
stagiaires	s t a ʒ j ɛ ʁ
percevoir	p ɛ ʁ s ə v w a ʁ
éducative	e d y k a t i v
allait	a l ɛ
durcir	d y ʁ s i ʁ
Renforcer	ʁ ɑ̃ f ɔ ʁ s e
régie	ʁ e ʒ i
perdu	p ɛ ʁ d y
tronc	t ʁ ɔ̃
occasion	ɔ k a z j ɔ̃
remettra	ʁ ə m ɛ t ʁ a
brochure	b ʁ ɔ ʃ y ʁ
personnalisés	p ɛ ʁ s ɔ n a l i z e
assureront	a s y ʁ ʁ ɔ̃
bibliographie	b i b l i ɔ ɡ ʁ a f i
figée	f i ʒ e
contenues	k ɔ̃ t ə n y
requis	ʁ ə k i
calamités	k a l a m i t e
menacent	m ə n a s
bien-être	b j ɛ̃ n ɛ t ʁ
ensoleillement	ɑ̃ s ɔ l ɛ j m ɑ̃
légendaire	l e ʒ ɑ̃ d ɛ ʁ
illuminent	i l y m i n
vieille	v j ɛ j
promenade	p ʁ ɔ m n a d
bordant	b ɔ ʁ d ɑ̃
baie	b ɛ
anges	ɑ̃ ʒ
riches	ʁ i ʃ
renommées	ʁ ə n ɔ m e
entier	ɑ̃ t j e
deug	d œ ɡ
licence	l i s ɑ̃ s
précaires	p ʁ e k ɛ ʁ
intermédiaire	ɛ̃ t ɛ ʁ m e d j ɛ ʁ
complémentaires	k ɔ̃ p l e m ɑ̃ t ɛ ʁ
conjugale	k ɔ̃ ʒ y ɡ a l
mobilités	m ɔ b i l i t e
expliquant	ɛ k s p l i k ɑ̃
précocité	p ʁ e k ɔ s i t e
orientation	ɔ ʁ j ɑ̃ t a s j ɔ̃
utilité	y t i l i t e
montrer	m ɔ̃ t ʁ e
inspiré	ɛ̃ s p i ʁ e
servi	s ɛ ʁ v i
saint	s ɛ̃
louis	l w i
chêne	ʃ ɛ n
évoqué	e v ɔ k e
main	m ɛ̃
figurent	f i ɡ y ʁ
sceau	s o
patientes	p a s j ɑ̃ t
gynécologique	ʒ i n e k ɔ l ɔ ʒ i k
habitude	a b i t y d
irréversible	i ʁ e v ɛ ʁ s i b l
entraîne	ɑ̃ t ʁ ɛ n
continuez	k ɔ̃ t i n y e
solution	s ɔ l y s j ɔ̃
mariage	m a ʁ j a ʒ
divorce	d i v ɔ ʁ s
religieux	ʁ ə l i ʒ j ø
réunion	ʁ e y n j ɔ̃
signé	s i n j e
transmettent	t ʁ ɑ̃ s m ɛ t
paquets	p a k ɛ
destination	d ɛ s t i n a s j ɔ̃
régénèrent	ʁ e ʒ e n ɛ ʁ
amplifient	ɑ̃ p l i f i
synchronisent	s ɛ̃ k ʁ ɔ n i z
chauffeur	ʃ o f œ ʁ
direct	d i ʁ ɛ k t
trajet	t ʁ a ʒ ɛ
indiquez	ɛ̃ d i k e
négligez	n e ɡ l i ʒ e
d'imposer	d ɛ̃ p o z e
parent	p a ʁ ɑ̃
l'argent	l a ʁ ʒ ɑ̃
préjudiciable	p ʁ e ʒ y d i s j a b l
indemnisation	ɛ̃ d ɛ m n i z a s j ɔ̃
expropriations	ɛ k s p ʁ ɔ p ʁ i a s j ɔ̃
entendue	ɑ̃ t ɑ̃ d y
interdiction	ɛ̃ t ɛ ʁ d i k s j ɔ̃
mécaniciens	m e k a n i s j ɛ̃
privilégient	p ʁ i v i l e ʒ i
nécessitant	n e s ɛ s i t ɑ̃
agilité	a ʒ i l i t e
négliger	n e ɡ l i ʒ e
appliquées	a p l i k e
catholiques	k a t ɔ l i k
évêques	e v ɛ k
prêtres	p ʁ ɛ t ʁ
diacres	d j a k ʁ
laïcs	l a i k
compagnonnage	k ɔ̃ p a n j ɔ n a ʒ
Typiquement	t i p i k m ɑ̃
mots-clefs	m o k l e
phrases	f ʁ a z
blocus	b l ɔ k y s
embargos	ɑ̃ b a ʁ ɡ o
souffrances	s u f ʁ ɑ̃ s
terribles	t ɛ ʁ i b l
mépris	m e p ʁ i
l'individu	l ɛ̃ d i v i d y
inondé	i n ɔ̃ d e
gigantesque	ʒ i ɡ ɑ̃ t ɛ s k
d'où	d u
s'appuie	s a p y i
licences	l i s ɑ̃ s
l'intégrité	l ɛ̃ t e ɡ ʁ i t e
bus	b y s
